"","Gene","SYMBOL","ENTREZID","iNKT_VD1","iNKT_VD2","iNKTD1","iNKTD2"
"3290","ENSG00000106399","RPA3","6119",57.618639,78.521398,97.712686,52.386406
"3291","ENSG00000106400","ZNHIT1","10467",97.119167,91.145771,73.51545,80.442844
"3292","ENSG00000106404","CLDN15","24146",30.199514,34.141199,9.578611,15.549316
"3294","ENSG00000106415","GLCCI1","113263",51.096473,57.066961,18.742391,28.241028
"3296","ENSG00000106443","PHF14","9678",11.164531,15.236554,17.252188,18.129162
"3297","ENSG00000106459","NRF1","4899",22.344776,19.891565,21.976778,21.442712
"3298","ENSG00000106460","TMEM106B","54664",24.963979,31.5766,19.206784,31.50077
"3299","ENSG00000106462","EZH2","2146",43.040648,57.434445,72.453841,57.983112
"3300","ENSG00000106477","CEP41","95681",8.836415,7.999512,16.434156,11.49524
"3301","ENSG00000106479","ZNF862","643641",36.239798,37.0403,14.96875,38.353898
"3303","ENSG00000106484","MEST","4232",1.175555,0.851793,0.144052,2.012155
"3305","ENSG00000106524","ANKMY2","57037",20.367724,24.757874,12.122128,16.758726
"3306","ENSG00000106526","ACTR3C","653857",0.390746,1.472658,4.706876,2.793644
"3307","ENSG00000106536","POU6F2","11281",0.953076,0.936093,0.539876,0.371251
"3308","ENSG00000106537","TSPAN13","27075",0.784731,1.288103,1.574295,1.072636
"3312","ENSG00000106546","AHR","196",24.125521,26.867392,17.1856,16.872514
"3313","ENSG00000106554","CHCHD3","54927",25.823389,30.442576,50.207974,37.345618
"3314","ENSG00000106560","GIMAP2","26157",98.723909,113.490878,115.743492,115.352963
"3317","ENSG00000106588","PSMA2","5683",106.726576,134.719792,218.597054,126.488703
"3318","ENSG00000106591","MRPL32","64983",44.73289,49.068911,46.426993,39.819798
"3319","ENSG00000106603","COA1","55744",43.299469,43.199233,52.689862,34.739653
"3320","ENSG00000106605","BLVRA","644",29.967378,30.616411,30.981176,29.354116
"3321","ENSG00000106608","URGCP","55665",14.097935,10.091438,9.422448,21.065613
"3322","ENSG00000106609","TMEM248","55069",65.894368,75.687837,72.410892,81.941499
"3324","ENSG00000106615","RHEB","6009",50.874257,52.476092,74.256428,81.105124
"3325","ENSG00000106617","PRKAG2","51422",12.857629,13.049016,12.851275,13.865692
"3326","ENSG00000106624","AEBP1","165",0.215373,0.187312,0.251903,1.187959
"3327","ENSG00000106628","POLD2","5425",37.573077,34.356079,64.926846,40.399615
"3329","ENSG00000106633","GCK","2645",0.13012,0.408266,0.096249,0
"3330","ENSG00000106635","BCL7B","9275",39.465744,36.000127,81.339066,62.35718
"3331","ENSG00000106636","YKT6","10652",51.497527,59.54178,72.033584,76.272854
"3332","ENSG00000106638","TBL2","26608",20.118184,17.044562,17.981544,20.619866
"3334","ENSG00000106665","CLIP2","7461",5.377568,9.469803,1.179365,1.343808
"3335","ENSG00000106682","EIF4H","7458",212.440599,211.724278,239.448347,199.629199
"3336","ENSG00000106683","LIMK1","3984",29.291509,33.950314,24.738823,31.939532
"3337","ENSG00000106686","SPATA6L","55064",2.1286,0.957093,0.843127,0.21237
"3338","ENSG00000106688","SLC1A1","6505",0.633811,0.558168,0.087792,0.03918
"3340","ENSG00000106692","FKTN","2218",3.565132,8.415385,5.610858,5.986095
"3341","ENSG00000106701","FSD1L","83856",4.271806,3.929484,3.814,3.086791
"3343","ENSG00000106723","SPIN1","10927",32.790147,27.497362,32.820645,39.39743
"3344","ENSG00000106733","NMRK1","54981",117.257862,156.113817,59.745962,105.662411
"3345","ENSG00000106771","TMEM245","23731",25.746805,30.884065,22.903127,26.713649
"3346","ENSG00000106772","PRUNE2","158471",0.387334,0.498753,1.288997,0.284611
"3347","ENSG00000106780","MEGF9","1955",18.32758,26.768338,8.710782,15.716733
"3348","ENSG00000106785","TRIM14","9830",23.703834,39.721899,42.527767,62.167967
"3349","ENSG00000106789","CORO2A","7464",8.89313,7.117834,5.749875,8.193358
"3350","ENSG00000106799","TGFBR1","7046",27.587144,26.850628,31.697209,55.063276
"3351","ENSG00000106803","SEC61B","10952",370.197343,409.206568,395.428256,432.076065
"3352","ENSG00000106804","C5","727",2.2607,2.393918,0.42831,1.001949
"3353","ENSG00000106809","OGN","4969",0.193218,0.17292,0.181906,0.16386
"3356","ENSG00000106829","TLE4","7091",31.79397,36.298339,34.80937,26.168706
"3358","ENSG00000106853","PTGR1","22949",1.275161,4.459869,0.425782,0.236132
"3359","ENSG00000106868","SUSD1","64420",1.485269,2.629173,20.5526,12.294595
"3361","ENSG00000106948","AKNA","80709",267.159774,281.660151,274.57309,367.190513
"3362","ENSG00000106952","TNFSF8","944",32.272476,20.081341,61.473659,135.896531
"3363","ENSG00000106976","DNM1","1759",15.990807,13.798224,0.292007,0.508172
"3364","ENSG00000106991","ENG","2022",2.949171,4.226112,1.869037,9.564071
"3365","ENSG00000106992","AK1","203",48.561153,49.44675,9.181889,28.303877
"3366","ENSG00000106993","CDC37L1","55664",14.270541,11.761921,9.042814,13.73094
"3367","ENSG00000107014","RLN2","6019",4.877841,9.279293,4.372119,1.475303
"3368","ENSG00000107018","RLN1","6013",3.089043,6.093386,1.765791,2.681707
"3369","ENSG00000107020","PLGRKT","55848",43.328352,52.540239,25.776217,35.388034
"3370","ENSG00000107021","TBC1D13","54662",16.019916,19.761523,13.658732,17.390397
"3371","ENSG00000107036","RIC1","57589",22.550439,27.397796,13.552719,14.466601
"3372","ENSG00000107077","KDM4C","23081",31.541708,30.067232,12.286773,18.09964
"3373","ENSG00000107099","DOCK8","81704",93.858201,137.608199,156.169697,183.491478
"3374","ENSG00000107104","KANK1","23189",2.517409,2.282078,1.917273,1.641963
"3376","ENSG00000107130","NCS1","23413",2.678737,2.2006,6.250933,5.045821
"3377","ENSG00000107140","TESK1","7016",59.316741,54.290839,30.445038,51.898776
"3380","ENSG00000107164","FUBP3","8939",42.550563,40.106813,28.593016,41.881851
"3382","ENSG00000107175","CREB3","10488",58.186963,62.842223,27.620119,27.943065
"3383","ENSG00000107185","RGP1","9827",16.951081,20.117486,13.648792,16.469975
"3386","ENSG00000107201","RIGI","23586",9.327614,14.903277,14.62963,20.694808
"3387","ENSG00000107223","EDF1","8721",576.82835,580.508484,428.216744,592.452897
"3388","ENSG00000107242","PIP5K1B","8395",0.916063,5.323733,6.456615,9.063606
"3389","ENSG00000107249","GLIS3","169792",0.264277,0.186083,0.640681,0.04235
"3390","ENSG00000107262","BAG1","573",83.636859,84.171865,83.427012,62.950944
"3391","ENSG00000107263","RAPGEF1","2889",94.705832,112.900585,127.140903,123.840108
"3392","ENSG00000107281","NPDC1","56654",177.323343,224.611461,36.879644,107.954519
"3394","ENSG00000107290","SETX","23064",41.937161,48.168399,33.575339,46.156411
"3396","ENSG00000107317","PTGDS","5730",0.87013,4.354851,3.165824,17.39196
"3397","ENSG00000107331","ABCA2","20",180.722834,238.438955,33.050707,144.967406
"3398","ENSG00000107338","SHB","6461",1.358287,0.899755,0.045554,0
"3399","ENSG00000107341","UBE2R2","54926",24.267508,26.565051,19.858221,19.698208
"3400","ENSG00000107362","ABHD17B","51104",46.580144,40.879992,35.201348,35.926088
"3401","ENSG00000107371","EXOSC3","51010",25.81177,24.654299,79.011804,40.404661
"3402","ENSG00000107372","ZFAND5","7763",119.896693,153.190003,66.12867,87.213896
"3403","ENSG00000107404","DVL1","1855",32.952396,28.750567,13.797834,21.014827
"3404","ENSG00000107438","PDLIM1","9124",1.033048,1.680092,4.28673,0.928939
"3405","ENSG00000107443","CCNJ","54619",2.98169,3.511668,3.324413,3.146116
"3407","ENSG00000107485","GATA3","2625",111.941625,182.392527,90.673755,91.538553
"3408","ENSG00000107518","ATRNL1","26033",0.263676,0.137754,0.194922,0.051231
"3409","ENSG00000107521","HPS1","3257",49.475393,69.947083,63.354418,88.556306
"3410","ENSG00000107537","PHYH","5264",9.078701,9.229811,10.991176,12.137008
"3411","ENSG00000107551","RASSF4","83937",6.264598,4.96867,0.540736,1.452531
"3412","ENSG00000107554","DNMBP","23268",2.625056,2.140089,1.181824,0.922243
"3413","ENSG00000107560","RAB11FIP2","22841",4.974849,4.452533,3.859755,7.448532
"3415","ENSG00000107566","ERLIN1","10613",10.912846,9.291891,9.989449,12.201065
"3416","ENSG00000107581","EIF3A","8661",80.35402,105.0809,130.864041,113.464427
"3418","ENSG00000107611","CUBN","8029",2.740599,1.129387,0.10854,0.191785
"3419","ENSG00000107614","TRDMT1","1787",6.98355,10.438902,6.580678,10.051364
"3420","ENSG00000107625","DDX50","79009",38.023325,32.486522,39.263778,42.469159
"3421","ENSG00000107643","MAPK8","5599",50.514281,43.782367,64.281438,47.508684
"3422","ENSG00000107651","SEC23IP","11196",22.397275,27.39378,29.830616,24.222277
"3423","ENSG00000107669","ATE1","11101",17.163256,17.154063,20.591497,21.362213
"3424","ENSG00000107672","NSMCE4A","54780",44.471057,42.24801,50.138373,59.868788
"3425","ENSG00000107679","PLEKHA1","59338",8.120162,4.653953,0.540556,1.745025
"3426","ENSG00000107719","PALD1","27143",0.207597,0.016665,0.176935,0.094752
"3427","ENSG00000107731","UNC5B","219699",0.587336,0.127182,0.008185,0.03287
"3428","ENSG00000107736","CDH23","64072",0.151444,0.151121,0.484593,0.208761
"3429","ENSG00000107738","VSIR","64115",48.365335,50.796885,46.044801,50.0356
"3430","ENSG00000107742","SPOCK2","9806",261.539844,341.544956,110.082786,180.573783
"3431","ENSG00000107745","MICU1","10367",25.777935,33.454499,25.932867,19.260355
"3432","ENSG00000107758","PPP3CB","5532",45.435103,43.754554,50.310317,48.66124
"3433","ENSG00000107771","CCSER2","54462",72.090859,77.243065,41.255286,39.784954
"3434","ENSG00000107779","BMPR1A","657",11.171006,7.920911,8.979491,8.337664
"3435","ENSG00000107789","MINPP1","9562",11.002546,11.548373,11.258212,11.916682
"3436","ENSG00000107796","ACTA2","59",39.513006,49.567275,28.891458,29.397279
"3437","ENSG00000107798","LIPA","3988",68.216458,59.222194,36.7982,43.571245
"3439","ENSG00000107815","TWNK","56652",4.323193,6.209978,5.261841,4.547231
"3440","ENSG00000107816","LZTS2","84445",17.825741,17.766415,9.677033,14.18922
"3441","ENSG00000107819","SFXN3","81855",95.38292,138.446815,29.489373,67.665293
"3442","ENSG00000107821","KAZALD1","81621",0.379312,1.473445,0.193818,0.123036
"3443","ENSG00000107829","FBXW4","6468",24.206808,27.563811,22.600005,37.129087
"3445","ENSG00000107833","NPM3","10360",27.051963,23.111786,19.215469,8.159928
"3446","ENSG00000107854","TNKS2","80351",37.752014,38.842523,22.280264,31.115121
"3448","ENSG00000107862","GBF1","8729",26.646901,35.485344,25.916801,37.727676
"3449","ENSG00000107863","ARHGAP21","57584",25.548221,38.186936,23.906212,29.493471
"3450","ENSG00000107864","CPEB3","22849",3.335666,3.232308,1.313703,1.727706
"3451","ENSG00000107872","FBXL15","79176",18.901783,13.787032,13.064716,15.314195
"3452","ENSG00000107874","CUEDC2","79004",67.562498,73.363887,53.392743,55.912126
"3453","ENSG00000107882","SUFU","51684",12.675007,15.92054,8.201586,10.856322
"3454","ENSG00000107890","ANKRD26","22852",6.907478,7.416848,4.359756,3.246202
"3455","ENSG00000107897","ACBD5","91452",20.929336,22.649065,32.093339,29.818612
"3456","ENSG00000107902","LHPP","64077",14.639812,13.615774,6.470736,13.151345
"3457","ENSG00000107929","LARP4B","23185",39.747656,41.415434,36.467978,37.335889
"3458","ENSG00000107937","GTPBP4","23560",21.911428,24.953286,40.929745,28.888132
"3459","ENSG00000107938","EDRF1","26098",22.816608,25.024452,16.332838,25.879151
"3460","ENSG00000107949","BCCIP","56647",31.133084,35.834637,61.124761,41.034885
"3461","ENSG00000107951","MTPAP","55149",12.279354,7.864301,13.173729,13.668239
"3462","ENSG00000107954","NEURL1","9148",0,0.10593,0.378722,0.3848
"3463","ENSG00000107957","SH3PXD2A","9644",5.137343,7.230002,2.052345,9.993119
"3464","ENSG00000107959","PITRM1","10531",50.879979,47.274624,31.477904,48.579633
"3465","ENSG00000107960","STN1","79991",40.730962,40.332179,40.440128,67.089352
"3466","ENSG00000107968","MAP3K8","1326",51.174327,58.18401,25.013688,42.419743
"3469","ENSG00000108010","GLRX3","10539",74.782307,70.809037,90.442627,54.592909
"3471","ENSG00000108021","TASOR2","54906",16.672044,22.54091,15.264775,27.154543
"3472","ENSG00000108039","XPNPEP1","7511",58.152912,57.168834,43.995254,50.589642
"3473","ENSG00000108055","SMC3","9126",50.500018,62.987977,84.111427,64.606731
"3474","ENSG00000108061","SHOC2","8036",42.391375,40.264605,26.634938,32.885103
"3475","ENSG00000108064","TFAM","7019",23.506393,27.330406,38.128681,29.928567
"3476","ENSG00000108091","CCDC6","8030",11.622501,14.163748,10.518369,9.262478
"3477","ENSG00000108094","CUL2","8453",25.254459,30.65727,31.274542,30.381974
"3478","ENSG00000108100","CCNY","219771",41.946703,39.680208,31.345384,31.653923
"3479","ENSG00000108106","UBE2S","27338",32.456527,37.243731,149.862886,58.858018
"3480","ENSG00000108107","RPL28","6158",1831.708419,1845.143163,1171.165416,1348.453759
"3481","ENSG00000108175","ZMIZ1","57178",20.006539,26.841772,23.132753,52.606212
"3482","ENSG00000108176","DNAJC12","56521",1.324211,3.611618,4.136558,2.340719
"3483","ENSG00000108179","PPIF","10105",37.342182,50.099953,101.45398,87.946694
"3484","ENSG00000108187","PBLD","64081",0.409831,1.288571,1.167543,1.673781
"3485","ENSG00000108219","TSPAN14","81619",75.588501,116.640186,118.999039,147.148312
"3487","ENSG00000108239","TBC1D12","23232",0.437966,0.38559,0.10109,0.0812
"3490","ENSG00000108256","NUFIP2","57532",22.921942,24.413075,20.856503,28.260005
"3491","ENSG00000108262","GIT1","28964",64.174186,66.463407,48.351553,47.436207
"3492","ENSG00000108298","RPL19","6143",3091.228387,2350.662743,2165.985555,2083.146492
"3493","ENSG00000108306","FBXL20","84961",14.822538,15.702604,6.836836,8.595244
"3494","ENSG00000108309","RUNDC3A","10900",2.28357,3.163404,0.216343,0.357091
"3495","ENSG00000108312","UBTF","7343",79.696897,85.652092,105.35284,123.695756
"3497","ENSG00000108344","PSMD3","5709",63.367959,70.430709,98.943994,72.188481
"3498","ENSG00000108349","CASC3","22794",58.04022,61.369035,37.052349,56.824535
"3499","ENSG00000108352","RAPGEFL1","51195",5.042752,6.923258,1.836339,3.602624
"3500","ENSG00000108370","RGS9","8787",54.859608,64.685042,49.220753,69.006948
"3501","ENSG00000108375","RNF43","54894",0.21118,0.466009,0.199943,0.223392
"3504","ENSG00000108384","RAD51C","5889",30.317903,33.835601,80.533308,59.694884
"3505","ENSG00000108387","SEPTIN4","5414",14.258272,6.719473,0.838959,1.029591
"3506","ENSG00000108389","MTMR4","9110",32.782934,33.610829,21.765365,25.801864
"3507","ENSG00000108395","TRIM37","4591",11.635459,13.253486,15.027802,14.817864
"3508","ENSG00000108405","P2RX1","5023",0.028123,0.395721,0.537137,1.621676
"3509","ENSG00000108406","DHX40","79665",26.488484,27.47711,13.934925,17.118408
"3511","ENSG00000108423","TUBD1","51174",11.022398,10.3922,7.889598,9.596473
"3512","ENSG00000108424","KPNB1","3837",115.449853,115.515649,204.770059,153.523622
"3513","ENSG00000108433","GOSR2","9570",28.601387,34.015844,30.363659,30.356955
"3514","ENSG00000108439","PNPO","55163",16.685036,12.580271,11.862417,12.696953
"3516","ENSG00000108443","RPS6KB1","6198",25.752295,28.646814,47.19813,26.575292
"3519","ENSG00000108465","CDK5RAP3","80279",149.900211,161.70674,73.51992,134.654463
"3520","ENSG00000108468","CBX1","10951",58.878695,55.146157,52.12512,36.576486
"3521","ENSG00000108469","RECQL5","9400",21.785614,29.839332,12.636372,30.721669
"3522","ENSG00000108474","PIGL","9487",49.532748,49.381015,20.490489,29.81509
"3523","ENSG00000108479","GALK1","2584",36.910938,31.44809,32.8671,32.099244
"3524","ENSG00000108506","INTS2","57508",5.730949,7.906284,12.119287,10.526437
"3525","ENSG00000108509","CAMTA2","23125",55.52248,75.203844,40.663579,58.173754
"3526","ENSG00000108510","MED13","9969",21.391058,29.925963,19.661653,24.04771
"3527","ENSG00000108511","HOXB6","3216",0.967437,1.635069,1.843518,0.823075
"3528","ENSG00000108515","ENO3","2027",48.456494,56.35694,13.569322,20.486361
"3530","ENSG00000108518","PFN1","5216",802.359971,1108.810942,2790.456075,2262.03865
"3531","ENSG00000108523","RNF167","26001",204.273155,259.275155,312.083243,334.20248
"3532","ENSG00000108528","SLC25A11","8402",65.190306,58.185467,70.974132,54.778615
"3533","ENSG00000108551","RASD1","51655",0.691038,1.29981,0.04422,0.236952
"3534","ENSG00000108556","CHRNE","1145",0.530694,0.772261,0.117232,0.287577
"3535","ENSG00000108557","RAI1","10743",14.374821,17.217653,8.211687,10.860297
"3536","ENSG00000108559","NUP88","4927",42.87595,43.870059,63.508124,29.51247
"3537","ENSG00000108561","C1QBP","708",60.623938,52.611744,145.679673,60.64337
"3538","ENSG00000108576","SLC6A4","6532",0.054224,0.045573,0.033189,0.140341
"3539","ENSG00000108578","BLMH","642",55.905921,77.275275,47.721925,33.691804
"3540","ENSG00000108582","CPD","1362",26.660365,32.746086,15.500181,23.851049
"3541","ENSG00000108587","GOSR1","9527",16.729558,18.591997,27.308991,27.797773
"3542","ENSG00000108588","CCDC47","57003",48.956178,43.3111,65.207129,45.684861
"3543","ENSG00000108590","MED31","51003",15.668615,20.268687,22.663477,21.129315
"3544","ENSG00000108591","DRG2","1819",30.517491,43.374518,28.957949,40.064572
"3545","ENSG00000108592","FTSJ3","117246",44.621837,42.111062,40.234922,35.315227
"3546","ENSG00000108599","AKAP10","11216",21.250203,15.727138,19.179625,24.137829
"3548","ENSG00000108604","SMARCD2","6603",98.807024,116.490005,87.826703,85.398523
"3549","ENSG00000108622","ICAM2","3384",76.830519,67.24073,28.297507,35.947323
"3550","ENSG00000108639","SYNGR2","9144",90.010854,67.312117,50.644615,67.847798
"3551","ENSG00000108641","B9D1","27077",1.979427,0.197561,2.03496,0.93556
"3552","ENSG00000108651","UTP6","55813",51.37816,35.909488,48.846916,38.672404
"3553","ENSG00000108654","DDX5","1655",381.939002,542.705541,504.311122,990.824903
"3554","ENSG00000108666","C17orf75","64149",21.697996,22.401619,26.786109,24.88282
"3555","ENSG00000108669","CYTH1","9267",209.261805,297.620365,187.564932,268.728738
"3556","ENSG00000108671","PSMD11","5717",47.942378,54.067212,102.688911,64.913297
"3557","ENSG00000108679","LGALS3BP","3959",11.47013,15.8098,37.995494,59.959905
"3562","ENSG00000108702","CCL1","6346",3.264815,4.939321,12.277155,161.727894
"3563","ENSG00000108733","PEX12","5193",2.98084,3.466842,3.911846,3.341357
"3565","ENSG00000108771","DHX58","79132",12.518387,14.746957,24.645583,24.907635
"3566","ENSG00000108773","KAT2A","2648",27.915324,18.354277,10.621779,12.225053
"3567","ENSG00000108774","RAB5C","5878",116.389731,135.816174,138.845535,144.22095
"3568","ENSG00000108784","NAGLU","4669",30.512192,23.312029,15.105545,20.550146
"3570","ENSG00000108786","HSD17B1","3292",2.062619,3.039505,1.36278,1.024022
"3571","ENSG00000108788","MLX","6945",36.23265,35.351164,60.042642,51.47151
"3572","ENSG00000108797","CNTNAP1","8506",0.652492,0.378807,0.183026,0.693813
"3573","ENSG00000108798","ABI3","51225",82.958293,73.530141,87.402817,89.615497
"3574","ENSG00000108799","EZH1","2145",61.140627,65.122527,24.296781,63.784404
"3575","ENSG00000108813","DLX4","1748",0.861424,0.645292,0.218927,0.120048
"3576","ENSG00000108819","PPP1R9B","84687",104.192291,124.054401,97.530166,145.59306
