"","Gene","SYMBOL","ENTREZID","iNKTD2_D131","iNKTD1","iNKTD2"
"9017","ENSG00000148341","SH3GLB2","56904",152.188327,90.232442,107.185091
"9018","ENSG00000148343","MIGA2","84895",60.412608,25.004497,29.874291
"9019","ENSG00000148344","PTGES","9536",0.614867,0.03343,0.044774
"9021","ENSG00000148356","LRSAM1","90678",31.182699,9.142078,14.380575
"9022","ENSG00000148357","HMCN2","256158",0.541913,0.234805,0.326715
"9023","ENSG00000148358","GPR107","57720",18.539771,15.385202,18.353495
"9024","ENSG00000148362","PAXX","286257",195.820139,95.660179,138.403682
"9025","ENSG00000148377","IDI2","91734",0.08506,0.046027,0
"9026","ENSG00000148384","INPP5E","56623",25.831312,8.719746,21.399598
"9028","ENSG00000148396","SEC16A","9919",52.144268,35.590174,54.29099
"9029","ENSG00000148399","DPH7","92715",69.115044,20.737977,36.538689
"9030","ENSG00000148400","NOTCH1","4851",22.815491,26.604707,31.414864
"9032","ENSG00000148411","NACC2","138151",9.191716,8.329129,9.51143
"9033","ENSG00000148426","PROSER2","254427",1.078736,0.350023,0.146714
"9034","ENSG00000148429","USP6NL","9712",0.661277,0.070483,0.161647
"9035","ENSG00000148444","COMMD3","23412",91.300725,76.242015,77.237671
"9036","ENSG00000148450","MSRB2","22921",3.741121,3.98152,1.8716
"9037","ENSG00000148459","PDSS1","23590",5.235114,16.324966,7.569788
"9038","ENSG00000148468","FAM171A1","221061",1.85375,0.521398,0.77155
"9039","ENSG00000148481","MINDY3","80013",37.431102,12.971609,22.582218
"9041","ENSG00000148483","TMEM236","653567",0.301725,0.06813,0.130337
"9042","ENSG00000148484","RSU1","6251",36.674528,90.246232,74.956174
"9043","ENSG00000148488","ST8SIA6","338596",5.294076,5.43216,5.427514
"9044","ENSG00000148498","PARD3","56288",3.658593,0,0.122912
"9046","ENSG00000148516","ZEB1","6935",33.727376,24.565038,28.855609
"9048","ENSG00000148572","NRBF2","29982",23.550119,25.715525,27.743635
"9050","ENSG00000148600","CDHR1","92211",0.841534,0.298392,0.194201
"9053","ENSG00000148606","POLR3A","11128",8.59354,8.110183,9.411665
"9054","ENSG00000148634","HERC4","26091",71.899571,37.736277,45.392169
"9055","ENSG00000148655","LRMDA","83938",0.147916,0,0.037031
"9056","ENSG00000148660","CAMK2G","818",66.86554,23.53853,46.034416
"9057","ENSG00000148671","ADIRF","10974",3.100743,0,0.614811
"9058","ENSG00000148672","GLUD1","2746",74.70697,80.597326,87.780407
"9060","ENSG00000148680","HTR7","3363",0.701454,0.054892,0.0245
"9061","ENSG00000148688","RPP30","10556",28.679385,42.66446,34.502662
"9062","ENSG00000148690","FRA10AC1","118924",25.103552,6.560526,11.387969
"9063","ENSG00000148700","ADD3","120",131.575559,170.260485,147.22982
"9066","ENSG00000148719","DNAJB12","54788",17.580497,22.934146,25.424669
"9067","ENSG00000148730","EIF4EBP2","1979",44.404779,51.542074,51.96954
"9068","ENSG00000148734","NPFFR1","64106",0.063909,0.017553,0.031744
"9070","ENSG00000148737","TCF7L2","6934",4.917195,0.043198,0.461583
"9071","ENSG00000148773","MKI67","4288",18.289295,138.162209,70.761104
"9072","ENSG00000148795","CYP17A1","1586",0.188534,0,0.034417
"9073","ENSG00000148798","INA","9118",0.498624,0.017048,0.205437
"9074","ENSG00000148803","FUOM","282969",32.471565,11.206348,28.131729
"9075","ENSG00000148814","LRRC27","80313",9.966577,6.571771,8.524115
"9076","ENSG00000148824","MTG1","92170",74.803969,40.007601,44.277412
"9078","ENSG00000148832","PAOX","196743",13.067719,4.066386,7.503599
"9079","ENSG00000148834","GSTO1","9446",104.96408,153.685063,105.518255
"9080","ENSG00000148835","TAF5","6877",4.928392,9.850638,5.456047
"9081","ENSG00000148840","PPRC1","23082",9.981432,15.098721,15.867101
"9082","ENSG00000148841","ITPRIP","85450",16.207704,18.301692,18.207039
"9083","ENSG00000148842","CNNM2","54805",5.99264,3.506629,5.104578
"9084","ENSG00000148843","PDCD11","22984",18.069905,15.695055,18.050031
"9085","ENSG00000148848","ADAM12","8038",3.490355,0.519173,3.983284
"9086","ENSG00000148908","RGS10","6001",161.837889,166.122456,137.575336
"9087","ENSG00000148925","BTBD10","84280",17.445936,26.271745,26.815902
"9089","ENSG00000148935","GAS2","2620",0.346398,1.272584,0.959571
"9091","ENSG00000148943","LIN7C","55327",8.870275,8.180714,9.205978
"9093","ENSG00000148950","IMMP1L","196294",16.811497,29.148034,24.242829
"9095","ENSG00000148985","PGAP2","27315",23.077006,11.771339,14.347809
"9096","ENSG00000149016","TUT1","64852",28.243266,8.91953,12.684278
"9100","ENSG00000149054","ZNF215","7762",0.219976,0.450585,0.425931
"9101","ENSG00000149084","HSD17B12","51144",7.754842,21.181879,17.662433
"9102","ENSG00000149089","APIP","51074",23.861158,30.081374,27.230737
"9104","ENSG00000149091","DGKZ","8525",140.339929,123.366471,161.414125
"9105","ENSG00000149100","EIF3M","10480",216.062967,207.710555,195.708934
"9106","ENSG00000149115","TNKS1BP1","85456",12.527518,0.979467,5.26544
"9110","ENSG00000149136","SSRP1","6749",52.947918,134.845918,85.662282
"9111","ENSG00000149150","SLC43A1","8501",29.841368,12.199984,15.10867
"9112","ENSG00000149177","PTPRJ","5795",79.275757,62.487962,84.209139
"9113","ENSG00000149179","CSTPP1","79096",8.334266,13.966275,14.330163
"9114","ENSG00000149182","ARFGAP2","84364",75.29975,60.629876,85.056081
"9115","ENSG00000149187","CELF1","10658",61.862728,47.27085,53.241968
"9116","ENSG00000149196","HIKESHI","51501",35.241726,43.233995,34.912451
"9117","ENSG00000149201","CCDC81","60494",0.17966,0.151079,0.51064
"9118","ENSG00000149212","SESN3","143686",4.783785,3.633928,3.22481
"9119","ENSG00000149218","ENDOD1","23052",11.627921,7.98801,10.418423
"9120","ENSG00000149231","CCDC82","79780",35.979844,36.877468,38.678838
"9121","ENSG00000149243","KLHL35","283212",2.660819,0.352505,0.977239
"9123","ENSG00000149257","SERPINH1","871",31.181962,7.89262,16.088126
"9124","ENSG00000149260","CAPN5","726",4.569884,0.134705,1.553685
"9125","ENSG00000149262","INTS4","92105",38.239945,28.756503,27.615245
"9126","ENSG00000149269","PAK1","5058",23.269983,30.704945,23.337167
"9127","ENSG00000149273","RPS3","6188",2602.946547,2355.519617,2407.673344
"9128","ENSG00000149289","ZC3H12C","85463",2.716764,1.867662,1.243072
"9129","ENSG00000149292","TTC12","54970",12.035766,2.889478,8.503566
"9130","ENSG00000149294","NCAM1","4684",11.376265,4.378541,6.327297
"9134","ENSG00000149308","NPAT","4863",28.728406,20.838559,29.175605
"9135","ENSG00000149311","ATM","472",202.063931,50.762196,104.556066
"9136","ENSG00000149313","AASDHPPT","60496",25.613818,29.406413,33.810312
"9137","ENSG00000149328","GLB1L2","89944",8.72277,3.24105,2.453673
"9138","ENSG00000149346","SLX4IP","128710",3.899047,1.842684,2.314841
"9139","ENSG00000149357","LAMTOR1","55004",81.496874,109.851719,109.836255
"9141","ENSG00000149403","GRIK4","2900",0,0.018751,0.085767
"9142","ENSG00000149418","ST14","6768",0.056444,0,0.041366
"9143","ENSG00000149428","HYOU1","10525",86.538063,90.146027,97.302597
"9147","ENSG00000149474","KAT14","57325",10.725087,8.532446,9.661588
"9148","ENSG00000149476","TKFC","26007",41.065208,13.562306,20.888775
"9149","ENSG00000149480","MTA2","9219",110.354809,179.916506,170.55392
"9150","ENSG00000149483","TMEM138","51524",35.92661,46.748466,56.215826
"9151","ENSG00000149485","FADS1","3992",25.950403,75.670083,40.378758
"9152","ENSG00000149488","TMC2","117532",0,0.017411,0.09325
"9153","ENSG00000149489","ROM1","6094",9.628227,1.71311,2.302279
"9154","ENSG00000149499","EML3","256364",182.881342,60.787751,116.931366
"9155","ENSG00000149503","INCENP","3619",24.969524,92.281376,50.155827
"9156","ENSG00000149506","ZP1","22917",0,0.059765,0.103242
"9159","ENSG00000149527","PLCH2","9651",88.074457,4.390568,25.718959
"9161","ENSG00000149532","CPSF7","79869",81.54648,61.493638,68.988173
"9162","ENSG00000149534","MS4A2","2206",0.227659,0.046729,0.020855
"9163","ENSG00000149541","B3GAT3","26229",73.498328,49.833748,66.697436
"9164","ENSG00000149547","EI24","9538",44.430194,38.310218,45.193023
"9165","ENSG00000149548","CCDC15","80071",1.782155,3.653249,1.758428
"9166","ENSG00000149554","CHEK1","1111",9.767166,82.882016,29.831554
"9168","ENSG00000149564","ESAM","90952",0.653652,0.193928,0.086577
"9170","ENSG00000149573","MPZL2","10205",14.915411,2.353356,9.680121
"9172","ENSG00000149577","SIDT2","51092",59.30881,9.979444,23.884196
"9173","ENSG00000149582","TMEM25","84866",10.616817,2.423605,1.988736
"9174","ENSG00000149591","TAGLN","6876",27.147846,1.491318,2.945493
"9177","ENSG00000149600","COMMD7","149951",55.660685,72.743015,108.714364
"9178","ENSG00000149609","C20orf144","128864",0.419052,0.025392,0.034003
"9180","ENSG00000149634","SPATA25","128497",1.532902,0.101513,0.408391
"9181","ENSG00000149635","OCSTAMP","128506",0,0.028393,0.076048
"9182","ENSG00000149636","DSN1","79980",15.486041,39.393007,22.406703
"9183","ENSG00000149639","MTCL2","140710",3.945645,0.919453,1.230765
"9184","ENSG00000149646","CNBD2","140894",22.23123,8.140705,6.965715
"9187","ENSG00000149657","LSM14B","149986",44.668222,27.586408,37.838193
"9188","ENSG00000149658","YTHDF1","54915",37.730301,27.317246,32.628617
"9189","ENSG00000149679","CABLES2","81928",5.432316,13.85329,11.390205
"9190","ENSG00000149716","LTO1","220064",37.323931,9.570672,23.476524
"9193","ENSG00000149743","TRPT1","83707",66.35939,19.446716,26.943746
"9194","ENSG00000149761","NUDT22","84304",103.550583,68.779749,81.812997
"9195","ENSG00000149781","FERMT3","83706",143.575869,247.632526,255.571636
"9196","ENSG00000149782","PLCB3","5331",19.690693,9.634376,13.805397
"9197","ENSG00000149792","MRPL49","740",52.047141,50.458295,50.715417
"9199","ENSG00000149806","FAU","2197",1133.323253,775.982074,924.573098
"9200","ENSG00000149809","TM7SF2","7108",31.160935,13.852079,11.661968
"9201","ENSG00000149823","VPS51","738",105.762115,148.645204,180.24109
"9202","ENSG00000149922","TBX6","6911",2.692225,0.241284,0
"9203","ENSG00000149923","PPP4C","5531",103.859575,172.404585,138.740118
"9204","ENSG00000149925","ALDOA","226",651.089463,657.924649,521.65771
"9205","ENSG00000149926","TLCD3B","83723",2.617109,0.749865,2.264864
"9206","ENSG00000149927","DOC2A","8448",1.362033,0.319057,0.349896
"9207","ENSG00000149929","HIRIP3","8479",18.428613,47.747375,32.788634
"9208","ENSG00000149930","TAOK2","9344",43.565777,28.86093,34.744998
"9209","ENSG00000149932","TMEM219","124446",103.988972,62.23199,80.379392
"9210","ENSG00000149948","HMGA2","8091",6.659351,0.396464,0.576804
"9212","ENSG00000149970","CNKSR2","22866",4.073972,3.328732,2.307666
"9214","ENSG00000150045","KLRF1","51348",1.90934,0,1.659776
"9217","ENSG00000150054","MPP7","143098",2.508108,0.804691,0.324809
"9218","ENSG00000150093","ITGB1","3688",199.818744,142.1275,324.386401
"9219","ENSG00000150175","FRMPD2B","728798",0.220997,0.046534,0.200635
"9226","ENSG00000150281","CTF1","1489",0.274752,0,0.193113
"9227","ENSG00000150316","CWC15","51503",53.202922,47.858183,54.887629
"9229","ENSG00000150347","ARID5B","84159",17.663638,8.106475,15.968317
"9231","ENSG00000150394","CDH8","1006",17.372062,8.373925,9.602185
"9232","ENSG00000150401","DCUN1D2","55208",31.635624,9.928784,20.575558
"9233","ENSG00000150403","TMCO3","55002",49.634205,23.468881,32.377993
"9234","ENSG00000150433","TMEM218","219854",19.094589,16.61778,16.742056
"9235","ENSG00000150455","TIRAP","114609",13.912372,12.247319,16.95002
"9236","ENSG00000150456","EEF1AKMT1","221143",3.999975,8.756758,7.281572
"9237","ENSG00000150457","LATS2","26524",11.108184,6.136817,8.435181
"9238","ENSG00000150459","SAP18","10284",57.395373,101.504267,99.647472
"9240","ENSG00000150477","KIAA1328","57536",54.101325,16.271487,23.263661
"9241","ENSG00000150510","FAM124A","220108",0.061594,0.082364,0
"9242","ENSG00000150527","MIA2","4253",33.559553,32.379168,42.137828
"9244","ENSG00000150551","LYPD1","116372",2.281218,0.065381,0
"9245","ENSG00000150556","LYPD6B","130576",0.223628,0,0.161284
"9246","ENSG00000150593","PDCD4","27250",644.229173,187.718065,268.031563
"9249","ENSG00000150627","WDR17","116966",0.630685,0.012558,0.043752
"9252","ENSG00000150636","CCDC102B","79839",0.840294,1.113209,0.602721
"9253","ENSG00000150637","CD226","10666",112.874255,85.323563,115.415923
"9254","ENSG00000150656","CNDP1","84735",0.072036,0.02631,0
"9255","ENSG00000150667","FSIP1","161835",2.86624,0.238792,0.479612
"9256","ENSG00000150672","DLG2","1740",2.873904,0.765215,0.638731
"9258","ENSG00000150681","RGS18","64407",6.990636,0.642894,4.450958
"9259","ENSG00000150687","PRSS23","11098",28.389018,5.300385,5.592993
"9260","ENSG00000150712","MTMR12","54545",15.444059,18.230782,20.406728
"9261","ENSG00000150722","PPP1R1C","151242",0.801349,0.095043,0
"9264","ENSG00000150753","CCT5","22948",148.787938,235.694079,146.421224
"9265","ENSG00000150756","ATPSCKMT","134145",21.55577,15.805597,13.557636
"9266","ENSG00000150760","DOCK1","1793",1.329316,0.124024,0.155653
"9267","ENSG00000150764","DIXDC1","85458",2.502409,4.344474,1.119442
"9268","ENSG00000150768","DLAT","1737",11.939037,23.857131,17.610883
"9269","ENSG00000150773","PIH1D2","120379",0.334225,0.92645,0.276269
"9270","ENSG00000150776","NKAPD1","55216",30.824127,25.817991,25.494668
"9271","ENSG00000150779","TIMM8B","26521",45.491356,64.670281,60.599032
"9272","ENSG00000150782","IL18","3606",0.944891,0.113999,0.152751
"9273","ENSG00000150783","TEX12","56158",0.901779,0.095761,0.128406
"9274","ENSG00000150787","PTS","5805",24.63733,16.93022,15.076851
"9275","ENSG00000150867","PIP4K2A","5305",137.69107,174.54454,192.045914
"9277","ENSG00000150893","FREM2","341640",0.00583,0.003206,0.012873
"9278","ENSG00000150907","FOXO1","2308",21.810157,7.884812,10.840559
"9280","ENSG00000150961","SEC24D","9871",34.612971,31.917989,44.792124
"9281","ENSG00000150967","ABCB9","23457",3.06251,1.559756,0.913807
"9282","ENSG00000150977","RILPL2","196383",11.81893,9.985976,9.888728
"9283","ENSG00000150990","DHX37","57647",6.838684,12.702973,9.651898
"9284","ENSG00000150991","UBC","7316",874.312395,1160.162697,1112.513049
"9285","ENSG00000150995","ITPR1","3708",25.433353,24.584078,26.833988
"9287","ENSG00000151006","PRSS53","339105",12.318159,1.833729,3.633634
"9288","ENSG00000151012","SLC7A11","23657",2.702678,4.501698,1.893822
"9289","ENSG00000151014","NOCT","25819",3.593632,1.689392,1.535641
"9293","ENSG00000151062","CACNA2D4","93589",21.016481,4.346989,16.849743
"9294","ENSG00000151065","DCP1B","196513",25.166253,15.172346,17.017978
"9298","ENSG00000151092","NGLY1","55768",39.576888,18.521141,28.970396
"9299","ENSG00000151093","OXSM","54995",20.118105,8.272143,17.095883
"9300","ENSG00000151116","UEVLD","55293",23.414846,19.796368,23.090277
"9301","ENSG00000151117","TMEM86A","144110",3.357223,1.125707,1.338774
"9302","ENSG00000151131","NOPCHAP1","121053",9.967162,5.984936,8.013532
"9303","ENSG00000151135","TMEM263","90488",32.795965,20.930708,20.57196
"9304","ENSG00000151136","ABTB3","121551",16.138961,3.107618,3.102771
"9305","ENSG00000151148","UBE3B","89910",27.380725,14.665584,21.019762
"9306","ENSG00000151150","ANK3","288",18.756916,7.647518,11.826311
"9307","ENSG00000151151","IPMK","253430",7.75072,3.080041,3.71904
"9308","ENSG00000151164","RAD9B","144715",0.55541,0.96929,0.274871
"9309","ENSG00000151176","PLBD2","196463",12.131268,9.371989,12.836628
"9310","ENSG00000151208","DLG5","9231",20.922725,3.069149,6.39064
"9312","ENSG00000151229","SLC2A13","114134",4.189935,1.232045,1.741703
"9313","ENSG00000151233","GXYLT1","283464",7.656845,6.944917,5.889396
"9314","ENSG00000151239","TWF1","5756",33.121988,24.854704,24.379139
"9315","ENSG00000151240","DIP2C","22982",1.949591,0.060898,0.32508
"9316","ENSG00000151247","EIF4E","1977",55.11866,87.512593,63.233205
"9317","ENSG00000151276","MAGI1","9223",0.799958,0.122696,0.724877
"9318","ENSG00000151287","TEX30","93081",31.18513,60.550515,60.806171
"9319","ENSG00000151292","CSNK1G3","1456",32.160248,18.279939,21.122166
"9320","ENSG00000151304","SRFBP1","153443",4.274177,6.83861,5.544335
"9321","ENSG00000151320","AKAP6","9472",0.454098,0.02514,0.033666
"9324","ENSG00000151332","MBIP","51562",17.320456,19.357402,18.017976
"9325","ENSG00000151338","MIPOL1","145282",10.387794,2.130471,4.464486
"9326","ENSG00000151348","EXT2","2132",35.536229,19.950862,28.770027
"9327","ENSG00000151353","TMEM18","129787",15.323914,15.414292,15.383347
"9329","ENSG00000151364","KCTD14","65987",0.650945,0,0.142105
"9331","ENSG00000151366","NDUFC2","4718",116.225988,174.547851,170.056972
"9332","ENSG00000151376","ME3","10873",9.429838,1.496769,0.616379
"9335","ENSG00000151413","NUBPL","80224",8.412343,3.17047,4.350295
"9336","ENSG00000151414","NEK7","140609",58.142721,74.281443,53.706098
"9338","ENSG00000151422","FER","2241",3.118312,4.46684,1.381742
"9339","ENSG00000151445","VIPAS39","63894",17.454784,13.657717,14.652624
"9340","ENSG00000151458","ANKRD50","57182",0.853978,0.017814,0.071541
"9341","ENSG00000151461","UPF2","26019",27.457447,26.127481,26.583114
"9342","ENSG00000151465","CDC123","8872",63.753527,124.752133,99.452729
"9343","ENSG00000151466","SCLT1","132320",12.74704,16.633339,16.620855
"9344","ENSG00000151468","CCDC3","83643",0.063423,0.052037,0.069674
"9345","ENSG00000151470","C4orf33","132321",21.512954,28.30798,16.232463
"9346","ENSG00000151474","FRMD4A","55691",9.558041,0.038616,0.010339
"9348","ENSG00000151490","PTPRO","5800",0.448386,0.094278,0.318264
"9349","ENSG00000151491","EPS8","2059",1.572886,0.071347,0.378924
"9350","ENSG00000151498","ACAD8","27034",45.658564,17.97247,27.919476
"9351","ENSG00000151500","THYN1","29087",67.264206,60.789998,62.924078
"9352","ENSG00000151502","VPS26B","112936",79.627308,45.174566,48.682408
"9353","ENSG00000151503","NCAPD3","23310",34.350669,64.239656,45.239455
"9354","ENSG00000151532","VTI1A","143187",19.752534,22.400772,18.954415
"9355","ENSG00000151552","QDPR","5860",15.661316,15.964551,17.73063
"9356","ENSG00000151553","FHIP2A","57700",25.546937,16.974533,20.558772
"9358","ENSG00000151575","TEX9","374618",1.20978,0.217285,0.519744
"9359","ENSG00000151576","QTRT2","79691",15.910667,11.07729,12.786982
"9360","ENSG00000151577","DRD3","1814",0.072817,0.118498,0
"9362","ENSG00000151612","ZNF827","152485",5.683013,5.85884,2.501153
"9365","ENSG00000151623","NR3C2","4306",1.662451,0.604077,0.80916
"9368","ENSG00000151640","DPYSL4","10570",0.642105,0,0.052745
"9369","ENSG00000151650","VENTX","27287",3.145451,0,0.02558
"9370","ENSG00000151651","ADAM8","101",296.239388,94.956511,270.4999
"9372","ENSG00000151657","KIN","22944",14.325135,13.186662,15.700789
"9373","ENSG00000151665","PIGF","5281",34.954417,23.685659,21.272158
"9374","ENSG00000151687","ANKAR","150709",13.163358,2.610804,4.222914
"9375","ENSG00000151689","INPP1","3628",13.783711,20.628833,24.359393
"9376","ENSG00000151690","MFSD6","54842",36.448209,41.975298,40.296004
"9377","ENSG00000151692","RNF144A","9781",48.419846,13.157762,34.980471
"9378","ENSG00000151693","ASAP2","8853",1.058613,0.028561,0.050981
"9379","ENSG00000151694","ADAM17","6868",20.971501,17.596938,20.08498
"9380","ENSG00000151702","FLI1","2313",97.502077,107.762709,123.875309
"9381","ENSG00000151704","KCNJ1","3758",0.065886,0.044439,0
"9382","ENSG00000151715","TMEM45B","120224",1.317038,0,0.068695
"9383","ENSG00000151718","WWC2","80014",0.476628,0.10579,0.236198
"9384","ENSG00000151725","CENPU","79682",17.123522,67.974111,37.128986
"9385","ENSG00000151726","ACSL1","2180",16.340832,12.457185,15.660738
"9386","ENSG00000151729","SLC25A4","291",4.456897,5.05069,5.884372
"9387","ENSG00000151743","AMN1","196394",15.318584,4.20865,6.514187
"9388","ENSG00000151746","BICD1","636",15.323445,13.886606,13.596685
"9389","ENSG00000151748","SAV1","60485",6.0224,6.174144,1.975821
"9390","ENSG00000151773","CCDC122","160857",8.427417,0.393993,6.65034
"9392","ENSG00000151779","NBAS","51594",12.177456,10.039842,13.047545
"9393","ENSG00000151789","ZNF385D","79750",0.065889,0.015053,0.02495
"9395","ENSG00000151806","GUF1","60558",16.383838,12.674972,16.399656
"9398","ENSG00000151835","SACS","26278",8.031159,4.788665,7.249791
"9401","ENSG00000151849","CENPJ","55835",9.522301,18.645765,15.209447
"9402","ENSG00000151876","FBXO4","26272",10.624629,14.419285,8.508338
"9403","ENSG00000151881","TMEM267","64417",13.343892,11.510436,9.948739
"9404","ENSG00000151882","CCL28","56477",6.435731,3.687771,9.52238
"9405","ENSG00000151883","PARP8","79668",492.010462,119.162783,196.846408
"9407","ENSG00000151893","CACUL1","143384",15.61269,13.895362,15.030843
"9408","ENSG00000151914","DST","667",11.658524,0.721154,0.311437
"9409","ENSG00000151917","BEND6","221336",0.673214,0.308228,0.063997
"9410","ENSG00000151923","TIAL1","7073",254.255679,133.156213,166.096402
"9411","ENSG00000151929","BAG3","9531",17.185646,10.615924,10.278675
"9412","ENSG00000151948","GLT1D1","144423",0.235306,0.425916,0.093239
"9418","ENSG00000152049","KCNE4","23704",5.972916,1.296367,2.192968
"9419","ENSG00000152056","AP1S3","130340",1.017616,3.203435,2.817682
"9420","ENSG00000152061","RABGAP1L","9910",108.275616,57.189828,76.809633
"9421","ENSG00000152076","CCDC74B","91409",13.65731,1.702612,2.577912
"9422","ENSG00000152078","TLCD4","148534",0.084768,0,0.051687
"9423","ENSG00000152082","MZT2B","80097",216.563257,405.395238,344.55592
"9427","ENSG00000152102","FAM168B","130074",61.30241,54.84358,57.770376
"9428","ENSG00000152104","PTPN14","5784",3.932363,0.161841,0.329517
"9429","ENSG00000152117","SMPD4BP","150776",19.66661,9.900136,13.646744
"9430","ENSG00000152127","MGAT5","4249",50.668792,15.51216,23.076833
"9431","ENSG00000152128","TMEM163","81615",3.446579,7.485286,1.173154
"9432","ENSG00000152133","GPATCH11","253635",13.680708,19.783767,16.000925
"9434","ENSG00000152147","GEMIN6","79833",8.883886,10.444428,8.679931
"9436","ENSG00000152192","POU4F1","5457",5.562575,0.059088,0.142393
"9437","ENSG00000152193","OBI1","79596",9.200318,11.698895,9.211367
"9438","ENSG00000152207","CYSLTR2","57105",1.884128,1.080734,1.30561
"9440","ENSG00000152213","ARL11","115761",0,0.086839,0.019378
"9442","ENSG00000152217","SETBP1","26040",3.964918,6.429335,4.267114
"9443","ENSG00000152219","ARL14EP","120534",77.904242,49.004297,75.178412
"9444","ENSG00000152223","EPG5","57724",27.099119,14.70712,24.886315
"9445","ENSG00000152229","PSTPIP2","9050",33.741456,13.221303,21.408299
"9446","ENSG00000152234","ATP5F1A","498",178.017089,292.669321,217.56235
"9447","ENSG00000152240","HAUS1","115106",26.122744,75.36582,32.497142
"9448","ENSG00000152242","ARK2N","147339",19.834608,14.247952,22.395847
"9451","ENSG00000152256","PDK1","5163",23.36601,6.563103,7.399777
"9453","ENSG00000152270","PDE3B","5140",160.465936,38.605253,51.364094
"9454","ENSG00000152284","TCF7L1","83439",1.607836,0.20006,0.050084
"9455","ENSG00000152291","TGOLN2","10618",171.413389,86.900118,148.352106
"9456","ENSG00000152292","SH2D6","284948",0.59702,0,0.465323
"9457","ENSG00000152315","KCNK13","56659",0,0.022386,0.149884
"9458","ENSG00000152332","UHMK1","127933",40.996133,50.515127,48.534591
"9459","ENSG00000152348","ATG10","83734",6.240761,5.698432,6.26836
"9460","ENSG00000152359","POC5","134359",15.456386,14.367904,14.936294
"9461","ENSG00000152377","SPOCK1","6695",0.043725,0.165713,1.03812
"9463","ENSG00000152382","TADA1","117143",10.717611,10.755226,13.34253
"9465","ENSG00000152404","CWF19L2","143884",11.303178,11.258013,12.943284
"9466","ENSG00000152409","JMY","133746",11.144754,2.279335,4.95145
"9467","ENSG00000152413","HOMER1","9456",0.180713,0.576909,1.009827
"9468","ENSG00000152422","XRCC4","7518",10.996026,12.486348,10.675385
"9470","ENSG00000152433","ZNF547","284306",6.186247,1.291176,1.711866
"9471","ENSG00000152439","ZNF773","374928",14.5898,4.416199,7.842281
"9472","ENSG00000152443","ZNF776","284309",23.908213,8.980894,13.644785
"9473","ENSG00000152454","ZNF256","10172",8.652263,4.000371,6.496048
"9474","ENSG00000152455","SUV39H2","79723",5.105438,20.596873,11.005759
"9475","ENSG00000152457","DCLRE1C","64421",31.68136,20.33614,23.398112
"9476","ENSG00000152463","OLAH","55301",0.058005,0.07153,0
"9477","ENSG00000152464","RPP38","10557",16.573014,18.801015,19.338516
"9478","ENSG00000152465","NMT2","9397",83.74758,23.313282,59.38063
"9480","ENSG00000152475","ZNF837","116412",1.613511,0.887519,0.850218
"9481","ENSG00000152484","USP12","219333",25.569312,22.996835,25.998596
"9482","ENSG00000152492","CCDC50","152137",48.297156,52.665569,58.044092
"9483","ENSG00000152495","CAMK4","814",103.049749,42.548827,37.601173
"9484","ENSG00000152503","TRIM36","55521",0.938958,0.444215,0.124177
"9485","ENSG00000152518","ZFP36L2","678",389.845989,80.932355,166.281905
"9486","ENSG00000152520","PAN3","255967",30.257336,20.07663,28.984562
"9487","ENSG00000152527","PLEKHH2","130271",1.220615,0.084932,0.041162
"9488","ENSG00000152556","PFKM","5213",18.336315,6.018013,7.052065
"9489","ENSG00000152558","TMEM123","114908",312.187389,167.699447,245.270942
"9492","ENSG00000152582","SPEF2","79925",38.548813,11.42524,13.413156
"9497","ENSG00000152601","MBNL1","4154",159.43753,171.992869,190.790318
"9499","ENSG00000152620","NADK2","133686",20.130616,8.020222,8.401505
"9500","ENSG00000152642","GPD1L","23171",30.450454,13.732625,23.81835
"9502","ENSG00000152669","CCNO","10309",1.512722,0.112174,0.057775
"9503","ENSG00000152670","DDX4","54514",4.671428,0,0.080792
"9505","ENSG00000152683","SLC30A6","55676",12.53042,17.278911,17.110834
"9506","ENSG00000152684","PELO","53918",51.962133,38.078709,30.614923
"9507","ENSG00000152689","RASGRP3","25780",8.337375,12.555712,9.887616
"9508","ENSG00000152700","SAR1B","51128",46.996267,43.563913,38.181386
"9509","ENSG00000152705","CATSPER3","347732",0.675487,0.27417,0.306077
"9510","ENSG00000152749","GPR180","160897",3.878796,5.01314,4.48443
"9512","ENSG00000152763","DNAI4","79819",17.514345,3.431202,0.124768
"9513","ENSG00000152766","ANKRD22","118932",1.953876,0,0.050733
"9514","ENSG00000152767","FARP1","10160",9.892186,0.191945,0.739286
"9515","ENSG00000152778","IFIT5","24138",9.50661,10.495956,12.806055
"9516","ENSG00000152779","SLC16A12","387700",0.026697,0.023256,0.062269
"9517","ENSG00000152782","PANK1","53354",0.889214,4.704109,4.302541
"9518","ENSG00000152784","PRDM8","56978",15.827619,27.035062,21.985745
"9520","ENSG00000152795","HNRNPDL","9987",218.020031,233.537705,248.191312
"9521","ENSG00000152804","HHEX","3087",8.424381,0.37949,0.201576
"9522","ENSG00000152818","UTRN","7402",148.800166,58.864449,83.133978
"9525","ENSG00000152904","GGPS1","9453",14.665204,19.379156,23.242531
"9532","ENSG00000152944","MED21","9412",36.334393,31.83017,27.2338
"9533","ENSG00000152952","PLOD2","5352",1.358925,0.038252,0
"9536","ENSG00000152969","JAKMIP1","152789",26.014622,30.538758,37.64778
