"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD2_D131"
"3364","ENSG00000106991","ENG","2022",4.19255,7.382249,13.114395,9.357878
"3365","ENSG00000106992","AK1","203",179.579732,146.378655,120.825184,100.220572
"3366","ENSG00000106993","CDC37L1","55664",13.452794,14.902303,17.911485,15.348658
"3367","ENSG00000107014","RLN2","6019",8.316492,6.987127,10.839863,2.874153
"3368","ENSG00000107018","RLN1","6013",7.748617,6.511803,6.333247,4.154967
"3369","ENSG00000107020","PLGRKT","55848",25.620948,33.415905,29.779837,28.309509
"3370","ENSG00000107021","TBC1D13","54662",21.301478,16.132224,20.565809,18.873016
"3371","ENSG00000107036","RIC1","57589",21.543692,16.769745,20.371812,21.81444
"3372","ENSG00000107077","KDM4C","23081",29.679857,29.164635,35.753717,40.056265
"3373","ENSG00000107099","DOCK8","81704",160.6145,175.831748,168.87309,160.491498
"3374","ENSG00000107104","KANK1","23189",0.734773,1.524207,0.793903,2.296006
"3376","ENSG00000107130","NCS1","23413",2.261394,0.721291,3.175486,1.738156
"3377","ENSG00000107140","TESK1","7016",51.093757,40.65739,51.188986,55.158659
"3380","ENSG00000107164","FUBP3","8939",51.813205,36.467614,31.435858,34.417513
"3382","ENSG00000107175","CREB3","10488",30.52066,23.962953,35.885192,38.686892
"3383","ENSG00000107185","RGP1","9827",22.747038,20.565986,18.897845,18.806575
"3386","ENSG00000107201","RIGI","23586",18.73777,23.117196,19.415037,17.582564
"3387","ENSG00000107223","EDF1","8721",454.510064,507.341847,436.592432,455.68968
"3388","ENSG00000107242","PIP5K1B","8395",0.828025,3.102795,2.777582,2.82653
"3389","ENSG00000107249","GLIS3","169792",0.175114,0.191642,0.253809,2.304937
"3390","ENSG00000107262","BAG1","573",58.433268,66.635393,83.557762,77.156091
"3391","ENSG00000107263","RAPGEF1","2889",144.415043,117.873645,128.580233,118.085114
"3392","ENSG00000107281","NPDC1","56654",216.544094,140.727182,252.183972,179.933018
"3394","ENSG00000107290","SETX","23064",54.621464,51.81617,65.45177,51.112454
"3396","ENSG00000107317","PTGDS","5730",9.572213,21.674777,4.468445,2.925733
"3397","ENSG00000107331","ABCA2","20",652.590048,394.479968,318.692529,228.102425
"3398","ENSG00000107338","SHB","6461",0.273313,0.090173,1.352555,3.652727
"3399","ENSG00000107341","UBE2R2","54926",20.054946,20.35458,29.355304,25.112113
"3400","ENSG00000107362","ABHD17B","51104",38.789361,33.258438,45.151578,39.280138
"3401","ENSG00000107371","EXOSC3","51010",20.174568,33.540061,13.860968,34.702154
"3402","ENSG00000107372","ZFAND5","7763",150.529547,132.275876,117.96192,112.372478
"3403","ENSG00000107404","DVL1","1855",30.193158,23.985127,34.850936,38.703084
"3404","ENSG00000107438","PDLIM1","9124",1.298624,2.226978,12.522757,3.446519
"3405","ENSG00000107443","CCNJ","54619",4.088251,2.79651,3.371232,4.137962
"3407","ENSG00000107485","GATA3","2625",131.598327,133.358404,106.908422,88.756663
"3409","ENSG00000107521","HPS1","3257",68.777744,93.091915,82.949988,87.903642
"3410","ENSG00000107537","PHYH","5264",9.525667,11.144292,10.002217,11.649691
"3411","ENSG00000107551","RASSF4","83937",4.006316,0.93159,4.573419,5.584139
"3412","ENSG00000107554","DNMBP","23268",1.771004,0.963322,2.126752,7.753081
"3413","ENSG00000107560","RAB11FIP2","22841",7.77835,11.895608,8.397895,12.394816
"3415","ENSG00000107566","ERLIN1","10613",8.768212,8.934613,13.169576,11.954799
"3416","ENSG00000107581","EIF3A","8661",81.574901,102.880557,95.682764,99.987207
"3418","ENSG00000107611","CUBN","8029",3.656209,1.342755,1.625657,1.408426
"3419","ENSG00000107614","TRDMT1","1787",6.42957,5.230019,6.991005,7.967396
"3420","ENSG00000107625","DDX50","79009",34.076094,33.413497,38.687448,43.890614
"3421","ENSG00000107643","MAPK8","5599",38.673998,45.700119,39.285195,38.421723
"3422","ENSG00000107651","SEC23IP","11196",18.423223,32.762917,29.480277,25.709636
"3423","ENSG00000107669","ATE1","11101",23.296073,23.081867,16.449715,23.645602
"3424","ENSG00000107672","NSMCE4A","54780",48.691776,57.589007,67.672519,69.18846
"3425","ENSG00000107679","PLEKHA1","59338",3.250608,1.871237,8.202358,11.595691
"3426","ENSG00000107719","PALD1","27143",0.180775,0,0.413513,0.387361
"3427","ENSG00000107731","UNC5B","219699",0.111519,0.024497,0.167164,0.238589
"3428","ENSG00000107736","CDH23","64072",1.188508,0.7778,1.907142,0.734401
"3429","ENSG00000107738","VSIR","64115",47.161892,49.245791,61.659769,41.810929
"3430","ENSG00000107742","SPOCK2","9806",722.802763,703.758425,872.94773,432.699646
"3431","ENSG00000107745","MICU1","10367",13.473685,17.607592,17.08059,19.871035
"3432","ENSG00000107758","PPP3CB","5532",40.520895,44.054741,62.608091,49.583074
"3433","ENSG00000107771","CCSER2","54462",110.403191,77.672616,131.040938,52.167261
"3434","ENSG00000107779","BMPR1A","657",14.611315,6.675752,12.325482,11.280685
"3435","ENSG00000107789","MINPP1","9562",7.440134,7.624566,10.439984,12.259797
"3436","ENSG00000107796","ACTA2","59",46.169091,41.929818,69.43231,51.347975
"3437","ENSG00000107798","LIPA","3988",44.610006,41.225395,36.675541,30.875786
"3439","ENSG00000107815","TWNK","56652",2.74085,3.790538,2.561349,4.401239
"3440","ENSG00000107816","LZTS2","84445",23.84636,20.900469,26.22594,36.881415
"3441","ENSG00000107819","SFXN3","81855",118.644059,110.19101,150.486691,125.185484
"3442","ENSG00000107821","KAZALD1","81621",0.41371,0.181464,0.269691,1.32743
"3443","ENSG00000107829","FBXW4","6468",45.15383,53.557388,48.162921,40.008732
"3445","ENSG00000107833","NPM3","10360",12.072373,7.671144,10.565684,14.876383
"3446","ENSG00000107854","TNKS2","80351",47.621204,41.059505,41.34727,44.279187
"3448","ENSG00000107862","GBF1","8729",31.6042,37.701382,35.824618,33.362026
"3449","ENSG00000107863","ARHGAP21","57584",58.216402,53.382351,45.597302,44.3524
"3450","ENSG00000107864","CPEB3","22849",2.895114,2.782204,3.622921,3.309653
"3451","ENSG00000107872","FBXL15","79176",16.128213,15.235865,19.371504,21.974648
"3452","ENSG00000107874","CUEDC2","79004",48.716117,53.111205,41.714962,64.682316
"3453","ENSG00000107882","SUFU","51684",10.606903,11.15588,12.862409,12.079463
"3454","ENSG00000107890","ANKRD26","22852",6.923586,3.301195,5.356638,6.068161
"3455","ENSG00000107897","ACBD5","91452",22.614972,23.264039,32.575721,27.347252
"3456","ENSG00000107902","LHPP","64077",15.778861,19.612813,13.102495,16.277626
"3457","ENSG00000107929","LARP4B","23185",42.642868,38.805519,43.530829,41.97966
"3458","ENSG00000107937","GTPBP4","23560",16.885386,19.233879,22.279075,41.047676
"3459","ENSG00000107938","EDRF1","26098",36.011665,43.375426,30.224647,29.659148
"3460","ENSG00000107949","BCCIP","56647",26.214532,34.750269,30.251193,40.183264
"3461","ENSG00000107951","MTPAP","55149",14.773476,9.909596,12.046852,12.397456
"3462","ENSG00000107954","NEURL1","9148",0,0.261878,0.054773,0.205242
"3463","ENSG00000107957","SH3PXD2A","9644",7.139172,8.274369,12.965778,12.75165
"3464","ENSG00000107959","PITRM1","10531",61.131478,67.170367,57.017635,63.028825
"3465","ENSG00000107960","STN1","79991",26.992869,45.461255,47.10158,33.691258
"3466","ENSG00000107968","MAP3K8","1326",64.37527,37.648475,48.653207,60.503128
"3467","ENSG00000107984","DKK1","22943",0.28131,0.54526,2.392939,3.285165
"3469","ENSG00000108010","GLRX3","10539",37.467252,45.136719,33.978137,51.195787
"3471","ENSG00000108021","TASOR2","54906",18.916634,24.157233,29.806288,26.004983
"3472","ENSG00000108039","XPNPEP1","7511",50.300222,49.626979,70.827347,79.428855
"3473","ENSG00000108055","SMC3","9126",46.284678,51.4299,64.944049,66.553063
"3474","ENSG00000108061","SHOC2","8036",28.631748,26.566739,29.335004,34.821114
"3475","ENSG00000108064","TFAM","7019",17.960476,18.128361,18.093111,29.594814
"3476","ENSG00000108091","CCDC6","8030",10.053819,9.26619,15.774205,10.151881
"3477","ENSG00000108094","CUL2","8453",16.236059,26.987653,28.119746,32.627485
"3478","ENSG00000108100","CCNY","219771",26.828883,37.994135,38.939682,27.889936
"3479","ENSG00000108106","UBE2S","27338",43.712735,33.67584,70.156049,85.127241
"3480","ENSG00000108107","RPL28","6158",1382.864334,1316.050467,1338.081708,1183.859246
"3481","ENSG00000108175","ZMIZ1","57178",25.624993,38.59145,40.86948,40.665138
"3482","ENSG00000108176","DNAJC12","56521",0.749841,1.768295,0,0.398391
"3483","ENSG00000108179","PPIF","10105",50.461015,60.084299,57.089296,59.725344
"3484","ENSG00000108187","PBLD","64081",1.495011,1.960584,5.025678,2.150827
"3485","ENSG00000108219","TSPAN14","81619",126.864186,143.033844,180.247911,101.240535
"3486","ENSG00000108231","LGI1","9211",0.094599,0.104843,0,0.042756
"3487","ENSG00000108239","TBC1D12","23232",0.390459,0.04539,2.005887,1.185912
"3490","ENSG00000108256","NUFIP2","57532",38.457751,30.417652,53.192495,41.231605
"3491","ENSG00000108262","GIT1","28964",59.52405,47.03203,61.959984,57.856721
"3492","ENSG00000108298","RPL19","6143",2283.72917,2081.557162,2047.78607,2041.532309
"3493","ENSG00000108306","FBXL20","84961",15.51876,16.641299,16.816946,19.654387
"3494","ENSG00000108309","RUNDC3A","10900",0.327251,0.244193,0.948673,1.193449
"3495","ENSG00000108312","UBTF","7343",102.067324,123.704689,94.541708,109.039849
"3497","ENSG00000108344","PSMD3","5709",48.068107,52.049648,50.062146,54.739292
"3498","ENSG00000108349","CASC3","22794",79.449849,71.117089,84.873018,74.578236
"3499","ENSG00000108352","RAPGEFL1","51195",6.966227,6.317362,4.206672,3.709597
"3500","ENSG00000108370","RGS9","8787",57.92321,51.604976,52.477422,39.564135
"3501","ENSG00000108375","RNF43","54894",0.171075,0.144922,0.079055,0.147819
"3504","ENSG00000108384","RAD51C","5889",20.815725,32.638044,28.021971,33.984958
"3505","ENSG00000108387","SEPTIN4","5414",3.989655,1.308326,3.368978,4.803485
"3506","ENSG00000108389","MTMR4","9110",30.675221,27.752503,35.133611,37.848564
"3507","ENSG00000108395","TRIM37","4591",11.111229,19.520626,12.920516,11.489414
"3508","ENSG00000108405","P2RX1","5023",1.11539,1.409827,1.513698,3.353353
"3509","ENSG00000108406","DHX40","79665",26.684126,26.161591,22.995002,24.207626
"3511","ENSG00000108423","TUBD1","51174",12.385608,5.783522,14.562125,14.330276
"3512","ENSG00000108424","KPNB1","3837",112.655844,128.551685,142.37069,131.925849
"3513","ENSG00000108433","GOSR2","9570",30.960947,35.192389,32.007348,38.194197
"3514","ENSG00000108439","PNPO","55163",9.47757,9.430777,12.149447,14.284963
"3516","ENSG00000108443","RPS6KB1","6198",25.307513,23.248129,30.417831,26.135364
"3519","ENSG00000108465","CDK5RAP3","80279",203.718153,227.632019,217.525684,281.983488
"3520","ENSG00000108468","CBX1","10951",32.38542,31.814056,46.599689,50.927169
"3521","ENSG00000108469","RECQL5","9400",26.50518,35.918637,36.764443,36.808235
"3522","ENSG00000108474","PIGL","9487",66.017975,59.91748,76.072446,59.828513
"3523","ENSG00000108479","GALK1","2584",38.65621,31.166543,54.881655,54.92785
"3524","ENSG00000108506","INTS2","57508",6.335914,8.064759,6.192259,7.569262
"3525","ENSG00000108509","CAMTA2","23125",70.119703,76.039548,104.406257,95.336923
"3526","ENSG00000108510","MED13","9969",30.86386,26.447568,26.5359,24.492017
"3527","ENSG00000108511","HOXB6","3216",1.475204,0.866765,1.137892,9.176632
"3528","ENSG00000108515","ENO3","2027",52.052548,32.352907,107.069163,62.761783
"3530","ENSG00000108518","PFN1","5216",843.106762,1238.226268,1166.379727,1047.355341
"3531","ENSG00000108523","RNF167","26001",226.423185,285.613254,207.028295,186.07454
"3532","ENSG00000108528","SLC25A11","8402",42.260337,38.490164,38.697606,43.480777
"3533","ENSG00000108551","RASD1","51655",0.637142,0.153111,0.70185,5.576565
"3534","ENSG00000108556","CHRNE","1145",1.027445,0.31394,0.920106,0.477569
"3535","ENSG00000108557","RAI1","10743",14.91878,13.638122,25.647793,21.809406
"3536","ENSG00000108559","NUP88","4927",34.858851,33.204798,41.312898,58.845331
"3537","ENSG00000108561","C1QBP","708",30.587056,36.149369,34.666471,49.981899
"3538","ENSG00000108576","SLC6A4","6532",0.150839,0.132201,0.207673,0.299091
"3539","ENSG00000108578","BLMH","642",35.075639,36.744976,77.801758,53.372103
"3540","ENSG00000108582","CPD","1362",17.897715,14.525683,39.077285,39.568556
"3541","ENSG00000108587","GOSR1","9527",20.859115,29.353973,31.291797,19.081969
"3542","ENSG00000108588","CCDC47","57003",32.505004,30.855266,40.229565,34.763762
"3543","ENSG00000108590","MED31","51003",17.349765,16.680394,17.60285,20.41473
"3544","ENSG00000108591","DRG2","1819",37.717446,43.314818,34.030609,31.288301
"3545","ENSG00000108592","FTSJ3","117246",35.675418,33.022719,29.036229,38.262619
"3546","ENSG00000108599","AKAP10","11216",22.535576,21.467067,28.475122,27.960144
"3547","ENSG00000108602","ALDH3A1","218",1.87166,1.114025,3.437612,0
"3548","ENSG00000108604","SMARCD2","6603",71.725349,94.147238,90.952719,76.499852
"3549","ENSG00000108622","ICAM2","3384",29.302225,30.677416,27.176305,52.34455
"3550","ENSG00000108639","SYNGR2","9144",57.230438,52.258244,59.177544,50.686525
"3551","ENSG00000108641","B9D1","27077",1.733766,2.410383,2.237972,4.172513
"3552","ENSG00000108651","UTP6","55813",31.421949,48.130158,36.808556,39.132112
"3553","ENSG00000108654","DDX5","1655",834.677475,1255.940107,1170.014384,753.553854
"3554","ENSG00000108666","C17orf75","64149",19.603628,16.944806,20.109341,25.266397
"3555","ENSG00000108669","CYTH1","9267",281.167788,319.929804,258.380885,240.521978
"3556","ENSG00000108671","PSMD11","5717",50.670221,42.803616,45.182073,46.445787
"3557","ENSG00000108679","LGALS3BP","3959",33.130925,56.302217,59.759642,57.771073
"3562","ENSG00000108702","CCL1","6346",1.534559,3.882655,0,72.919206
"3563","ENSG00000108733","PEX12","5193",1.641681,2.489817,4.089327,4.836937
"3565","ENSG00000108771","DHX58","79132",28.299151,34.612388,58.311238,33.221039
"3566","ENSG00000108773","KAT2A","2648",22.434197,13.490816,55.695392,36.892932
"3567","ENSG00000108774","RAB5C","5878",105.565636,122.971047,111.696391,110.661063
"3568","ENSG00000108784","NAGLU","4669",42.717847,23.466801,54.520667,38.902809
"3570","ENSG00000108786","HSD17B1","3292",3.566165,2.657496,10.0465,6.918671
"3571","ENSG00000108788","MLX","6945",42.543411,46.63169,48.272767,44.899889
"3572","ENSG00000108797","CNTNAP1","8506",0.607056,0.211651,1.05778,4.663924
"3573","ENSG00000108798","ABI3","51225",101.250052,70.591797,62.996623,46.433502
"3574","ENSG00000108799","EZH1","2145",111.02291,108.419572,135.039618,127.541089
"3575","ENSG00000108813","DLX4","1748",0.076153,0.0855,0.150046,0.695084
"3576","ENSG00000108819","PPP1R9B","84687",136.468884,123.204269,137.195455,125.425967
"3577","ENSG00000108821","COL1A1","1277",4.00442,0.093806,3.816971,5.354282
"3579","ENSG00000108825","PTGES3L-AARSD1","100885850",0.167602,0.286252,0.286723,0.617156
"3580","ENSG00000108826","MRPL27","51264",14.770581,33.632878,25.556293,33.257781
"3581","ENSG00000108828","VAT1","10493",22.028967,14.620242,46.356644,40.201722
"3582","ENSG00000108829","LRRC59","55379",20.924771,27.404441,21.60534,34.683025
"3583","ENSG00000108830","RND2","8153",0.022192,0.078037,0.320854,0.261674
"3584","ENSG00000108839","ALOX12","239",0.492813,0.216884,0.283222,0.353879
"3585","ENSG00000108840","HDAC5","10014",50.148814,37.037195,52.022402,49.181159
"3586","ENSG00000108846","ABCC3","8714",0.478917,0.392533,5.161101,5.851937
"3587","ENSG00000108848","LUC7L3","51747",270.386648,243.393212,333.449319,313.8704
"3589","ENSG00000108852","MPP2","4355",0.350107,0.07687,0.168835,1.179492
"3590","ENSG00000108854","SMURF2","64750",29.086604,26.559683,53.881743,23.540774
"3591","ENSG00000108861","DUSP3","1845",10.575057,10.122077,21.141382,16.889721
"3593","ENSG00000108883","EFTUD2","9343",51.313609,68.140933,47.443524,66.212339
"3594","ENSG00000108924","HLF","3131",0.75273,0.258173,0.806993,1.092277
"3595","ENSG00000108932","SLC16A6","9120",8.18938,5.82298,5.300436,12.819141
"3596","ENSG00000108946","PRKAR1A","5573",382.008146,487.88613,289.153819,305.074383
"3601","ENSG00000108960","MMD","23531",11.349864,10.55889,19.936645,20.23983
"3602","ENSG00000108961","RANGRF","29098",40.771231,37.426692,37.351279,37.627245
"3603","ENSG00000108963","DPH1","1801",49.358203,37.650007,60.271993,76.662547
"3604","ENSG00000108984","MAP2K6","5608",10.339865,8.510387,10.407608,12.733847
"3605","ENSG00000109016","DHRS7B","25979",3.563527,4.758273,4.280612,5.910468
"3606","ENSG00000109046","WSB1","26118",143.394168,163.623508,147.056443,179.504433
"3609","ENSG00000109062","NHERF1","9368",385.731597,516.698239,306.344396,286.844404
"3610","ENSG00000109063","MYH3","4621",13.322076,5.755073,11.944716,15.598352
"3611","ENSG00000109065","NAT9","26151",28.774521,14.242073,48.779547,48.607593
"3612","ENSG00000109066","TMEM104","54868",21.461617,19.407911,18.59197,22.179644
"3614","ENSG00000109079","TNFAIP1","7126",14.233345,12.348471,15.2537,17.511478
"3615","ENSG00000109083","IFT20","90410",56.585033,55.741167,59.703807,58.062389
"3616","ENSG00000109084","TMEM97","27346",3.336876,3.121509,2.221101,3.81719
"3617","ENSG00000109089","CDR2L","30850",0.184268,0.023148,0.452275,1.186411
"3620","ENSG00000109103","UNC119","9094",51.823834,45.317177,72.528592,71.598827
"3621","ENSG00000109107","ALDOC","230",56.015327,30.338432,39.772153,103.653349
"3622","ENSG00000109111","SUPT6H","6830",75.597166,76.624471,71.833973,70.503895
"3623","ENSG00000109113","RAB34","83871",4.214821,1.865082,3.747645,12.407163
"3624","ENSG00000109118","PHF12","57649",116.978207,105.091816,92.567819,100.30022
"3626","ENSG00000109133","TMEM33","55161",17.500693,30.964861,20.483843,20.853337
"3629","ENSG00000109171","SLAIN2","57606",40.128322,49.003118,35.645435,66.423389
"3630","ENSG00000109180","OCIAD1","54940",129.225569,154.763805,124.258619,120.092138
"3632","ENSG00000109184","DCUN1D4","23142",29.759834,14.603212,58.048979,35.51756
"3633","ENSG00000109189","USP46","64854",7.621647,9.831507,6.995446,12.050162
"3637","ENSG00000109220","CHIC2","26511",36.330717,39.175681,47.441255,38.447956
"3638","ENSG00000109255","NMU","10874",0.689133,0,0.954115,0.6746
"3639","ENSG00000109265","CRACD","57482",0.598044,0.31166,0.668803,1.83519
"3640","ENSG00000109270","LAMTOR3","8649",31.762287,36.18089,31.503934,28.118809
"3642","ENSG00000109320","NFKB1","4790",35.760078,40.168604,45.377051,34.148711
"3643","ENSG00000109321","AREG","374",4.471174,2.554073,0.68778,0.47783
"3644","ENSG00000109323","MANBA","4126",37.187921,21.867203,27.350289,27.18874
"3645","ENSG00000109332","UBE2D3","7323",339.372975,362.081613,326.925926,301.074295
"3646","ENSG00000109339","MAPK10","5602",7.305333,6.485588,4.484462,8.641793
"3647","ENSG00000109381","ELF2","1998",30.675196,28.126924,36.715073,33.492863
"3648","ENSG00000109390","NDUFC1","4717",34.897533,43.472933,41.741244,30.856747
"3650","ENSG00000109436","TBC1D9","23158",0.0342,0.07514,0.513021,0.32952
"3651","ENSG00000109445","ZNF330","27309",27.065589,38.684852,38.594871,30.617164
