"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD2_D131"
"9233","ENSG00000150403","TMCO3","55002",59.385149,61.201098,60.627316,49.634205
"9234","ENSG00000150433","TMEM218","219854",15.810336,20.254042,14.315902,19.094589
"9235","ENSG00000150455","TIRAP","114609",17.542912,12.709879,10.119797,13.912372
"9236","ENSG00000150456","EEF1AKMT1","221143",6.169618,5.33288,4.220498,3.999975
"9237","ENSG00000150457","LATS2","26524",10.518761,6.54191,9.295352,11.108184
"9238","ENSG00000150459","SAP18","10284",54.003617,69.898008,61.073346,57.395373
"9240","ENSG00000150477","KIAA1328","57536",44.35005,35.483935,44.334794,54.101325
"9242","ENSG00000150527","MIA2","4253",32.741089,41.308175,35.511083,33.559553
"9245","ENSG00000150556","LYPD6B","130576",1.333596,0.56799,0.566395,0.223628
"9246","ENSG00000150593","PDCD4","27250",789.203367,744.930916,766.434989,644.229173
"9249","ENSG00000150627","WDR17","116966",0.350497,0,0.083232,0.630685
"9251","ENSG00000150630","VEGFC","7424",0.047741,0,0.741975,1.339277
"9252","ENSG00000150636","CCDC102B","79839",1.581086,2.846322,1.882331,0.840294
"9253","ENSG00000150637","CD226","10666",95.147998,92.3427,92.566706,112.874255
"9254","ENSG00000150656","CNDP1","84735",0.121321,0.137842,0.09612,0.072036
"9255","ENSG00000150667","FSIP1","161835",0.688202,1.261555,3.483885,2.86624
"9256","ENSG00000150672","DLG2","1740",0.5565,0,1.137627,2.873904
"9258","ENSG00000150681","RGS18","64407",0.814553,3.571216,3.712275,6.990636
"9259","ENSG00000150687","PRSS23","11098",2.0464,3.352075,2.597767,28.389018
"9260","ENSG00000150712","MTMR12","54545",15.812595,15.60475,12.788182,15.444059
"9261","ENSG00000150722","PPP1R1C","151242",0.289714,0.314232,0.256046,0.801349
"9264","ENSG00000150753","CCT5","22948",58.160065,82.343335,72.191227,148.787938
"9265","ENSG00000150756","ATPSCKMT","134145",12.353632,12.439035,8.907182,21.55577
"9266","ENSG00000150760","DOCK1","1793",0.015687,0.034801,0.843429,1.329316
"9267","ENSG00000150764","DIXDC1","85458",1.882209,1.581118,0.876342,2.502409
"9268","ENSG00000150768","DLAT","1737",11.180387,14.410987,10.442672,11.939037
"9270","ENSG00000150776","NKAPD1","55216",20.951956,27.814003,17.069834,30.824127
"9271","ENSG00000150779","TIMM8B","26521",25.058427,34.520616,25.70653,45.491356
"9272","ENSG00000150782","IL18","3606",0.62049,0.427567,2.718899,0.944891
"9273","ENSG00000150783","TEX12","56158",0.387233,0.575766,0,0.901779
"9274","ENSG00000150787","PTS","5805",13.742079,13.003614,15.904945,24.63733
"9275","ENSG00000150867","PIP4K2A","5305",191.884895,204.993042,175.174467,137.69107
"9276","ENSG00000150873","C2orf50","130813",0.071113,0.055267,0.321902,0.261776
"9278","ENSG00000150907","FOXO1","2308",20.690844,17.521151,19.151597,21.810157
"9280","ENSG00000150961","SEC24D","9871",32.571687,44.039676,47.297733,34.612971
"9281","ENSG00000150967","ABCB9","23457",2.124703,0.804809,1.754498,3.06251
"9282","ENSG00000150977","RILPL2","196383",8.937996,8.678234,10.034943,11.81893
"9283","ENSG00000150990","DHX37","57647",7.672363,7.571362,6.496308,6.838684
"9284","ENSG00000150991","UBC","7316",1371.192188,1190.408777,1043.292309,874.312395
"9285","ENSG00000150995","ITPR1","3708",31.994012,23.854348,28.03278,25.433353
"9287","ENSG00000151006","PRSS53","339105",4.780538,5.342985,9.774669,12.318159
"9288","ENSG00000151012","SLC7A11","23657",1.002622,1.163549,2.604972,2.702678
"9289","ENSG00000151014","NOCT","25819",1.566108,1.199361,4.216718,3.593632
"9291","ENSG00000151025","GPR158","57512",0.057174,0,0.36545,0.23596
"9293","ENSG00000151062","CACNA2D4","93589",9.171445,31.181199,26.022855,21.016481
"9294","ENSG00000151065","DCP1B","196513",23.118889,23.080348,26.950843,25.166253
"9298","ENSG00000151092","NGLY1","55768",37.87764,40.187459,38.328337,39.576888
"9299","ENSG00000151093","OXSM","54995",8.898045,9.901409,13.428535,20.118105
"9300","ENSG00000151116","UEVLD","55293",24.05357,20.765293,25.876684,23.414846
"9301","ENSG00000151117","TMEM86A","144110",2.016999,1.114195,2.843493,3.357223
"9302","ENSG00000151131","NOPCHAP1","121053",7.968893,4.632563,8.156169,9.967162
"9303","ENSG00000151135","TMEM263","90488",25.618102,24.215562,40.601171,32.795965
"9304","ENSG00000151136","ABTB3","121551",11.487141,5.748031,14.261678,16.138961
"9305","ENSG00000151148","UBE3B","89910",23.114875,26.911689,25.257683,27.380725
"9306","ENSG00000151150","ANK3","288",17.545748,18.827299,17.547739,18.756916
"9307","ENSG00000151151","IPMK","253430",4.613922,2.801856,6.432692,7.75072
"9308","ENSG00000151164","RAD9B","144715",0.154485,0.624986,2.298975,0.55541
"9309","ENSG00000151176","PLBD2","196463",11.059982,10.453821,10.560357,12.131268
"9310","ENSG00000151208","DLG5","9231",12.348269,12.80252,27.404262,20.922725
"9312","ENSG00000151229","SLC2A13","114134",3.019392,2.083873,4.377448,4.189935
"9313","ENSG00000151233","GXYLT1","283464",6.435156,5.148163,9.294864,7.656845
"9314","ENSG00000151239","TWF1","5756",32.226395,29.697116,39.162935,33.121988
"9315","ENSG00000151240","DIP2C","22982",0.23051,0.486026,0.39717,1.949591
"9316","ENSG00000151247","EIF4E","1977",38.40199,35.56703,38.189215,55.11866
"9317","ENSG00000151276","MAGI1","9223",0.261457,0.152552,0.572522,0.799958
"9318","ENSG00000151287","TEX30","93081",14.245261,17.29363,38.689856,31.18513
"9319","ENSG00000151292","CSNK1G3","1456",20.888716,24.651186,28.043587,32.160248
"9320","ENSG00000151304","SRFBP1","153443",2.606052,2.880569,4.900143,4.274177
"9321","ENSG00000151320","AKAP6","9472",0.072026,0.030854,0.122394,0.454098
"9324","ENSG00000151332","MBIP","51562",21.587439,17.812122,27.065743,17.320456
"9325","ENSG00000151338","MIPOL1","145282",9.167603,7.582021,8.285031,10.387794
"9326","ENSG00000151348","EXT2","2132",22.218926,22.581076,27.245778,35.536229
"9327","ENSG00000151353","TMEM18","129787",12.473225,16.439355,10.648159,15.323914
"9329","ENSG00000151364","KCTD14","65987",0.300701,0.158997,0.104159,0.650945
"9331","ENSG00000151366","NDUFC2","4718",89.273636,96.206734,102.550267,116.225988
"9332","ENSG00000151376","ME3","10873",1.698729,0.263329,1.05841,9.429838
"9335","ENSG00000151413","NUBPL","80224",7.377045,2.975069,6.013217,8.412343
"9336","ENSG00000151414","NEK7","140609",49.44293,52.208502,56.812664,58.142721
"9338","ENSG00000151422","FER","2241",2.262793,1.474364,3.108283,3.118312
"9339","ENSG00000151445","VIPAS39","63894",19.971456,24.717203,21.007538,17.454784
"9340","ENSG00000151458","ANKRD50","57182",0.06069,0.135874,0.90891,0.853978
"9341","ENSG00000151461","UPF2","26019",26.621382,27.044603,29.04644,27.457447
"9342","ENSG00000151465","CDC123","8872",53.750109,65.863216,48.262207,63.753527
"9343","ENSG00000151466","SCLT1","132320",11.213778,15.499991,16.024061,12.74704
"9344","ENSG00000151468","CCDC3","83643",0.23622,0.233736,0.025385,0.063423
"9345","ENSG00000151470","C4orf33","132321",24.393593,13.46758,22.107931,21.512954
"9346","ENSG00000151474","FRMD4A","55691",1.200118,0.322718,0.981649,9.558041
"9348","ENSG00000151490","PTPRO","5800",0.12838,0.122377,0.138045,0.448386
"9349","ENSG00000151491","EPS8","2059",0.174382,0.335823,3.709104,1.572886
"9350","ENSG00000151498","ACAD8","27034",46.861689,35.792197,40.960934,45.658564
"9351","ENSG00000151500","THYN1","29087",65.254188,71.675011,76.697514,67.264206
"9352","ENSG00000151502","VPS26B","112936",88.829349,79.100421,91.43448,79.627308
"9353","ENSG00000151503","NCAPD3","23310",31.094836,31.773838,35.983787,34.350669
"9354","ENSG00000151532","VTI1A","143187",21.102934,19.557703,20.194258,19.752534
"9355","ENSG00000151552","QDPR","5860",11.953399,14.725675,15.80127,15.661316
"9356","ENSG00000151553","FHIP2A","57700",31.25631,24.793819,34.267893,25.546937
"9358","ENSG00000151575","TEX9","374618",0.431145,0.645999,0.198702,1.20978
"9359","ENSG00000151576","QTRT2","79691",13.194108,10.352284,15.126935,15.910667
"9360","ENSG00000151577","DRD3","1814",0.64645,0.175834,0.1165,0.072817
"9362","ENSG00000151612","ZNF827","152485",18.082795,4.79052,14.479109,5.683013
"9365","ENSG00000151623","NR3C2","4306",2.900393,1.530977,3.817254,1.662451
"9367","ENSG00000151632","AKR1C2","1646",0.070529,0.429563,65.908282,0.196519
"9368","ENSG00000151640","DPYSL4","10570",0.139639,0.059022,0.615944,0.642105
"9369","ENSG00000151650","VENTX","27287",0.390214,0.057212,1.091047,3.145451
"9370","ENSG00000151651","ADAM8","101",382.095405,334.848029,296.482392,296.239388
"9372","ENSG00000151657","KIN","22944",11.511072,13.49019,12.307684,14.325135
"9373","ENSG00000151665","PIGF","5281",24.835164,25.825949,31.212366,34.954417
"9374","ENSG00000151687","ANKAR","150709",10.737528,10.186554,5.76122,13.163358
"9375","ENSG00000151689","INPP1","3628",11.539923,23.358349,12.312331,13.783711
"9376","ENSG00000151690","MFSD6","54842",26.613545,29.90048,29.952827,36.448209
"9377","ENSG00000151692","RNF144A","9781",32.772617,18.532498,28.775862,48.419846
"9378","ENSG00000151693","ASAP2","8853",0.384019,0.227978,1.605967,1.058613
"9379","ENSG00000151694","ADAM17","6868",19.788504,19.100377,28.960728,20.971501
"9380","ENSG00000151702","FLI1","2313",101.167961,122.310938,93.885262,97.502077
"9382","ENSG00000151715","TMEM45B","120224",0.349151,1.076965,0.338793,1.317038
"9383","ENSG00000151718","WWC2","80014",0.093495,0.545252,0.877056,0.476628
"9384","ENSG00000151725","CENPU","79682",16.402756,19.654413,17.616553,17.123522
"9385","ENSG00000151726","ACSL1","2180",20.846367,16.48095,26.311381,16.340832
"9386","ENSG00000151729","SLC25A4","291",3.932667,3.801879,2.070421,4.456897
"9387","ENSG00000151743","AMN1","196394",9.361465,9.544153,7.898484,15.318584
"9388","ENSG00000151746","BICD1","636",22.612053,19.073384,16.755596,15.323445
"9389","ENSG00000151748","SAV1","60485",3.667014,2.663258,4.696839,6.0224
"9390","ENSG00000151773","CCDC122","160857",4.53691,7.00094,14.388902,8.427417
"9392","ENSG00000151779","NBAS","51594",10.491563,12.133787,13.547285,12.177456
"9393","ENSG00000151789","ZNF385D","79750",0.086188,0.007455,0.015599,0.065889
"9395","ENSG00000151806","GUF1","60558",14.016831,18.66983,17.931555,16.383838
"9398","ENSG00000151835","SACS","26278",6.880936,6.240592,7.500576,8.031159
"9401","ENSG00000151849","CENPJ","55835",7.572567,9.348704,6.831272,9.522301
"9402","ENSG00000151876","FBXO4","26272",12.178561,9.667434,14.218306,10.624629
"9403","ENSG00000151881","TMEM267","64417",13.048783,9.595935,11.405351,13.343892
"9404","ENSG00000151882","CCL28","56477",5.806087,9.509944,4.199235,6.435731
"9405","ENSG00000151883","PARP8","79668",418.770616,385.787812,375.553527,492.010462
"9407","ENSG00000151893","CACUL1","143384",19.723979,13.593033,16.106833,15.61269
"9408","ENSG00000151914","DST","667",2.663803,0.574181,5.768278,11.658524
"9409","ENSG00000151917","BEND6","221336",0.053281,0.046854,0.140197,0.673214
"9410","ENSG00000151923","TIAL1","7073",227.717967,237.401023,245.073941,254.255679
"9411","ENSG00000151929","BAG3","9531",15.741096,9.48363,16.593671,17.185646
"9412","ENSG00000151948","GLT1D1","144423",0.118384,0.260803,0.060199,0.235306
"9418","ENSG00000152049","KCNE4","23704",4.023868,3.749652,5.179362,5.972916
"9419","ENSG00000152056","AP1S3","130340",2.437554,1.960881,2.791458,1.017616
"9420","ENSG00000152061","RABGAP1L","9910",123.889126,125.808594,142.285741,108.275616
"9421","ENSG00000152076","CCDC74B","91409",20.501697,6.799238,28.679849,13.65731
"9422","ENSG00000152078","TLCD4","148534",0.210438,0,0.270327,0.084768
"9423","ENSG00000152082","MZT2B","80097",260.6785,242.122169,259.66821,216.563257
"9427","ENSG00000152102","FAM168B","130074",57.516967,54.249461,76.681682,61.30241
"9428","ENSG00000152104","PTPN14","5784",0.244261,0.342077,1.191786,3.932363
"9429","ENSG00000152117","SMPD4BP","150776",17.94427,19.104109,24.73448,19.66661
"9430","ENSG00000152127","MGAT5","4249",32.119044,27.275143,79.677438,50.668792
"9431","ENSG00000152128","TMEM163","81615",8.931727,0.777891,0.750942,3.446579
"9432","ENSG00000152133","GPATCH11","253635",16.590377,12.599311,13.922644,13.680708
"9433","ENSG00000152137","HSPB8","26353",0.045527,0.160334,2.593023,0
"9434","ENSG00000152147","GEMIN6","79833",3.914981,5.317553,6.393476,8.883886
"9435","ENSG00000152154","TMEM178A","130733",0.061379,0.073925,0.96984,0.912652
"9436","ENSG00000152192","POU4F1","5457",1.187289,0.229955,6.300628,5.562575
"9437","ENSG00000152193","OBI1","79596",6.357631,6.379397,9.588764,9.200318
"9438","ENSG00000152207","CYSLTR2","57105",1.261642,0.486414,1.403424,1.884128
"9442","ENSG00000152217","SETBP1","26040",3.318533,1.514016,2.807818,3.964918
"9443","ENSG00000152219","ARL14EP","120534",45.507237,77.573406,82.432075,77.904242
"9444","ENSG00000152223","EPG5","57724",33.412825,19.808492,33.788742,27.099119
"9445","ENSG00000152229","PSTPIP2","9050",20.882778,10.552228,36.510858,33.741456
"9446","ENSG00000152234","ATP5F1A","498",170.811306,207.213015,172.346116,178.017089
"9447","ENSG00000152240","HAUS1","115106",28.846498,27.121812,24.524428,26.122744
"9448","ENSG00000152242","ARK2N","147339",16.509624,17.223124,32.618976,19.834608
"9451","ENSG00000152256","PDK1","5163",13.906521,7.735271,13.308086,23.36601
"9453","ENSG00000152270","PDE3B","5140",156.937915,154.208366,95.314096,160.465936
"9454","ENSG00000152284","TCF7L1","83439",0.095504,0,1.453037,1.607836
"9455","ENSG00000152291","TGOLN2","10618",187.554079,177.703958,190.272525,171.413389
"9456","ENSG00000152292","SH2D6","284948",0,0.519538,0.175126,0.59702
"9458","ENSG00000152332","UHMK1","127933",43.969319,41.734419,54.759525,40.996133
"9459","ENSG00000152348","ATG10","83734",3.940274,4.329978,3.789864,6.240761
"9460","ENSG00000152359","POC5","134359",18.66672,15.093511,20.656405,15.456386
"9461","ENSG00000152377","SPOCK1","6695",0.56439,0.677956,0.032266,0.043725
"9462","ENSG00000152380","FAM151B","167555",0.565772,0.529985,0.315817,0.06392
"9463","ENSG00000152382","TADA1","117143",8.059223,8.620094,12.633808,10.717611
"9465","ENSG00000152404","CWF19L2","143884",10.382094,11.241196,13.82537,11.303178
"9466","ENSG00000152409","JMY","133746",12.444252,9.316814,13.231165,11.144754
"9467","ENSG00000152413","HOMER1","9456",0.491269,0.431701,1.489585,0.180713
"9468","ENSG00000152422","XRCC4","7518",4.801026,6.186578,6.398341,10.996026
"9470","ENSG00000152433","ZNF547","284306",7.065367,2.573833,5.66552,6.186247
"9471","ENSG00000152439","ZNF773","374928",14.956882,10.753043,20.549895,14.5898
"9472","ENSG00000152443","ZNF776","284309",26.291085,21.919578,24.688565,23.908213
"9473","ENSG00000152454","ZNF256","10172",8.759578,6.229331,9.347709,8.652263
"9474","ENSG00000152455","SUV39H2","79723",2.26505,3.866771,3.84674,5.105438
"9475","ENSG00000152457","DCLRE1C","64421",25.508758,30.609617,36.281634,31.68136
"9477","ENSG00000152464","RPP38","10557",15.10494,12.726318,15.759643,16.573014
"9478","ENSG00000152465","NMT2","9397",84.079693,103.943839,74.201442,83.74758
"9480","ENSG00000152475","ZNF837","116412",1.133169,1.421667,1.087548,1.613511
"9481","ENSG00000152484","USP12","219333",22.814249,18.764424,20.596898,25.569312
"9482","ENSG00000152492","CCDC50","152137",44.473519,52.486012,62.099913,48.297156
"9483","ENSG00000152495","CAMK4","814",117.439907,95.888326,98.538668,103.049749
"9484","ENSG00000152503","TRIM36","55521",0.113794,0.278682,0.723939,0.938958
"9485","ENSG00000152518","ZFP36L2","678",339.502617,279.447917,258.328199,389.845989
"9486","ENSG00000152520","PAN3","255967",32.189304,33.357621,27.418536,30.257336
"9487","ENSG00000152527","PLEKHH2","130271",0.065131,0.124109,1.155738,1.220615
"9488","ENSG00000152556","PFKM","5213",8.120815,6.892749,10.088995,18.336315
"9489","ENSG00000152558","TMEM123","114908",191.23184,233.281432,292.9034,312.187389
"9492","ENSG00000152582","SPEF2","79925",50.215577,34.645886,28.397736,38.548813
"9497","ENSG00000152601","MBNL1","4154",190.332243,180.283207,193.757601,159.43753
"9499","ENSG00000152620","NADK2","133686",17.495983,10.157628,18.607955,20.130616
"9500","ENSG00000152642","GPD1L","23171",14.846813,20.77681,26.481702,30.450454
"9501","ENSG00000152661","GJA1","2697",0.580265,0.400941,0,1.935642
"9502","ENSG00000152669","CCNO","10309",0.117419,0.193976,1.746306,1.512722
"9503","ENSG00000152670","DDX4","54514",1.405639,0.57223,9.434002,4.671428
"9505","ENSG00000152683","SLC30A6","55676",10.415711,11.352945,12.799049,12.53042
"9506","ENSG00000152684","PELO","53918",54.290491,46.807869,49.474741,51.962133
"9507","ENSG00000152689","RASGRP3","25780",5.892579,6.354982,10.710301,8.337375
"9508","ENSG00000152700","SAR1B","51128",31.915983,27.47789,42.003098,46.996267
"9509","ENSG00000152705","CATSPER3","347732",0.621275,0.822177,0.585175,0.675487
"9510","ENSG00000152749","GPR180","160897",4.073903,2.984657,5.84111,3.878796
"9512","ENSG00000152763","DNAI4","79819",0.675669,0.658434,0.561001,17.514345
"9513","ENSG00000152766","ANKRD22","118932",0.1288,0.227074,0.279124,1.953876
"9514","ENSG00000152767","FARP1","10160",0.878569,0.619562,2.736635,9.892186
"9515","ENSG00000152778","IFIT5","24138",7.465456,8.158844,16.286627,9.50661
"9516","ENSG00000152779","SLC16A12","387700",0,0.017405,0.152591,0.026697
"9517","ENSG00000152782","PANK1","53354",2.859258,4.671479,2.002615,0.889214
"9518","ENSG00000152784","PRDM8","56978",19.05885,16.25687,13.994669,15.827619
"9520","ENSG00000152795","HNRNPDL","9987",267.648503,246.435548,258.532475,218.020031
"9521","ENSG00000152804","HHEX","3087",1.944134,0.488384,2.240005,8.424381
"9522","ENSG00000152818","UTRN","7402",84.800627,86.985476,142.973824,148.800166
"9525","ENSG00000152904","GGPS1","9453",18.740651,24.535481,20.759643,14.665204
"9532","ENSG00000152944","MED21","9412",34.45689,22.619033,42.338775,36.334393
"9533","ENSG00000152952","PLOD2","5352",0.195328,0.089085,1.022401,1.358925
"9536","ENSG00000152969","JAKMIP1","152789",24.301825,31.990658,36.322631,26.014622
"9538","ENSG00000152990","ADGRA3","166647",0.42947,0.291939,1.586617,1.38822
"9540","ENSG00000153006","SREK1IP1","285672",8.846013,9.358865,18.233181,13.277756
"9542","ENSG00000153015","CWC27","10283",10.242002,16.32157,9.440761,12.684432
"9543","ENSG00000153029","MR1","3140",37.499705,40.831711,37.050348,40.280988
"9544","ENSG00000153037","SRP19","6728",74.589286,91.561865,62.294002,82.38219
"9545","ENSG00000153044","CENPH","64946",7.355556,5.643064,5.121692,11.361424
"9546","ENSG00000153046","CDYL","9425",13.006529,21.680809,19.521582,16.116116
"9547","ENSG00000153048","CARHSP1","23589",93.425596,106.702279,112.481762,110.426529
"9549","ENSG00000153064","BANK1","55024",0.141195,0.424934,0.040078,1.179479
"9550","ENSG00000153066","TXNDC11","51061",47.908471,62.542927,51.63551,43.519619
"9551","ENSG00000153071","DAB2","1601",0.41606,0.030579,1.364476,2.902956
"9553","ENSG00000153093","ACOXL","55289",0.381592,0,0.404892,1.667746
"9554","ENSG00000153094","BCL2L11","10018",21.518708,28.572048,39.613259,44.388639
"9555","ENSG00000153107","ANAPC1","64682",30.394133,31.66589,25.335465,33.18508
"9556","ENSG00000153113","CAST","831",114.940052,171.399679,122.696962,120.130076
"9557","ENSG00000153130","SCOC","60592",19.480259,14.44304,22.333453,20.462383
"9559","ENSG00000153140","CETN3","1070",17.420243,20.352619,21.546296,21.687169
"9560","ENSG00000153147","SMARCA5","8467",33.128559,39.301493,45.22998,46.059003
"9561","ENSG00000153157","SYCP2L","221711",1.504985,0.034851,0.88939,0.29846
"9563","ENSG00000153165","RGPD3","653489",0.422775,0.114135,0.268155,0.213687
"9564","ENSG00000153179","RASSF3","283349",48.548561,73.725659,49.188826,55.092618
"9565","ENSG00000153187","HNRNPU","3192",286.080363,310.142463,240.430289,289.832391
"9566","ENSG00000153201","RANBP2","5903",25.287818,19.94728,32.039614,34.104066
"9567","ENSG00000153207","AHCTF1","25909",30.503802,23.480786,28.641308,28.694589
"9568","ENSG00000153208","MERTK","10461",0.377289,0.886442,0.335513,1.404714
"9569","ENSG00000153214","TMEM87B","84910",17.516498,26.633559,16.907494,16.469706
"9572","ENSG00000153234","NR4A2","4929",6.690758,2.032405,4.624305,5.106589
"9573","ENSG00000153237","CCDC148","130940",0.144897,0.255584,0.125844,0.182993
"9574","ENSG00000153246","PLA2R1","22925",0,0.015476,0.152212,0.392564
"9575","ENSG00000153250","RBMS1","5937",74.876205,79.234996,82.463029,69.046973
"9578","ENSG00000153283","CD96","10225",399.158353,344.760566,501.421782,444.203322
"9579","ENSG00000153291","SLC25A27","9481",0.07606,0,4.196671,2.994857
"9580","ENSG00000153292","ADGRF1","266977",0.501794,0.017098,2.449893,0.120101
"9581","ENSG00000153294","ADGRF4","221393",0.122551,0.026949,0.052693,0.032913
"9583","ENSG00000153310","CYRIB","51571",88.637582,86.07402,83.833652,76.744032
"9584","ENSG00000153317","ASAP1","50807",12.156587,16.057493,21.127302,13.73594
"9585","ENSG00000153339","TRAPPC8","22878",30.068736,32.265267,32.859022,29.404283
"9587","ENSG00000153391","INO80C","125476",11.315707,10.997821,4.029314,7.570374
"9589","ENSG00000153404","PLEKHG4B","153478",0.069037,0.02695,0.032804,0.297666
"9590","ENSG00000153443","UBALD1","124402",31.039608,35.302136,35.202475,35.222251
"9592","ENSG00000153485","LYSET","26175",11.735056,11.869051,10.393765,8.996605
"9593","ENSG00000153487","ING1","3621",18.177247,16.393763,32.328215,30.112798
"9594","ENSG00000153495","TEX29","121793",0.59539,0.601723,2.428334,0.908346
"9595","ENSG00000153531","ADPRHL1","113622",0.451031,1.559693,2.701806,2.6683
"9596","ENSG00000153551","CMTM7","112616",30.372369,31.914949,36.716976,30.467153
"9597","ENSG00000153558","FBXL2","25827",0.216412,0.13132,0.350968,0.567557
"9598","ENSG00000153560","UBP1","7342",61.742189,70.950827,47.940001,47.326152
"9599","ENSG00000153561","RMND5A","64795",17.929525,20.255274,21.831348,17.671642
"9600","ENSG00000153563","CD8A","925",23.518629,29.894445,60.191527,70.582904
"9601","ENSG00000153574","RPIA","22934",11.76439,15.139394,15.986523,18.807707
"9604","ENSG00000153714","LURAP1L","286343",0.057651,0,0.898105,0.062361
"9605","ENSG00000153721","CNKSR3","154043",0.219977,0.27897,0.31792,0.2704
"9606","ENSG00000153767","GTF2E1","2960",9.38093,9.110986,9.645112,9.820332
"9607","ENSG00000153774","CFDP1","10428",36.32314,45.196352,39.273606,43.248091
"9609","ENSG00000153786","ZDHHC7","55625",60.378497,49.553381,74.777904,44.119348
"9611","ENSG00000153790","SPMIP4","136895",7.3803,7.852591,7.138585,4.690415
"9613","ENSG00000153814","JAZF1","221895",16.708483,16.807999,33.13148,12.687273
"9614","ENSG00000153815","CMIP","80790",142.890516,101.759623,70.906667,75.98629
"9618","ENSG00000153827","TRIP12","9320",132.454451,128.197528,125.511227,122.128572
"9619","ENSG00000153832","FBXO36","130888",1.289609,0.68771,3.433653,1.457529
"9620","ENSG00000153879","CEBPG","1054",13.244915,12.55457,17.926125,12.744036
"9621","ENSG00000153885","KCTD15","79047",0.333406,2.19824,3.240447,2.379334
"9622","ENSG00000153896","ZNF599","148103",7.5028,5.740716,5.829171,12.470854
"9623","ENSG00000153898","MCOLN2","255231",66.149577,28.930107,61.78245,66.052834
"9624","ENSG00000153902","LGI4","163175",1.784446,0.970834,1.198978,1.119693
"9625","ENSG00000153904","DDAH1","23576",0.094651,0.103597,0.303471,1.137181
"9626","ENSG00000153914","SREK1","140890",51.752881,61.153678,34.180234,59.420522
"9627","ENSG00000153922","CHD1","1105",40.694252,42.458313,55.95784,42.741535
"9630","ENSG00000153933","DGKE","8526",24.159239,22.772319,25.810157,20.399862
"9631","ENSG00000153936","HS2ST1","9653",10.724421,8.27979,13.380611,13.132305
"9632","ENSG00000153944","MSI2","124540",66.711528,64.369053,89.740266,75.004332
"9634","ENSG00000153975","ZUP1","221302",11.909085,11.889568,16.00642,11.953937
"9635","ENSG00000153976","HS3ST3A1","9955",4.498008,6.205226,2.473749,5.319251
"9636","ENSG00000153982","GDPD1","284161",5.873747,3.298381,5.833343,5.917312
"9637","ENSG00000153989","NUS1","116150",17.016191,20.709557,18.924394,22.348501
"9639","ENSG00000154001","PPP2R5E","5529",27.558948,28.001144,31.101534,26.627941
"9641","ENSG00000154016","GRAP","10750",13.579805,21.664329,34.76951,24.733451
"9642","ENSG00000154025","SLC5A10","125206",0.18592,0.382101,0.673454,0.243493
"9643","ENSG00000154027","AK5","26289",0.028828,0.357523,0.049559,2.754682
"9644","ENSG00000154040","CABYR","26256",0.896547,0.089342,0,2.893741
"9645","ENSG00000154059","IMPACT","55364",2.754151,5.890345,4.638077,9.750507
"9646","ENSG00000154065","ANKRD29","147463",0.061554,0.04545,0,0.556153
"9647","ENSG00000154079","SDHAF4","135154",11.096467,15.3704,9.048031,12.782839
"9650","ENSG00000154099","DNAAF1","123872",1.097028,0.526445,1.880893,3.852748
"9651","ENSG00000154102","C16orf74","404550",0.530514,2.232126,1.424999,4.495831
"9652","ENSG00000154114","TBCEL","219899",6.616702,7.387161,5.795386,10.13009
"9653","ENSG00000154118","JPH3","57338",0.023155,0,0.019877,0.819316
"9654","ENSG00000154122","ANKH","56172",80.672696,76.662996,62.371597,70.542222
"9655","ENSG00000154124","OTULIN","90268",91.553322,37.580091,76.544996,54.58316
"9656","ENSG00000154127","UBASH3B","84959",1.309958,3.303303,5.257868,4.854213
"9658","ENSG00000154134","ROBO3","64221",2.256565,0.172467,1.320509,5.765517
"9660","ENSG00000154144","TBRG1","84897",62.347368,64.768878,61.736858,67.315521
"9661","ENSG00000154146","NRGN","4900",4.62427,1.160182,1.686125,5.158822
"9662","ENSG00000154153","RETREG1","54463",5.429447,3.421895,7.435838,8.488023
"9664","ENSG00000154165","GPR15","2838",105.064118,181.896787,279.581793,398.699446
"9665","ENSG00000154174","TOMM70","9868",20.35489,19.87973,23.783113,25.126645
"9667","ENSG00000154188","ANGPT1","284",0.021237,0.180151,0,0.159317
"9669","ENSG00000154217","PITPNC1","26207",61.100752,55.582609,66.920352,66.626001
"9670","ENSG00000154222","CC2D1B","200014",44.760945,55.600657,35.058495,46.352084
"9671","ENSG00000154227","CERS3","204219",0.222313,0.380151,0.101884,0.284728
"9672","ENSG00000154229","PRKCA","5578",45.688224,39.455413,44.331235,54.998231
"9673","ENSG00000154237","LRRK1","79705",2.907061,1.857136,4.047402,5.043378
"9674","ENSG00000154240","CEP112","201134",3.062009,3.215146,4.636263,2.435781
"9676","ENSG00000154258","ABCA9","10350",0.04421,0.181668,0.978166,0.70277
"9677","ENSG00000154262","ABCA6","23460",0.096508,0.180523,0,0.130598
"9678","ENSG00000154263","ABCA10","10349",1.742022,0.430173,1.181926,1.484496
"9679","ENSG00000154265","ABCA5","23461",38.4643,24.009007,42.89449,36.573453
"9680","ENSG00000154269","ENPP3","5169",0.109224,0.408225,2.175159,3.717474
"9681","ENSG00000154274","C4orf19","55286",0.150664,0.135186,0.044211,0.055251
"9683","ENSG00000154305","MIA3","375056",91.635391,84.529211,89.153128,71.411268
