"","Gene","SYMBOL","ENTREZID","DysiNKTD1_KKU213C","DysiNKTD2_KKU213C","DysiNKTD2_SSP25","iNKTD1","iNKTD2"
"11236","ENSG00000164309","CMYA5","202333",0.075453,0.120541,0.10858,0.036238,0.076832
"11238","ENSG00000164323","CFAP97","57587",19.546282,22.34176,21.375167,12.990312,21.641391
"11241","ENSG00000164327","RICTOR","253260",41.390054,38.35676,46.090395,13.889151,25.524573
"11242","ENSG00000164329","TENT2","167153",49.045016,53.085325,59.214588,35.279659,43.490898
"11244","ENSG00000164331","ANKRA2","57763",44.33359,53.488964,73.114458,25.521829,33.918504
"11245","ENSG00000164332","UBLCP1","134510",32.293992,35.380051,28.389818,33.796185,46.543042
"11247","ENSG00000164338","UTP15","84135",7.867018,11.424123,6.619207,11.602591,10.226447
"11248","ENSG00000164342","TLR3","7098",2.024116,1.496645,1.201344,3.001762,3.856623
"11249","ENSG00000164344","KLKB1","3818",0.826472,1.226792,0.206798,0.347451,0.073112
"11250","ENSG00000164346","NSA2","10412",106.902178,100.281493,95.991691,85.728057,93.672508
"11251","ENSG00000164347","GFM2","84340",15.274975,15.588586,18.450537,22.293874,18.679336
"11252","ENSG00000164362","TERT","7015",0.11644,0.035077,0,0.251498,0
"11254","ENSG00000164366","CCDC127","133957",5.697724,4.441905,5.270258,2.917846,4.32481
"11257","ENSG00000164398","ACSL6","23305",11.034658,19.4132,44.541061,14.633373,9.847515
"11259","ENSG00000164400","CSF2","1437",4.218736,9.356203,4.896675,40.602815,86.417103
"11260","ENSG00000164402","SEPTIN8","23176",27.425245,28.132276,28.949954,43.816624,43.282673
"11261","ENSG00000164403","SHROOM1","134549",0.396832,0.666267,1.799074,2.412378,0.76098
"11262","ENSG00000164404","GDF9","2661",0.362124,0.345628,0.630294,0.245549,0.142457
"11263","ENSG00000164405","UQCRQ","27089",85.375187,128.063294,104.258347,306.929393,177.34726
"11264","ENSG00000164406","LEAP2","116842",3.172334,3.065908,6.355896,1.80099,1.178363
"11266","ENSG00000164414","SLC35A1","10559",24.664592,25.849263,26.508199,19.677733,18.93948
"11267","ENSG00000164418","GRIK2","2898",0.200147,0,0.129679,0.029414,0
"11268","ENSG00000164430","CGAS","115004",20.767112,23.275733,20.56491,31.376429,33.979109
"11271","ENSG00000164440","TXLNB","167838",0.345635,0.1519,0.724587,0.20297,0.211347
"11272","ENSG00000164442","CITED2","10370",81.566813,95.535673,75.622191,56.538557,64.341269
"11275","ENSG00000164463","CREBRF","153222",29.713993,30.033637,32.709798,9.06975,18.943951
"11276","ENSG00000164465","DCBLD1","285761",16.079435,8.695609,15.1484,15.089644,13.138653
"11277","ENSG00000164466","SFXN1","94081",60.300287,49.644661,69.61288,126.018159,81.554761
"11278","ENSG00000164483","SAMD3","154075",165.810623,191.188749,209.452291,138.985973,211.711969
"11279","ENSG00000164484","TMEM200A","114801",7.984032,9.554096,17.759943,9.765074,37.643298
"11282","ENSG00000164494","PDSS2","57107",5.575999,7.042434,7.408569,10.376737,7.448073
"11284","ENSG00000164506","STXBP5","134957",13.914926,11.948808,7.323733,14.608429,16.63821
"11286","ENSG00000164509","IL31RA","133396",0.120008,0.571629,0.335199,0,0.074366
"11287","ENSG00000164512","ANKRD55","79722",0.136753,0.46307,0.474624,0.468261,0.090732
"11288","ENSG00000164520","RAET1E","135250",0.421517,0.164956,0.161719,0,0.185923
"11289","ENSG00000164530","PI16","221476",1.82995,2.907777,0.847189,1.891608,4.168628
"11291","ENSG00000164535","DAGLB","221955",11.758867,11.214819,17.699411,8.314239,12.29706
"11292","ENSG00000164542","MATCAP2","23366",0.12155,0.03917,0.133835,0.039251,0
"11293","ENSG00000164543","STK17A","9263",168.287499,145.609756,238.938322,106.447833,94.037905
"11294","ENSG00000164548","TRA2A","29896",154.188496,178.453791,119.497868,76.187997,96.26178
"11296","ENSG00000164574","GALNT10","55568",71.037591,55.639734,71.436576,22.88716,28.188087
"11297","ENSG00000164576","SAP30L","79685",45.219308,61.209101,54.166109,45.11158,45.110862
"11298","ENSG00000164587","RPS14","6208",2532.618148,2359.208663,2934.755666,2128.129505,2336.271127
"11303","ENSG00000164603","BMT2","154743",7.924087,6.929099,6.626155,5.037232,8.047512
"11305","ENSG00000164609","SLU7","10569",61.503841,73.898551,64.35796,62.234825,80.842048
"11306","ENSG00000164610","RP9","6100",26.559677,24.01283,25.699267,11.484445,18.214601
"11307","ENSG00000164611","PTTG1","9232",48.409902,47.963386,65.204219,224.707438,91.665286
"11308","ENSG00000164615","CAMLG","819",37.987158,33.576495,37.945227,30.077633,29.11937
"11311","ENSG00000164620","RELL2","285613",25.040594,12.553938,25.173824,16.874381,12.471162
"11312","ENSG00000164626","KCNK5","8645",3.009724,1.843771,6.016409,10.838341,4.966336
"11313","ENSG00000164627","KIF6","221458",0.010337,0,0.044232,0.012136,0
"11314","ENSG00000164631","ZNF12","7559",27.573878,43.790091,27.968432,13.669353,25.449295
"11315","ENSG00000164638","SLC29A4","222962",0.417833,0.530681,1.169298,0.130756,0.264066
"11317","ENSG00000164647","STEAP1","26872",0.571356,0.360146,1.160655,1.440998,0.386104
"11318","ENSG00000164649","CDCA7L","55536",19.505414,14.249389,23.359889,48.456291,15.088802
"11320","ENSG00000164654","MIOS","54468",14.857577,9.213126,16.382362,13.714205,12.693167
"11321","ENSG00000164659","ELAPOR2","222223",4.385861,3.238172,3.069185,1.527805,1.623994
"11322","ENSG00000164663","USP49","25862",4.276585,2.339089,6.721999,2.946643,3.562887
"11324","ENSG00000164674","SYTL3","94120",154.360207,80.093889,64.6925,30.90316,33.544273
"11325","ENSG00000164675","IQUB","154865",0.200164,0.184592,0.129582,0.052125,0.066029
"11326","ENSG00000164683","HEY1","23462",0.080707,0,0.255422,0.04981,0
"11327","ENSG00000164684","ZNF704","619279",5.299172,1.901712,5.796748,0.314815,1.215999
"11328","ENSG00000164687","FABP5","2171",6.506826,4.723851,8.888004,97.476563,18.965798
"11329","ENSG00000164690","SHH","6469",0.020569,0,0.035292,0.048318,0.016172
"11330","ENSG00000164691","TAGAP","117289",25.119403,34.3329,36.851274,29.686639,45.350664
"11333","ENSG00000164695","CHMP4C","92421",0.214432,0.330561,0.602562,0,0
"11335","ENSG00000164708","PGAM2","5224",2.007803,0.254127,2.153088,0,0.113389
"11336","ENSG00000164713","BRI3","25798",67.199815,57.915885,83.178306,40.078003,80.547529
"11337","ENSG00000164715","LMTK2","22853",8.119474,5.281717,6.880179,7.38629,6.232325
"11342","ENSG00000164741","DLC1","10395",0.080939,0.273806,0.273158,0.030737,0.182059
"11343","ENSG00000164742","ADCY1","107",0.197457,0.616099,0.030153,1.765579,1.140206
"11345","ENSG00000164744","SUN3","256979",0.384635,1.067722,0,0,0.308636
"11346","ENSG00000164746","C7orf57","136288",0.675251,0.182197,0.223467,0.060804,0.040716
"11348","ENSG00000164751","PEX2","5828",41.866877,50.455692,51.149141,76.858033,59.680958
"11349","ENSG00000164754","RAD21","5885",208.348641,195.881184,162.857607,359.646829,223.852768
"11351","ENSG00000164758","MED30","90390",19.869616,22.951255,16.737512,31.488705,27.299335
"11353","ENSG00000164764","SBSPON","157869",0.402392,0.310091,0.671121,0.235592,0.0396
"11354","ENSG00000164776","PHKG1","5260",1.474058,1.816951,5.268068,0.767969,1.07016
"11356","ENSG00000164794","KCNV1","27012",0.077072,0,0.022,0.007542,0
"11357","ENSG00000164796","CSMD3","114788",0.074632,0.060262,0.105,0,0.025045
"11358","ENSG00000164808","SPIDR","23514",49.249305,97.344908,148.761434,32.457835,47.098274
"11359","ENSG00000164815","ORC5","5001",9.844915,12.570608,12.717928,13.964989,12.536336
"11361","ENSG00000164818","DNAAF5","54919",10.903186,10.416641,7.241093,11.351737,14.338883
"11364","ENSG00000164823","OSGIN2","734",13.939023,10.225226,12.27344,12.665269,14.208906
"11366","ENSG00000164828","SUN1","23353",74.453622,58.18142,107.72076,17.754532,40.702116
"11367","ENSG00000164830","OXR1","55074",29.919152,23.295464,26.911189,14.823303,20.109738
"11368","ENSG00000164841","TMEM74","157753",0,0,0.100606,0.034173,0.045771
"11370","ENSG00000164849","GPR146","115330",1.574218,8.758457,4.732779,0.977476,7.395377
"11373","ENSG00000164855","TMEM184A","202915",0,0.012605,0.933228,0.008423,0.01128
"11374","ENSG00000164867","NOS3","4846",0.785916,3.989017,1.587265,4.281349,11.054878
"11376","ENSG00000164877","MICALL2","79778",3.808257,5.042891,10.01726,1.195539,1.9337
"11378","ENSG00000164880","INTS1","26173",56.502605,40.755431,41.748009,27.497692,37.966013
"11379","ENSG00000164885","CDK5","1020",8.256078,9.414702,11.625387,17.846814,12.907758
"11380","ENSG00000164889","SLC4A2","6522",107.296448,86.887147,77.277819,84.332561,75.036698
"11382","ENSG00000164896","FASTK","10922",80.620889,74.039226,80.159052,47.555773,71.765285
"11383","ENSG00000164897","TMUB1","83590",51.360903,41.728288,58.273114,71.846214,54.801427
"11384","ENSG00000164898","FMC1","154791",11.347532,11.308176,9.173778,8.366104,7.787987
"11386","ENSG00000164902","PHAX","51808",30.2878,40.298,30.248115,43.663946,54.660081
"11387","ENSG00000164904","ALDH7A1","501",1.032947,1.502868,2.596836,0.684661,0.218602
"11388","ENSG00000164916","FOXK1","221937",20.897762,14.119727,22.789086,7.3941,10.207742
"11389","ENSG00000164919","COX6C","1345",202.319748,248.127022,218.611849,461.982003,372.835246
"11391","ENSG00000164924","YWHAZ","7534",528.598276,666.01644,430.49141,935.081079,702.676526
"11393","ENSG00000164930","FZD6","8323",2.966484,2.063488,3.081178,3.431662,6.28326
"11394","ENSG00000164932","CTHRC1","115908",0,0.492008,0.31959,0.500242,2.288131
"11395","ENSG00000164933","SLC25A32","81034",14.682017,14.450811,19.738255,27.779893,19.32018
"11396","ENSG00000164934","DCAF13","25879",12.188429,14.805498,15.963254,29.399468,26.332938
"11398","ENSG00000164938","TP53INP1","94241",42.860062,48.633466,58.68575,14.143988,32.820663
"11399","ENSG00000164941","INTS8","55656",94.338843,87.137562,82.363718,52.290534,71.294028
"11400","ENSG00000164944","VIRMA","25962",28.480703,28.431063,26.183666,30.450901,31.204176
"11402","ENSG00000164949","GEM","2669",0.093468,0.329196,2.875457,0.466982,1.244547
"11403","ENSG00000164951","PDP1","54704",16.001349,15.26877,17.660032,10.185284,11.515127
"11404","ENSG00000164953","TMEM67","91147",2.190854,3.558236,2.507324,2.322108,2.077096
"11405","ENSG00000164961","WASHC5","9897",19.947307,32.318691,18.953736,36.119634,35.151506
"11406","ENSG00000164967","RPP25L","138716",22.548474,26.663068,18.845727,21.074603,24.72951
"11407","ENSG00000164970","FAM219A","203259",9.917965,9.288948,14.110809,7.411168,8.860926
"11408","ENSG00000164972","SPMIP6","84688",0.289129,0.085129,0.252553,0,0
"11409","ENSG00000164975","SNAPC3","6619",19.990837,24.138198,22.889745,18.494444,21.076992
"11410","ENSG00000164976","MYORG","57462",2.572907,1.914822,3.521186,2.222225,3.01704
"11411","ENSG00000164978","NUDT2","318",24.614813,29.19768,28.935834,31.839724,32.43986
"11412","ENSG00000164983","TMEM65","157378",13.594766,14.398047,19.352933,5.461176,10.985149
"11413","ENSG00000164985","PSIP1","11168",120.535001,95.999843,133.368208,105.889805,80.867947
"11414","ENSG00000164989","CCDC171","203238",1.107568,0.201989,0.263113,0.871891,0.292945
"11415","ENSG00000165006","UBAP1","51271",43.865523,43.345241,53.633866,33.58204,37.505401
"11416","ENSG00000165023","DIRAS2","54769",1.878956,5.269596,1.91139,1.126516,3.20474
"11417","ENSG00000165025","SYK","6850",1.102138,0.208417,1.522149,0.314216,0.600378
"11418","ENSG00000165028","NIPSNAP3B","55335",1.744205,1.766781,2.5349,1.025493,0.297718
"11419","ENSG00000165029","ABCA1","19",0.261506,0.259334,6.230623,0.014856,0.019886
"11420","ENSG00000165030","NFIL3","4783",28.551953,28.091439,40.090697,50.830717,45.173731
"11421","ENSG00000165046","LETM2","137994",6.654908,3.186607,3.548324,5.559276,3.382665
"11422","ENSG00000165055","METTL2B","55798",20.971306,17.405794,15.498865,22.743749,23.23923
"11424","ENSG00000165060","FXN","2395",11.665384,15.991702,14.612214,49.101093,33.020178
"11427","ENSG00000165071","TMEM71","137835",150.85532,161.32695,141.884843,80.160706,74.814915
"11431","ENSG00000165084","C8orf34","116328",0.085257,0.262673,0.477917,0.275582,0.369039
"11434","ENSG00000165097","KDM1B","221656",8.081594,6.796611,11.761156,5.224401,5.044591
"11435","ENSG00000165102","HGSNAT","138050",43.362465,36.881464,43.242039,8.427149,18.060934
"11436","ENSG00000165105","RASEF","158158",13.960585,11.076809,11.58744,4.374823,6.970942
"11437","ENSG00000165113","GKAP1","80318",11.453373,4.991265,10.859437,2.219154,1.560373
"11438","ENSG00000165115","KIF27","55582",4.492287,4.301457,5.478935,2.129838,2.596693
"11439","ENSG00000165118","QNG1","84267",6.078768,9.748294,6.97301,17.651915,11.335799
"11440","ENSG00000165119","HNRNPK","3190",467.914888,544.676145,501.194341,670.310754,621.052043
"11443","ENSG00000165124","SVEP1","79987",0.014469,0.006354,0,0,0.05578
"11446","ENSG00000165138","ANKS6","203286",2.21172,0.915735,2.322774,1.395142,0.768573
"11449","ENSG00000165156","ZHX1","11244",13.599526,11.133053,16.451679,17.08936,20.021032
"11451","ENSG00000165168","CYBB","1536",0,0.037319,0.072851,0.112192,0
"11452","ENSG00000165169","DYNLT3","6990",51.473172,39.589219,62.233657,14.907932,32.910677
"11453","ENSG00000165171","METTL27","155368",0.681576,2.475586,2.821561,0.434324,1.611701
"11454","ENSG00000165175","MID1IP1","58526",44.762077,60.643172,65.173401,47.174515,55.405589
"11455","ENSG00000165178","NCF1C","654817",3.215296,1.781241,1.640165,0.67542,0.532754
"11458","ENSG00000165185","KIAA1958","158405",2.45384,1.489084,4.117891,1.649384,1.411447
"11459","ENSG00000165186","PTCHD1","139411",0.006418,0.011277,0.011027,0.003767,0.005042
"11460","ENSG00000165188","RNF183","138065",0.145344,0.073916,0.202782,0,0
"11461","ENSG00000165192","ASB11","140456",0.034839,0,0,0.04094,0.027409
"11463","ENSG00000165195","PIGA","5277",21.87013,11.577398,17.553623,10.784523,13.690696
"11464","ENSG00000165197","VEGFD","2277",0.193858,0,0.16741,0.056977,0
"11467","ENSG00000165209","STRBP","55342",18.701199,19.411722,56.467037,14.619737,10.017939
"11469","ENSG00000165219","GAPVD1","26130",30.670343,24.11044,41.699493,26.335109,27.921578
"11470","ENSG00000165233","CARD19","84270",166.414755,145.91962,240.753004,71.898513,105.222213
"11472","ENSG00000165240","ATP7A","538",9.617461,8.097202,11.697424,7.019644,7.475313
"11473","ENSG00000165244","ZNF367","195828",5.425126,4.90476,5.600211,22.156006,13.780459
"11475","ENSG00000165259","HDX","139324",0.032359,0.79185,0.2582,0.152198,0.322252
"11476","ENSG00000165264","NDUFB6","4712",13.210379,9.661462,12.134388,26.516585,17.70822
"11477","ENSG00000165269","AQP7","364",0.786387,0.606311,0.756118,0.019338,0.103571
"11478","ENSG00000165271","NOL6","65083",6.736263,9.255762,6.610312,10.464414,11.041461
"11479","ENSG00000165272","AQP3","360",73.194452,87.545715,89.837993,25.852765,55.868841
"11480","ENSG00000165275","TRMT10B","158234",18.279376,15.596872,20.413734,6.957835,11.245553
"11481","ENSG00000165280","VCP","7415",99.903587,123.573403,128.739424,208.034811,163.733214
"11482","ENSG00000165282","PIGO","84720",14.018473,15.750151,8.67654,12.592354,17.015826
"11483","ENSG00000165283","STOML2","30968",48.088527,52.859345,43.972416,104.874316,66.412855
"11484","ENSG00000165288","BRWD3","254065",20.726241,16.070953,22.861599,7.174082,9.124128
"11485","ENSG00000165300","SLITRK5","26050",0.106203,0.050933,0.175286,0.048634,0.042317
"11486","ENSG00000165304","MELK","9833",7.761366,11.58101,8.169647,67.047053,29.923535
"11488","ENSG00000165312","OTUD1","220213",16.44788,16.341554,18.808872,9.075724,19.81383
"11489","ENSG00000165322","ARHGAP12","94134",7.440019,4.732643,12.986479,2.208696,2.872758
"11490","ENSG00000165323","FAT3","120114",0.079152,0.159002,0.19349,0.019914,0
"11492","ENSG00000165338","HECTD2","143279",3.567964,2.650695,2.107362,1.803506,1.576774
"11494","ENSG00000165355","FBXO33","254170",20.456532,17.938604,21.561427,26.463254,20.866039
"11495","ENSG00000165359","INTS6L","203522",34.284687,32.752972,34.034009,15.951195,22.838997
"11500","ENSG00000165389","SPTSSA","171546",7.602492,9.972805,11.966399,17.263373,14.575281
"11501","ENSG00000165392","WRN","7486",6.840793,7.726379,6.917268,5.443781,9.207097
"11503","ENSG00000165409","TSHR","7253",0.34224,0.127664,0.249193,0.33206,0.31328
"11504","ENSG00000165410","CFL2","1073",7.996927,4.009698,12.853961,4.862092,8.091687
"11505","ENSG00000165416","SUGT1","10910",25.437862,31.783959,36.871228,45.733823,42.74104
"11506","ENSG00000165417","GTF2A1","2957",26.355443,24.54979,19.176008,17.872558,26.320238
"11507","ENSG00000165424","ZCCHC24","219654",4.449618,2.466601,7.519969,1.235986,3.409951
"11508","ENSG00000165434","PGM2L1","283209",5.601601,4.992049,8.636158,3.480756,4.162399
"11511","ENSG00000165457","FOLR2","2350",0.37218,0,0,0.849144,0.097996
"11512","ENSG00000165458","INPPL1","3636",200.427035,182.1875,197.033395,78.072361,130.309421
"11515","ENSG00000165474","GJB2","2706",0.424399,0.4483,0.58556,0.648491,1.269214
"11516","ENSG00000165475","CRYL1","51084",23.295536,23.279647,35.542602,13.5473,24.857426
"11517","ENSG00000165476","REEP3","221035",16.401733,19.52144,31.660576,11.496203,17.283059
"11519","ENSG00000165480","SKA3","221150",5.270419,4.668611,3.126536,24.522787,11.327221
"11520","ENSG00000165487","MICU2","221154",44.64285,52.546748,50.854038,47.640896,52.840752
"11521","ENSG00000165490","DDIAS","220042",1.375412,2.127397,1.29017,13.252422,8.075648
"11522","ENSG00000165494","PCF11","51585",117.655997,98.6321,108.63754,40.236902,60.591445
"11525","ENSG00000165501","LRR1","122769",11.396559,11.24542,12.299963,45.568283,19.52938
"11526","ENSG00000165502","RPL36AL","6166",468.294125,631.353765,455.715899,505.084309,576.435684
"11527","ENSG00000165506","DNAAF2","55172",12.828996,8.533905,14.050438,7.053281,7.179879
"11528","ENSG00000165507","DEPP1","11067",0.046308,0.124764,5.538289,0,0.072902
"11530","ENSG00000165512","ZNF22","7570",20.538324,21.449987,30.262163,26.059806,27.31849
"11531","ENSG00000165516","KLHDC2","23588",68.816326,69.814796,81.463101,33.639919,47.900367
"11532","ENSG00000165521","EML5","161436",2.065235,0.825633,1.253069,1.070353,0.909581
"11533","ENSG00000165525","NEMF","9147",56.208246,53.234515,62.048122,36.427311,55.179897
"11534","ENSG00000165526","RPUSD4","84881",15.103088,17.715912,12.209163,15.350586,17.863125
"11535","ENSG00000165527","ARF6","382",98.574768,109.365162,103.651699,160.093653,201.464086
"11536","ENSG00000165533","TTC8","123016",1.797086,3.884761,0.665752,1.058832,1.100532
"11537","ENSG00000165548","TMEM63C","57156",0.302345,0.05978,0.291532,0.147805,0.643206
"11539","ENSG00000165555","NOXRED1","122945",1.552502,0.902706,0.652604,0.216358,0.192275
"11541","ENSG00000165566","AMER2","219287",0,0,0.01508,0.020695,0.006926
"11542","ENSG00000165568","AKR1E2","83592",0.550797,0.489303,1.464159,2.582735,1.991076
"11543","ENSG00000165572","KBTBD6","89890",5.433582,4.101301,6.798248,2.639869,4.440804
"11547","ENSG00000165591","FAAH2","158584",4.36538,3.265331,6.482331,0.205661,0.51151
"11549","ENSG00000165609","NUDT5","11164",66.760426,74.31285,59.798186,90.434843,86.653142
"11550","ENSG00000165617","DACT1","51339",0.024826,0.038321,0.075096,0,0.351406
"11553","ENSG00000165626","BEND7","222389",0.094127,0.109096,0.506417,0,0.091717
"11554","ENSG00000165629","ATP5F1C","509",157.410487,175.91964,187.914811,271.06046,215.572843
"11555","ENSG00000165630","PRPF18","8559",25.39011,28.671502,24.507501,28.392145,29.442175
"11556","ENSG00000165632","TAF3","83860",9.839919,9.602294,10.58745,10.809549,11.530141
"11557","ENSG00000165633","VSTM4","196740",1.553942,1.045782,2.56325,0.162446,0.450113
"11558","ENSG00000165637","VDAC2","7417",63.346948,62.166432,86.082649,94.674197,75.158463
"11560","ENSG00000165644","COMTD1","118881",36.29575,31.995701,49.93579,26.146055,30.716959
"11561","ENSG00000165646","SLC18A2","6571",0.048305,0.021236,0,0.014186,0.037985
"11562","ENSG00000165650","PDZD8","118987",13.75638,14.791071,17.612584,7.555607,11.713441
"11563","ENSG00000165655","ZNF503","84858",0.139664,0.024566,0.24005,0.311754,0.087876
"11564","ENSG00000165660","ABRAXAS2","23172",9.498233,12.879713,10.666628,13.051029,14.347235
"11565","ENSG00000165661","QSOX2","169714",11.790746,9.937307,12.027687,5.208601,9.867075
"11566","ENSG00000165669","FAM204A","63877",47.561408,62.694024,43.294658,64.284535,64.049468
"11567","ENSG00000165671","NSD1","64324",38.475961,41.017793,35.804971,39.258989,38.43135
"11568","ENSG00000165672","PRDX3","10935",42.190077,57.157753,47.319492,181.094692,93.917401
"11569","ENSG00000165675","ENOX2","10495",10.467143,9.964376,7.815837,8.154463,6.624991
"11570","ENSG00000165678","GHITM","27069",70.871353,88.220911,79.315628,135.620162,114.678263
"11572","ENSG00000165684","SNAPC4","6621",13.591616,11.834677,13.121963,6.965497,10.307692
"11574","ENSG00000165688","PMPCA","23203",38.896868,39.731468,38.869946,41.538143,42.540514
"11575","ENSG00000165689","ENTR1","10807",59.944885,51.121267,81.433974,33.858609,57.868047
"11578","ENSG00000165698","SPACA9","11092",4.244999,3.724674,3.141793,0.554589,1.992473
"11579","ENSG00000165699","TSC1","7248",28.143287,37.270273,22.680983,9.976412,25.501501
"11580","ENSG00000165702","GFI1B","8328",0.06245,0,0.05371,0,0.049123
"11581","ENSG00000165704","HPRT1","3251",36.984167,33.988166,41.415665,97.769324,49.452581
"11582","ENSG00000165714","BORCS5","118426",18.416215,11.940398,10.763901,19.890885,12.950607
"11583","ENSG00000165716","DIPK1B","138311",0.360692,0.141092,0.518107,0.117757,0.048141
"11584","ENSG00000165724","ZMYND19","116225",23.254631,21.420092,45.059736,28.836537,22.791481
"11585","ENSG00000165730","STOX1","219736",0.082993,0.145975,0.049064,0.731263,0.456909
"11586","ENSG00000165731","RET","5979",0.021159,0.116996,0.057106,0.313446,0.251271
"11587","ENSG00000165732","DDX21","9188",20.487433,23.285523,25.401548,56.310665,40.9808
"11588","ENSG00000165733","BMS1","9790",9.13483,8.278264,11.562128,12.693856,12.013492
"11589","ENSG00000165752","STK32C","282974",18.097658,10.331253,24.908968,10.719405,7.535058
"11590","ENSG00000165757","JCAD","57608",0.047932,0,0.049217,0.151945,0.133984
"11591","ENSG00000165762","OR4K2","390431",0.030677,0.026957,0.052575,0.018012,0.072022
"11592","ENSG00000165775","FUNDC2","65991",33.655462,42.590493,41.343572,72.076465,66.218112
"11593","ENSG00000165782","PIP4P1","90809",54.64674,42.019725,42.895661,29.80547,36.734634
"11594","ENSG00000165792","METTL17","64745",93.128556,113.481696,95.547542,52.164353,75.409734
"11595","ENSG00000165794","SLC39A2","29986",0,0.06778,0,0.050624,0.135649
"11596","ENSG00000165795","NDRG2","57447",4.039273,2.619727,7.940396,1.296828,1.907414
"11598","ENSG00000165801","ARHGEF40","55701",0.228738,0.092029,1.978088,0,0.037245
"11599","ENSG00000165802","NSMF","26012",33.977125,19.21011,35.521902,13.11903,26.738278
"11600","ENSG00000165804","ZNF219","51222",6.53166,3.547225,9.581007,3.677286,2.018988
"11601","ENSG00000165805","C12orf50","160419",8.425218,7.592123,7.050269,1.905298,4.555239
"11602","ENSG00000165806","CASP7","840",28.570871,24.490316,33.043023,35.736171,24.175339
"11603","ENSG00000165807","PPP1R36","145376",0.301687,0.133062,0,0.554718,0.155108
"11605","ENSG00000165813","CCDC186","55088",26.493798,28.911609,28.709854,11.563375,18.196362
"11607","ENSG00000165819","METTL3","56339",73.449162,77.628492,73.61254,46.068358,61.167687
"11608","ENSG00000165821","SALL2","6297",1.702123,0.601062,1.737612,0.18396,0.389397
"11610","ENSG00000165832","TRUB1","142940",6.989616,7.573307,6.882537,9.010614,10.01695
"11613","ENSG00000165861","ZFYVE1","53349",12.415289,15.558411,18.571184,7.990387,13.221003
"11614","ENSG00000165863","SPMIP5","143379",0,0,0.145932,0.039872,0.160227
"11615","ENSG00000165868","HSPA12A","259217",0.472799,0.333726,0.432845,0.196797,0.190281
"11616","ENSG00000165874","SHLD2P1","414241",0.60698,0,0,0.029953,0.021015
"11617","ENSG00000165879","FRAT1","10023",13.43574,11.740213,13.6892,4.714701,5.73314
"11618","ENSG00000165886","UBTD1","80019",4.285333,1.993069,6.957023,2.414953,2.015728
"11620","ENSG00000165891","E2F7","144455",2.245651,3.180515,3.316905,11.043227,8.605736
"11621","ENSG00000165895","ARHGAP42","143872",0.362368,0.104243,0.76674,0.011279,0.036525
"11622","ENSG00000165898","ISCA2","122961",23.082664,16.145029,14.701416,21.030472,20.607315
"11623","ENSG00000165899","OTOGL","283310",0.054903,0,0,0.03228,0.026014
"11624","ENSG00000165905","LARGE2","120071",0.070844,0.062475,0.101296,0.464629,1.086235
"11625","ENSG00000165912","PACSIN3","29763",3.712672,0.62282,4.813879,1.15109,0.993597
"11626","ENSG00000165914","TTC7B","145567",3.056213,3.76985,3.592856,3.791168,6.760075
"11627","ENSG00000165915","SLC39A13","91252",56.129412,46.730735,53.12736,22.066459,41.858521
"11628","ENSG00000165916","PSMC3","5702",62.536555,72.611583,58.873352,190.362863,137.53342
"11629","ENSG00000165917","RAPSN","5913",0.549917,0.215002,0.621271,0.088133,0.170565
"11630","ENSG00000165923","AGBL2","79841",5.02285,9.413483,3.085455,0.959141,1.771944
"11632","ENSG00000165934","CPSF2","53981",17.963223,23.070085,14.485842,34.848648,28.005243
"11633","ENSG00000165935","SMCO2","341346",0.517796,0.343757,0.924653,0.179793,0.64822
"11634","ENSG00000165943","MOAP1","64112",56.570447,51.596936,51.094605,30.13333,44.180904
"11635","ENSG00000165948","IFI27L1","122509",20.079527,15.432994,26.962958,57.245408,20.846065
"11638","ENSG00000165959","CLMN","79789",0.145557,0.138612,1.480915,0,0
"11641","ENSG00000165972","CCDC38","120935",0.147383,0.032422,0,0.0433,0.057981
"11643","ENSG00000165983","PTER","9317",8.092096,8.489545,9.995444,9.519477,9.955391
"11644","ENSG00000165985","C1QL3","389941",0,0.033962,0,0.022677,0.060732
"11645","ENSG00000165995","CACNB2","783",0.029731,0.027005,0.34626,0.029391,0.048313
"11646","ENSG00000165996","HACD1","9200",0.74267,0.840697,0.854091,5.413457,2.1027
"11647","ENSG00000165997","ARL5B","221079",9.283025,7.292219,12.913816,6.261034,6.493953
"11648","ENSG00000166002","SMCO4","56935",10.097904,32.073419,21.471395,66.279734,70.695987
"11649","ENSG00000166004","CEP295","85459",17.643355,17.266851,18.126911,15.946601,13.794982
"11652","ENSG00000166012","TAF1D","79101",176.922024,177.519522,199.912191,89.624938,108.256669
"11654","ENSG00000166016","ABTB2","25841",0.278795,0.571761,1.067818,3.056019,0.628307
"11655","ENSG00000166024","R3HCC1L","27291",13.345158,14.759944,16.142168,13.637876,14.245294
"11656","ENSG00000166025","AMOTL1","154810",3.494297,1.557122,1.87606,1.362123,1.596625
"11657","ENSG00000166033","HTRA1","5654",0.180093,0.159012,0.795804,0,0.385952
"11658","ENSG00000166035","LIPC","3990",4.11799,10.609652,12.203287,2.42418,16.738629
"11659","ENSG00000166037","CEP57","9702",53.791834,65.541837,80.339701,45.239039,50.267744
"11660","ENSG00000166046","TCP11L2","255394",25.029301,28.647141,25.563394,6.058348,15.484733
"11662","ENSG00000166068","SPRED1","161742",0.393554,0.344928,0.49791,0.141481,0.259598
