"","Gene","SYMBOL","ENTREZID","KKU213c","KKU213c_V1","KKU213c_V2"
"17360","ENSG00000198356","GET3","439",126.122564,110.750894,120.853925
"17361","ENSG00000198363","ASPH","444",240.073792,260.47864,294.281161
"17363","ENSG00000198369","SPRED2","200734",27.236195,30.671417,35.002572
"17364","ENSG00000198373","WWP2","11060",34.991304,37.621859,39.531706
"17365","ENSG00000198380","GFPT1","2673",22.420648,22.472266,27.836935
"17366","ENSG00000198382","UVRAG","7405",19.995099,20.884394,21.901614
"17368","ENSG00000198393","ZNF26","7574",9.883318,9.825024,9.062456
"17370","ENSG00000198399","ITSN2","50618",25.980803,14.278117,17.604974
"17371","ENSG00000198400","NTRK1","4914",0.027147,0.126578,0.21679
"17373","ENSG00000198408","OGA","10724",37.615584,48.97566,55.007649
"17376","ENSG00000198417","MT1F","4494",14.337531,21.148041,21.999087
"17377","ENSG00000198420","TCAF1","9747",7.576805,5.92576,6.921585
"17378","ENSG00000198429","ZNF69","7620",0.034574,0.7431,0.281612
"17379","ENSG00000198431","TXNRD1","7296",282.523539,392.705773,447.904936
"17380","ENSG00000198435","NRARP","441478",3.402236,1.544307,1.477504
"17381","ENSG00000198440","ZNF583","147949",1.808671,1.851568,1.420414
"17382","ENSG00000198443","KRTAP4-1","85285",0.36807,0,1.060412
"17385","ENSG00000198453","ZNF568","374900",0.798738,1.022945,1.242965
"17386","ENSG00000198455","ZXDB","158586",8.056861,6.592762,7.231729
"17388","ENSG00000198464","ZNF480","147657",2.355425,4.089481,5.969896
"17389","ENSG00000198466","ZNF587","84914",8.692988,9.485728,10.413946
"17390","ENSG00000198467","TPM2","7169",3.396931,2.458811,1.893779
"17392","ENSG00000198478","SH3BGRL2","83699",4.079398,11.669242,11.427556
"17393","ENSG00000198482","ZNF808","388558",4.046935,5.540453,4.941663
"17395","ENSG00000198488","B3GNT6","192134",0.02722,0,0.043661
"17396","ENSG00000198492","YTHDF2","51441",43.999342,44.583137,50.994964
"17397","ENSG00000198498","TMA16","55319",17.911902,18.743004,17.803053
"17399","ENSG00000198513","ATL1","51062",0.140307,0.459814,1.535027
"17401","ENSG00000198517","MAFK","7975",41.388583,49.023545,50.883355
"17402","ENSG00000198520","ARMH1","339541",0,0.193193,0.031136
"17404","ENSG00000198522","GPN1","11321",41.226232,26.546848,29.44731
"17407","ENSG00000198535","C2CD4A","145741",0,0.072045,0.122207
"17408","ENSG00000198538","ZNF28","7576",7.351308,25.518489,15.271276
"17409","ENSG00000198542","ITGBL1","9358",6.824826,4.174815,3.934068
"17410","ENSG00000198546","ZNF511","118472",50.210429,25.492721,27.183916
"17412","ENSG00000198551","ZNF627","199692",2.834676,3.520597,3.348585
"17413","ENSG00000198553","KCNRG","283518",0.342363,0.109735,0.143125
"17414","ENSG00000198554","WDHD1","11169",29.146507,13.823713,12.041592
"17416","ENSG00000198556","ZNF789","285989",11.45655,9.935721,9.555698
"17417","ENSG00000198561","CTNND1","1500",25.991292,25.401075,31.048469
"17419","ENSG00000198569","SLC34A3","142680",0.28645,0.529638,0.468887
"17422","ENSG00000198574","SH2D1B","117157",0.133884,0.283528,0.509387
"17423","ENSG00000198576","ARC","23237",0.248177,0.494815,0.524634
"17425","ENSG00000198585","NUDT16","131870",7.692647,9.738601,10.946204
"17426","ENSG00000198586","TLK1","9874",19.794771,13.820649,16.932452
"17427","ENSG00000198589","LRBA","987",10.933574,14.489416,16.74489
"17431","ENSG00000198604","BAZ1A","11177",44.502567,31.272341,30.367589
"17433","ENSG00000198612","COPS8","10920",45.351842,47.692635,50.7515
"17435","ENSG00000198624","CCDC69","26112",7.268556,9.380042,11.172585
"17436","ENSG00000198625","MDM4","4194",5.649518,3.44706,5.505507
"17437","ENSG00000198626","RYR2","6262",0.163062,0.16654,0.170508
"17438","ENSG00000198633","ZNF534","147658",0.115432,0.230531,0.331732
"17439","ENSG00000198642","KLHL9","55958",7.170925,9.014143,9.688634
"17440","ENSG00000198643","FAM3D","131177",0,0.086096,0.045682
"17441","ENSG00000198646","NCOA6","23054",17.866203,13.825259,17.356413
"17442","ENSG00000198648","STK39","27347",18.506142,12.818303,14.082971
"17445","ENSG00000198663","C6orf89","221477",17.98899,17.570518,18.813146
"17446","ENSG00000198668","CALM1","801",522.196867,531.565212,568.416648
"17448","ENSG00000198673","TAFA2","338811",2.052908,0.337764,1.012597
"17450","ENSG00000198677","SKIC3","9652",17.210834,18.097904,19.430105
"17452","ENSG00000198680","TUSC1","286319",5.132839,3.448378,3.521779
"17453","ENSG00000198681","MAGEA1","4100",0.333354,0.50439,0.769131
"17454","ENSG00000198682","PAPSS2","9060",1.39902,2.928015,3.330324
"17455","ENSG00000198689","SLC9A6","10479",6.620932,7.592551,6.237444
"17457","ENSG00000198691","ABCA4","24",0.440252,0.701179,0.170033
"17458","ENSG00000198692","EIF1AY","9086",0.021006,0.06299,0.016842
"17459","ENSG00000198695","ND6","4541",290.412964,344.249334,218.431452
"17460","ENSG00000198700","IPO9","55705",38.753708,27.998357,27.719416
"17463","ENSG00000198707","CEP290","80184",8.200286,11.57442,7.758658
"17464","ENSG00000198712","COX2","4513",14618.23562,20437.66746,15838.33224
"17465","ENSG00000198715","GLMP","112770",19.957486,20.841003,25.89573
"17466","ENSG00000198718","TOGARAM1","23116",2.816119,3.445729,3.272149
"17467","ENSG00000198719","DLL1","28514",4.538506,1.945679,1.33537
"17468","ENSG00000198720","ANKRD13B","124930",19.776086,13.251978,14.461305
"17469","ENSG00000198721","ECI2","10455",35.749996,49.306611,58.347551
"17470","ENSG00000198722","UNC13B","10497",7.6364,7.257365,8.595015
"17471","ENSG00000198723","SAXO5","374877",0.694505,0.147223,0.253134
"17472","ENSG00000198727","CYTB","4519",4167.639738,6977.004408,4500.684243
"17473","ENSG00000198728","LDB1","8861",17.911627,23.856233,23.368191
"17474","ENSG00000198729","PPP1R14C","81706",7.425138,12.320021,13.448775
"17475","ENSG00000198730","CTR9","9646",35.497208,38.889691,41.423139
"17476","ENSG00000198732","SMOC1","64093",6.612707,7.636461,8.374629
"17477","ENSG00000198734","F5","2153",0.00899,2.385675,2.463728
"17478","ENSG00000198736","MSRB1","51734",17.524962,31.034613,34.352561
"17481","ENSG00000198740","ZNF652","22834",3.877368,3.677655,3.632365
"17482","ENSG00000198742","SMURF1","57154",15.809693,12.844977,14.810683
"17483","ENSG00000198743","SLC5A3","6526",27.358016,19.089308,21.649036
"17484","ENSG00000198744","MTCO3P12","107075270",1.036221,0.631929,0.511943
"17485","ENSG00000198746","GPATCH3","63906",9.324579,9.846637,9.998795
"17486","ENSG00000198752","CDC42BPB","9578",28.188055,20.831457,24.310249
"17487","ENSG00000198753","PLXNB3","5365",1.900574,4.823734,6.51015
"17488","ENSG00000198754","OXCT2","64064",0.347451,0.11682,0.185866
"17489","ENSG00000198755","RPL10A","4736",1238.473122,1149.248167,1224.92568
"17490","ENSG00000198756","COLGALT2","23127",0.058659,0.056066,0.190394
"17493","ENSG00000198763","ND2","4536",5006.247794,7258.499529,5284.154467
"17495","ENSG00000198768","APCDD1L","164284",2.83379,0.993151,0.461019
"17496","ENSG00000198771","RCSD1","92241",2.856065,2.336157,2.795409
"17497","ENSG00000198774","RASSF9","9182",1.479689,0.915526,1.018685
"17498","ENSG00000198780","FAM169A","26049",11.313071,6.742347,7.448773
"17499","ENSG00000198783","ZNF830","91603",7.805308,7.366859,7.997225
"17501","ENSG00000198786","ND5","4540",1668.18011,2473.093938,1722.220258
"17504","ENSG00000198791","CNOT7","29883",72.331478,61.389298,70.333387
"17505","ENSG00000198792","TMEM184B","25829",41.152133,37.850853,38.224606
"17506","ENSG00000198793","MTOR","2475",19.880673,12.8271,15.127301
"17507","ENSG00000198794","SCAMP5","192683",0.231912,1.554283,1.733714
"17508","ENSG00000198795","ZNF521","25925",0.198364,0.903824,0.765171
"17509","ENSG00000198796","ALPK2","115701",0,0.074987,0.058038
"17511","ENSG00000198798","MAGEB3","4114",0,0.052346,0.071262
"17512","ENSG00000198799","LRIG2","9860",2.335341,2.667197,2.379761
"17513","ENSG00000198804","COX1","4512",8434.340811,13420.04262,8869.823684
"17514","ENSG00000198805","PNP","4860",94.329454,79.268598,82.476153
"17515","ENSG00000198807","PAX9","5083",0.596009,0.774738,0.867908
"17517","ENSG00000198814","GK","2710",7.363919,9.366517,8.834444
"17518","ENSG00000198815","FOXJ3","22887",13.304278,17.935929,16.501721
"17519","ENSG00000198816","ZNF358","140467",1.880958,1.951483,1.976814
"17520","ENSG00000198818","SFT2D1","113402",79.502149,71.31974,78.947258
"17523","ENSG00000198824","CHAMP1","283489",27.831733,20.801126,18.925377
"17524","ENSG00000198825","INPP5F","22876",6.699012,6.390068,7.431438
"17526","ENSG00000198829","SUCNR1","56670",0.015488,0.105404,0.062076
"17527","ENSG00000198830","HMGN2","3151",260.054716,93.890628,96.195369
"17528","ENSG00000198832","SELENOM","140606",17.507358,33.227835,34.213364
"17529","ENSG00000198833","UBE2J1","51465",27.955624,24.71722,26.06883
"17530","ENSG00000198835","GJC2","57165",1.129807,1.385781,1.298138
"17531","ENSG00000198836","OPA1","4976",69.187044,75.237699,67.969724
"17532","ENSG00000198837","DENND4B","9909",31.964478,20.560471,19.561623
"17533","ENSG00000198838","RYR3","6263",0.052725,0.028342,0.067863
"17534","ENSG00000198839","ZNF277","11179",17.19904,21.971677,23.528059
"17535","ENSG00000198840","ND3","4537",8752.695134,11950.1307,10503.06354
"17536","ENSG00000198841","KTI12","112970",13.042802,13.218995,13.925099
"17538","ENSG00000198843","SELENOT","51714",56.928737,52.530648,53.76221
"17540","ENSG00000198846","TOX","9760",0.031375,0.035587,0.012575
"17543","ENSG00000198853","RUSC2","9853",6.981785,5.590678,6.296561
"17544","ENSG00000198854","KPLCE","100129271",0.260755,0.131627,0.489261
"17545","ENSG00000198855","FICD","11153",2.24982,1.721685,2.047112
"17546","ENSG00000198856","OSTC","58505",73.92591,88.890515,103.789944
"17548","ENSG00000198858","R3HDM4","91300",71.063612,49.47224,51.644564
"17549","ENSG00000198860","TSEN15","116461",22.092993,24.881573,26.971343
"17550","ENSG00000198862","LTN1","26046",10.91313,9.745414,12.92965
"17551","ENSG00000198863","RUNDC1","146923",12.115136,12.39876,11.386384
"17552","ENSG00000198865","CCDC152","100129792",0.057413,0.159196,0.214804
"17554","ENSG00000198873","GRK5","2869",15.705561,14.581815,13.926765
"17555","ENSG00000198874","TYW1","55253",9.07114,9.772219,10.489417
"17556","ENSG00000198876","DCAF12","25853",17.157473,12.300837,13.082569
"17557","ENSG00000198879","SFMBT2","57713",0.181492,0.725585,1.094616
"17559","ENSG00000198883","PNMA5","114824",0.021262,0.016079,0
"17561","ENSG00000198886","ND4","4538",7890.430244,13044.17996,8356.76642
"17562","ENSG00000198887","SMC5","23137",21.777662,13.07476,17.618711
"17563","ENSG00000198888","ND1","4535",3895.19899,6044.866188,3771.963226
"17565","ENSG00000198890","PRMT6","55170",25.930869,29.008933,32.69908
"17566","ENSG00000198892","SHISA4","149345",1.839408,3.979135,3.7436
"17567","ENSG00000198894","CIPC","85457",11.869208,13.011241,13.89165
"17568","ENSG00000198898","CAPZA2","830",107.92826,98.432213,109.534993
"17569","ENSG00000198899","ATP6","4508",10503.46218,17700.57526,12119.72365
"17570","ENSG00000198900","TOP1","7150",110.589862,94.517141,100.451826
"17571","ENSG00000198901","PRC1","9055",136.04218,87.25495,92.287197
"17572","ENSG00000198908","GPRASP3","80823",7.940166,11.799856,11.385938
"17573","ENSG00000198909","MAP3K3","4215",6.779184,5.203544,6.859376
"17574","ENSG00000198910","L1CAM","3897",2.193806,5.712332,5.075899
"17575","ENSG00000198911","SREBF2","6721",105.31792,107.907142,118.527904
"17576","ENSG00000198912","C1orf174","339448",16.847267,11.335227,11.535496
"17579","ENSG00000198917","SPOUT1","51490",48.07759,20.907242,25.603937
"17580","ENSG00000198918","RPL39","6170",3555.291485,3355.176984,3862.568629
"17581","ENSG00000198919","DZIP3","9666",4.417854,5.327597,5.819174
"17582","ENSG00000198920","KIAA0753","9851",7.849396,5.61963,5.916262
"17584","ENSG00000198924","DCLRE1A","9937",9.497485,7.328332,8.61414
"17585","ENSG00000198925","ATG9A","79065",30.249687,37.133563,47.945939
"17586","ENSG00000198929","NOS1AP","9722",1.157728,1.754179,1.767518
"17587","ENSG00000198930","CSAG1","158511",47.05105,49.895515,62.891511
"17588","ENSG00000198931","APRT","353",199.14464,157.070864,157.178872
"17589","ENSG00000198932","GPRASP1","9737",0.22725,0.273311,0.289696
"17590","ENSG00000198933","TBKBP1","9755",0.110096,1.073803,0.454204
"17591","ENSG00000198934","MAGEE1","57692",0.036023,0.040861,0.028879
"17592","ENSG00000198937","CCDC167","154467",35.641088,45.207827,48.50402
"17593","ENSG00000198938","COX3","4514",7487.768733,13466.95366,8689.843468
"17595","ENSG00000198944","SOWAHA","134548",0.390618,0.108832,0.04945
"17596","ENSG00000198945","L3MBTL3","84456",3.075002,11.431084,12.247485
"17597","ENSG00000198947","DMD","1756",9.450456,11.817183,15.171124
"17599","ENSG00000198951","NAGA","4668",9.129752,13.474893,13.074014
"17600","ENSG00000198952","SMG5","23381",65.985546,50.223483,51.998243
"17601","ENSG00000198954","KIFBP","26128",27.137598,20.287372,22.015496
"17602","ENSG00000198959","TGM2","7052",24.783605,24.243927,27.4882
"17603","ENSG00000198960","ARMCX6","54470",41.325868,43.561883,41.542768
"17604","ENSG00000198961","PJA2","9867",15.128842,25.672391,27.571211
"17605","ENSG00000198963","RORB","6096",0.019643,0.084714,0.035549
"17606","ENSG00000198964","SGMS1","259230",15.390993,15.508903,11.122791
"17608","ENSG00000198967","OR10Z1","128368",0.030081,0.007581,0
"17800","ENSG00000203326","ZNF525","170958",5.585629,7.389911,6.885733
"17812","ENSG00000203485","INF2","64423",95.279231,65.127425,68.026205
"17813","ENSG00000203489","HMGB1P39","100419972",0.192821,0.351971,0.916359
"17815","ENSG00000203499","IQANK1","642574",42.923589,35.184692,34.206653
"17827","ENSG00000203663","OR2L2","26246",1.04134,0.881726,1.100647
"17829","ENSG00000203666","EFCAB2","84288",0.74665,0.147315,0.993147
"17830","ENSG00000203667","COX20","116228",41.252234,28.754235,31.021911
"17832","ENSG00000203685","STUM","375057",0,0.01198,0.013091
"17834","ENSG00000203697","CAPN8","388743",14.212713,20.685843,22.016111
"17835","ENSG00000203705","TATDN3","128387",2.357059,6.086652,3.52156
"17837","ENSG00000203722","RAET1G","353091",6.146619,10.853559,11.16476
"17838","ENSG00000203724","C1orf53","388722",2.329789,0.679661,4.103846
"17839","ENSG00000203727","SAMD5","389432",17.859983,29.519879,33.926488
"17844","ENSG00000203740","NTMT2","149281",0.081894,0.062003,0.197517
"17849","ENSG00000203760","CENPW","387103",113.634398,116.120914,113.142183
"17851","ENSG00000203772","SPRN","503542",0.149002,0.063983,0.16959
"17852","ENSG00000203778","FAM229B","619208",6.441276,13.698488,19.885706
"17853","ENSG00000203780","FANK1","92565",0.640692,1.060183,0.233885
"17856","ENSG00000203783","PRR9","574414",0.807362,0.752044,0.3492
"17858","ENSG00000203785","SPRR2E","6704",4.108059,4.189109,3.197551
"17859","ENSG00000203786","KPRP","448834",0.977282,1.745217,2.481987
"17860","ENSG00000203791","EEF1AKMT2","399818",18.997865,16.209814,23.64534
"17862","ENSG00000203797","DDO","8528",0.071459,0.195873,0.155797
"17863","ENSG00000203799","CCDC162P","221262",0.191995,0.713008,1.342459
"17864","ENSG00000203805","PLPP4","196051",1.410502,0.633762,0.153667
"17865","ENSG00000203811","H3C14","126961",0.865351,0.294611,0.416708
"17867","ENSG00000203814","H2BC18","440689",0.249961,0.641595,0.623981
"17872","ENSG00000203857","HSD3B1","3283",0,0.096827,0.305502
"17875","ENSG00000203867","RBM20","282996",0.370964,0.748455,0.78744
"17877","ENSG00000203872","C6orf163","206412",0.357145,1.462629,2.146453
"17880","ENSG00000203879","GDI1","2664",58.797786,72.108841,80.154512
"17883","ENSG00000203896","LIME1","54923",10.9977,7.454624,8.20572
"17884","ENSG00000203907","OOEP","441161",0.744254,1.026779,1.805578
"17892","ENSG00000203943","SAMD13","148418",0.256028,0.629022,0.852701
"17893","ENSG00000203950","RTL8A","26071",47.389292,45.934305,41.710086
"17894","ENSG00000203952","CCDC160","347475",0,0.059775,0.063405
"17896","ENSG00000203965","EFCAB7","84455",8.032552,8.327941,9.675851
"17899","ENSG00000203985","LDLRAD1","388633",0.743424,0.236783,0.26902
"17901","ENSG00000203995","ZYG11A","440590",0.049475,0.01252,0.013227
"17907","ENSG00000204019","CT83","203413",0,0.616465,0.492472
"17908","ENSG00000204020","LIPN","643418",0,0.09718,0.361011
"17914","ENSG00000204052","LRRC73","221424",0.097574,0.319824,0.391366
"17917","ENSG00000204065","TCEAL5","340543",0,0.350867,0.106408
"17918","ENSG00000204070","SYS1","90196",28.537473,25.828606,25.5458
"17921","ENSG00000204084","INPP5B","3633",4.264218,1.989943,2.042988
"17922","ENSG00000204086","RPA4","29935",0.28248,0.427458,0.718045
"17923","ENSG00000204103","MAFB","9935",0.019369,0.014647,0.015529
"17924","ENSG00000204104","TRAF3IP1","26146",9.70156,9.469706,11.14455
"17926","ENSG00000204116","CHIC1","53344",5.143352,6.158377,6.257628
"17927","ENSG00000204118","NAP1L6P","645996",0.407029,1.565102,0.979613
"17928","ENSG00000204120","GIGYF2","26058",22.466742,20.985134,22.346709
"17931","ENSG00000204130","RUFY2","55680",10.093746,8.144514,9.547606
"17934","ENSG00000204138","PHACTR4","65979",18.161601,16.981399,17.056632
"17936","ENSG00000204147","ASAH2B","653308",7.745194,4.317253,2.791025
"17937","ENSG00000204149","AGAP6","414189",5.086114,4.844819,3.81287
"17938","ENSG00000204152","TIMM23B","100652748",11.4897,11.257862,14.330726
"17939","ENSG00000204160","ZDHHC18","84243",13.884026,10.533827,9.934944
"17942","ENSG00000204172","AGAP9","642517",5.842039,3.445696,3.804334
"17944","ENSG00000204174","NPY4R","5540",0,0.267252,0.220483
"17945","ENSG00000204175","GPRIN2","9721",0,0.222806,0.142245
"17946","ENSG00000204176","SYT15","83849",0.507311,2.147319,1.84626
"17948","ENSG00000204178","MACO1","55219",10.905198,13.022254,12.362466
"17949","ENSG00000204179","PTPN20","26095",0,0.13707,0.246812
"17950","ENSG00000204186","ZDBF2","57683",0.947259,0.588707,0.704629
"17957","ENSG00000204217","BMPR2","659",2.796681,4.608455,4.817516
"17958","ENSG00000204219","TCEA3","6920",0.543399,0.836877,0.857916
"17962","ENSG00000204228","HSD17B8","7923",5.636402,14.202259,13.004421
"17964","ENSG00000204237","OXLD1","339229",12.370309,18.210083,18.300669
"17971","ENSG00000204262","COL5A2","1290",0.439109,0.658516,0.433741
"17974","ENSG00000204271","SPIN3","169981",6.134382,6.382689,6.189394
"17975","ENSG00000204272","NBDY","550643",20.866779,33.1635,40.232872
"17977","ENSG00000204279","PAGE3","139793",0,0.092895,0.296232
"17980","ENSG00000204291","COL15A1","1306",0.105958,0.311563,0.377426
"17987","ENSG00000204311","PJVK","494513",0.191589,0.865056,0.145233
"17989","ENSG00000204316","MRPL38","64978",63.967471,42.843134,43.335928
"17990","ENSG00000204323","SMIM5","643008",0.046935,0.011245,0.011921
"17991","ENSG00000204334","ERICH2","285141",0.172617,0.130911,0.139333
"17992","ENSG00000204335","SP5","389058",0.37541,0.129078,1.26574
"18003","ENSG00000204363","SPANXN5","494197",0.114089,0,0.320676
"18006","ENSG00000204370","SDHD","6392",89.976721,69.587462,76.187971
"18020","ENSG00000204397","CARD16","114769",71.385562,180.75439,198.883709
"18023","ENSG00000204406","MBD5","55777",3.191487,4.848779,7.559574
"18035","ENSG00000204442","NALF1","728215",0.553419,0.507675,0.53806
"18047","ENSG00000204480","PRAMEF19","645414",0,0.038673,0.164135
"18056","ENSG00000204514","ZNF814","730051",2.102534,1.051126,1.02348
"18059","ENSG00000204519","ZNF551","90233",5.67282,7.924173,8.674152
"18061","ENSG00000204524","ZNF805","390980",1.080664,1.783781,1.42673
"18078","ENSG00000204571","KRTAP5-11","440051",0.641421,0.729481,0.38809
"18086","ENSG00000204604","ZNF468","90333",10.956264,17.91135,19.175173
"18088","ENSG00000204611","ZNF616","90317",5.29153,4.084176,5.020299
"18095","ENSG00000204623","POLR1HASP","80862",1.447238,2.355931,1.857878
"18096","ENSG00000204624","DISP3","57540",0.09204,0,0.167717
"18097","ENSG00000204628","RACK1","10399",2266.795982,2099.932578,2243.094799
"18099","ENSG00000204634","TBC1D8","11138",14.057815,14.713678,16.179952
"18104","ENSG00000204650","LINC02210","147081",19.972931,21.817782,25.082156
"18116","ENSG00000204673","AKT1S1","84335",75.915872,46.263193,52.409746
"18117","ENSG00000204677","FAM153CP","653316",0.148062,0.183044,0.278786
"18119","ENSG00000204682","MIR1915HG","399726",1.200129,2.618862,2.597623
"18128","ENSG00000204699","UBTFL3","129870",0.078516,0,0.126228
"18139","ENSG00000204740","MALRD1","340895",0,0.013889,0.011589
"18140","ENSG00000204745","LOC102724642","102724642",0.485948,0.654894,0.530841
"18141","ENSG00000204764","RANBP17","64901",7.471303,6.365713,6.923716
"18142","ENSG00000204767","INSYN2B","100131897",0.13286,0.083731,0.142041
"18144","ENSG00000204778","ZNG1DP","653510",2.181023,0,0.95338
"18145","ENSG00000204779","FOXD4L5","653427",0.276794,0.080513,0.364559
"18153","ENSG00000204815","ODAD4","83538",0.140366,0.465693,1.198086
"18156","ENSG00000204822","MRPL53","116540",63.010816,62.168638,64.558656
"18158","ENSG00000204839","MROH6","642475",81.244752,44.096711,61.299159
"18159","ENSG00000204842","ATXN2","6311",36.851191,37.349933,36.138562
"18160","ENSG00000204843","DCTN1","1639",76.008594,77.680376,76.354061
"18163","ENSG00000204852","TCTN1","79600",7.301143,7.091005,14.94125
"18164","ENSG00000204856","FAM216A","29902",13.86698,7.483658,9.846858
"18165","ENSG00000204859","ZBTB48","3104",14.353647,19.486097,15.273482
"18167","ENSG00000204869","IGFL4","444882",0.123263,0.186447,0.606128
"18175","ENSG00000204899","MZT1","440145",52.482585,32.934151,34.925207
"18176","ENSG00000204909","SPINK9","643394",10.072734,12.042774,12.905255
"18179","ENSG00000204920","ZNF155","7711",1.233985,1.55724,3.499399
"18180","ENSG00000204922","UQCC3","790955",34.109591,26.783792,28.203656
"18181","ENSG00000204923","FBXO48","554251",1.273319,2.063736,1.624677
"18185","ENSG00000204936","CD177","57126",1.573871,0.84032,0.470328
"18186","ENSG00000204941","PSG5","5673",0.395445,0,0.830258
"18187","ENSG00000204946","ZNF783","100289678",7.505489,7.033456,8.908126
"18188","ENSG00000204947","ZNF425","155054",0.614897,0.995929,1.092164
"18191","ENSG00000204954","UQCC6","728568",18.504257,19.136757,18.186605
"18192","ENSG00000204956","PCDHGA1","56114",0,0.253155,0.424143
"18194","ENSG00000204961","PCDHA9","9752",0.009157,0,0.007338
"18196","ENSG00000204963","PCDHA7","56141",0.045562,0,0.018267
"18198","ENSG00000204967","PCDHA4","56144",0.187702,0.126314,0.180527
"18200","ENSG00000204970","PCDHA1","56147",0.031144,0.111552,0.049965
"18201","ENSG00000204977","TRIM13","10206",18.553951,10.573502,12.485
"18207","ENSG00000204991","SPIRE2","84501",10.224733,11.506398,9.76071
"18214","ENSG00000205035","GRM5P1","440040",0.031811,0,0.051036
"18215","ENSG00000205038","PKHD1L1","93035",0,0.22974,0.22338
"18217","ENSG00000205045","SLFN12L","100506736",0.084871,0.223125,0.293339
"18219","ENSG00000205060","SLC35B4","84912",11.656137,13.74254,12.033118
"18221","ENSG00000205078","SYCE1L","100130958",0.622178,0.226958,0.40185
"18222","ENSG00000205084","TMEM231","79583",14.196948,14.326546,13.426579
"18223","ENSG00000205085","GARIN1A","346653",0.087679,0.021143,0.07987
"18224","ENSG00000205086","LINC02898","400950",0.350788,0.357047,0.465142
"18225","ENSG00000205089","CCNI2","645121",0.173472,0.076979,0.069568
"18226","ENSG00000205090","TMEM240","339453",1.46422,1.361554,1.193942
"18231","ENSG00000205111","CDKL4","344387",1.204137,2.663723,0.603674
"18235","ENSG00000205133","TRIQK","286144",3.896822,6.053556,11.57772
"18236","ENSG00000205138","SDHAF1","644096",13.110765,8.54429,10.534982
"18237","ENSG00000205143","ARID3C","138715",0,0.039639,0.084119
"18238","ENSG00000205155","PSENEN","55851",71.457818,83.62368,84.667964
"18240","ENSG00000205177","C11orf91","100131378",0.225372,0.539449,1.764377
"18243","ENSG00000205189","ZBTB10","65986",2.522935,6.968872,6.512594
"18244","ENSG00000205208","C4orf46","201725",5.676676,5.041566,5.227587
"18247","ENSG00000205213","LGR4","55366",29.695835,44.532214,47.360993
"18249","ENSG00000205220","PSMB10","5699",33.047397,11.579039,20.09544
"18252","ENSG00000205238","SPDYE2","441273",0,0.124949,0.050927
"18254","ENSG00000205250","E2F4","1874",138.992226,101.776622,114.829492
"18257","ENSG00000205268","PDE7A","5150",10.98959,13.643455,12.303278
"18258","ENSG00000205269","TMEM170B","100113407",0.172665,0.902454,0.836159
"18259","ENSG00000205274","TRBV20OR9-2","6962",0,0.825253,0.293998
"18260","ENSG00000205277","MUC12","10071",0.570819,0.546351,0.460139
"18263","ENSG00000205302","SNX2","6643",25.974036,40.718056,51.067558
"18264","ENSG00000205307","SAP25","100316904",8.777124,5.604739,5.096031
"18265","ENSG00000205309","NT5M","56953",0.116508,0.465971,0.135978
"18268","ENSG00000205323","SARNP","84324",80.496866,55.733926,62.222192
"18275","ENSG00000205336","ADGRG1","9289",64.962358,51.638472,56.940794
"18276","ENSG00000205339","IPO7","10527",122.519736,69.738272,70.301315
"18277","ENSG00000205352","PRR13","54458",197.309445,213.723468,237.916226
"18278","ENSG00000205356","TECPR1","25851",8.531338,10.412936,11.071837
"18283","ENSG00000205362","MT1A","4489",16.762865,31.468285,33.654387
"18289","ENSG00000205413","SAMD9","54809",13.266887,29.998655,32.964035
"18290","ENSG00000205420","KRT6A","3853",131.699087,78.049842,85.321067
"18291","ENSG00000205423","CNEP1R1","255919",19.096129,14.459211,16.981616
"18292","ENSG00000205426","KRT81","3887",0.145398,0.235895,0.083428
"18294","ENSG00000205436","EXOC3L4","91828",0.538772,0.816902,0.173604
"18302","ENSG00000205476","CCDC85C","317762",50.718303,37.373191,42.213333
"18310","ENSG00000205517","RGL3","57139",18.286226,19.288914,15.785754
"18313","ENSG00000205542","TMSB4X","7114",3194.184801,2848.800356,3547.250141
"18314","ENSG00000205544","TMEM256","254863",62.028943,116.692999,126.516166
"18316","ENSG00000205560","CPT1B","1375",2.646687,5.199855,4.561188
