"","Gene","SYMBOL","ENTREZID","KKU055","KKU055_V1","KKU055_V2"
"15291","ENSG00000183605","SFXN4","119559",64.651485,55.787606,52.649391
"15293","ENSG00000183615","FAM167B","84734",0.294725,0.982714,0.71037
"15294","ENSG00000183617","MRPL54","116541",102.149661,54.867381,58.801894
"15295","ENSG00000183621","ZNF438","220929",1.376128,1.233901,1.328357
"15296","ENSG00000183624","HMCES","56941",44.93217,44.091355,38.110603
"15304","ENSG00000183644","HOATZ","399949",0.027367,0,0.019035
"15305","ENSG00000183647","ZNF530","348327",6.081143,9.228271,7.299055
"15306","ENSG00000183648","NDUFB1","4707",319.593369,313.809159,295.5022
"15308","ENSG00000183655","KLHL25","64410",5.02746,7.649393,6.839955
"15311","ENSG00000183665","TRMT12","55039",13.447348,7.327129,8.875059
"15315","ENSG00000183682","BMP8A","353500",0,0.178664,0.105705
"15316","ENSG00000183684","ALYREF","10189",283.449477,201.371137,195.868654
"15317","ENSG00000183688","RFLNB","359845",6.916856,16.829006,15.428803
"15318","ENSG00000183690","EFHC2","80258",0.121752,0.606872,0.882681
"15319","ENSG00000183691","NOG","9241",0.328334,1.233319,1.650746
"15321","ENSG00000183696","UPP1","7378",36.067147,54.83374,50.72327
"15326","ENSG00000183718","TRIM52","84851",1.325781,2.745718,1.728523
"15327","ENSG00000183722","LHFPL6","10186",5.325516,8.092072,7.529362
"15328","ENSG00000183723","CMTM4","146223",17.257937,19.945904,19.585688
"15329","ENSG00000183726","TMEM50A","23585",20.703556,23.961556,18.662449
"15333","ENSG00000183735","TBK1","29110",18.063769,16.732264,18.068264
"15334","ENSG00000183741","CBX6","23466",41.665796,47.871234,42.17022
"15335","ENSG00000183742","MACC1","346389",0.13079,0.19853,0.194623
"15336","ENSG00000183747","ACSM2A","123876",0,0.151498,0.291485
"15337","ENSG00000183751","TBL3","10607",19.974753,22.322073,22.36684
"15338","ENSG00000183760","ACP7","390928",0,0.275948,0.339428
"15339","ENSG00000183762","KREMEN1","83999",7.13967,11.14287,10.376379
"15340","ENSG00000183763","TRAIP","10293",20.922988,25.91252,25.927353
"15341","ENSG00000183765","CHEK2","11200",28.90718,29.019773,25.559132
"15342","ENSG00000183770","FOXL2","668",8.204464,6.970811,8.040584
"15343","ENSG00000183773","AIFM3","150209",1.489045,0.815932,0.682178
"15344","ENSG00000183775","KCTD16","57528",0.127997,0.232119,0.259003
"15346","ENSG00000183779","ZNF703","80139",6.741122,9.915399,9.257436
"15347","ENSG00000183780","SLC35F3","148641",0.127584,0.051138,0.123199
"15349","ENSG00000183784","DOCK8-AS1","157983",0.15944,0.106508,0.042766
"15350","ENSG00000183785","TUBA8","51807",8.155672,5.129847,5.183612
"15355","ENSG00000183801","OLFML1","283298",1.054662,1.363934,1.156368
"15357","ENSG00000183808","RBM12B","389677",37.021816,54.834903,49.516367
"15358","ENSG00000183813","CCR4","1233",0.071061,0.024297,0.202315
"15359","ENSG00000183814","LIN9","286826",12.994758,8.988695,8.185066
"15360","ENSG00000183826","BTBD9","114781",6.736236,10.515096,10.734459
"15361","ENSG00000183828","NUDT14","256281",18.979497,16.142639,16.936859
"15362","ENSG00000183831","ANKRD45","339416",4.38109,8.023596,7.160869
"15363","ENSG00000183833","CFAP91","89876",3.377868,6.818313,4.821953
"15364","ENSG00000183837","PNMA3","29944",0,0.023223,0.03212
"15365","ENSG00000183840","GPR39","2863",1.010581,1.119218,1.048582
"15368","ENSG00000183853","KIRREL1","55243",36.868379,30.978891,29.688004
"15369","ENSG00000183856","IQGAP3","128239",12.322872,12.19634,11.249652
"15371","ENSG00000183864","TOB2","10766",28.573684,21.226298,21.74349
"15372","ENSG00000183873","SCN5A","6331",0.059657,0.095678,0.415638
"15373","ENSG00000183876","ARSI","340075",0,0.18559,0.130407
"15377","ENSG00000183891","TTC32","130502",9.286875,6.420946,5.72894
"15378","ENSG00000183908","LRRC55","219527",0,0.026181,0.010512
"15381","ENSG00000183914","DNAH2","146754",0.024559,0.035594,0.032743
"15385","ENSG00000183935","HTR7P1","93164",1.020311,2.889337,3.152857
"15387","ENSG00000183943","PRKX","5613",17.499568,23.377485,26.315713
"15388","ENSG00000183955","KMT5A","387893",45.64903,59.735051,67.151569
"15389","ENSG00000183960","KCNH8","131096",0.498272,0.981666,0.511588
"15390","ENSG00000183963","SMTN","6525",45.961453,47.897508,49.549983
"15391","ENSG00000183971","NPW","283869",1.903242,5.679352,7.008809
"15393","ENSG00000183978","COA3","28958",55.409964,66.258561,68.167932
"15394","ENSG00000183979","NPB","256933",0.803147,0.526275,0.028767
"15396","ENSG00000184005","ST6GALNAC3","256435",0.835244,0.97331,1.611294
"15397","ENSG00000184007","PTP4A2","8073",735.976693,788.37718,762.283085
"15398","ENSG00000184009","ACTG1","71",4562.140025,4447.252151,4339.863333
"15400","ENSG00000184014","DENND5A","23258",89.16875,91.599192,89.829839
"15404","ENSG00000184047","DIABLO","56616",56.116244,48.617861,51.106245
"15406","ENSG00000184056","VPS33B","26276",8.091258,11.549209,6.761904
"15407","ENSG00000184058","TBX1","6899",0,0.05554,0.185556
"15408","ENSG00000184060","ADAP2","55803",1.262141,2.607822,1.767972
"15409","ENSG00000184076","UQCR10","29796",105.192162,98.840753,97.568112
"15410","ENSG00000184083","FAM120C","54954",7.734415,9.691585,8.275131
"15415","ENSG00000184110","EIF3C","8663",504.444691,485.289237,458.589688
"15419","ENSG00000184117","NIPSNAP1","8508",78.936963,77.032148,76.850739
"15422","ENSG00000184144","CNTN2","6900",0.319633,0.273054,0.70463
"15424","ENSG00000184154","LRRC51","120356739",7.536112,6.495883,5.673919
"15426","ENSG00000184156","KCNQ3","3786",0.069474,0.081939,0.378164
"15427","ENSG00000184160","ADRA2C","152",0.179325,0.86231,0.519368
"15428","ENSG00000184162","NR2C2AP","126382",31.271372,27.039435,29.505825
"15429","ENSG00000184163","C1QTNF12","388581",2.361333,4.813313,2.143671
"15430","ENSG00000184164","CRELD2","79174",49.801108,54.61927,49.467509
"15431","ENSG00000184166","OR1D2","4991",0.087292,0.349973,0.233075
"15432","ENSG00000184178","SCFD2","152579",7.152583,6.37458,6.210013
"15433","ENSG00000184182","UBE2F","140739",55.900289,47.762891,45.09127
"15434","ENSG00000184185","KCNJ12","3768",0.325551,0.678736,1.0353
"15436","ENSG00000184194","GPR173","54328",9.622164,16.553549,12.403921
"15437","ENSG00000184203","PPP1R2","5504",12.013054,12.980371,16.09729
"15438","ENSG00000184205","TSPYL2","64061",31.64727,36.695522,35.145828
"15440","ENSG00000184207","PGP","283871",15.259242,19.14732,19.957438
"15441","ENSG00000184208","C22orf46P","79640",9.248308,9.403615,7.698881
"15442","ENSG00000184209","SNRNP35","11066",16.694804,19.157608,21.510267
"15444","ENSG00000184216","IRAK1","3654",106.944178,54.688374,49.289871
"15445","ENSG00000184220","CMSS1","84319",45.407855,36.170158,37.774781
"15447","ENSG00000184226","PCDH9","5101",145.971862,138.311111,138.988426
"15448","ENSG00000184227","ACOT1","641371",3.211437,1.155377,1.341689
"15449","ENSG00000184232","OAF","220323",8.011884,14.55423,11.0117
"15450","ENSG00000184254","ALDH1A3","220",2.700022,1.43387,1.343351
"15452","ENSG00000184260","H2AC20","8338",3.332334,3.304348,5.319409
"15455","ENSG00000184271","POU6F1","5463",5.892437,2.852707,2.426255
"15457","ENSG00000184277","TM2D3","80213",25.675345,22.911236,19.985915
"15458","ENSG00000184281","TSSC4","10078",78.289396,44.763429,47.398533
"15459","ENSG00000184292","TACSTD2","4070",0,0.096408,0.232263
"15463","ENSG00000184304","PRKD1","5587",0,0.442899,0.381904
"15464","ENSG00000184305","CCSER1","401145",1.246433,1.688624,1.752622
"15465","ENSG00000184307","ZDHHC23","254887",4.649825,6.472996,6.838538
"15470","ENSG00000184343","SRPK3","26576",0.054041,0.069667,0.126191
"15474","ENSG00000184349","EFNA5","1946",2.066144,2.17198,2.650309
"15477","ENSG00000184357","H1-5","3009",0.469059,0.468561,0.376385
"15478","ENSG00000184361","SPATA32","124783",0.260704,0,0.157357
"15479","ENSG00000184363","PKP3","11187",10.090145,12.80552,11.232129
"15480","ENSG00000184368","MAP7D2","256714",12.59929,13.267058,13.200313
"15481","ENSG00000184371","CSF1","1435",179.038715,213.504448,203.407844
"15482","ENSG00000184374","COLEC10","10584",1.724602,2.046973,3.093077
"15483","ENSG00000184378","ACTRT3","84517",3.148729,2.038697,2.038797
"15484","ENSG00000184381","PLA2G6","8398",4.40722,11.783642,7.156251
"15485","ENSG00000184384","MAML2","84441",2.731635,2.85072,3.219751
"15489","ENSG00000184402","SS18L1","26039",18.807713,17.419323,17.289859
"15490","ENSG00000184408","KCND2","3751",0,0.079764,0.128105
"15493","ENSG00000184428","TOP1MT","116447",26.879768,17.51837,15.868702
"15494","ENSG00000184432","COPB2","9276",84.750129,97.068826,108.670363
"15496","ENSG00000184436","THAP7","80764",33.179401,33.623689,27.057238
"15497","ENSG00000184445","KNTC1","9735",29.224889,29.535843,29.061342
"15498","ENSG00000184451","CCR10","2826",2.669969,5.36435,4.011875
"15499","ENSG00000184454","NCMAP","400746",0,0.054717,0.146465
"15501","ENSG00000184465","WDR27","253769",8.941423,9.15679,8.681687
"15502","ENSG00000184470","TXNRD2","10587",16.530028,12.937332,12.303016
"15505","ENSG00000184481","FOXO4","4303",71.312563,43.893953,43.454169
"15506","ENSG00000184486","POU3F2","5454",4.352846,3.895977,4.019094
"15508","ENSG00000184492","FOXD4L1","200350",0.420955,0.090414,0.24174
"15510","ENSG00000184500","PROS1","5627",29.54786,24.090648,25.852822
"15512","ENSG00000184507","NUTM1","256646",0.01901,0.057155,0
"15513","ENSG00000184508","HDDC3","374659",7.06461,13.02812,12.534563
"15514","ENSG00000184515","BEX5","340542",5.772408,33.193952,37.895935
"15515","ENSG00000184517","ZFP1","162239",9.72725,6.359462,6.565297
"15517","ENSG00000184524","CEND1","51286",1.830494,10.613561,9.027294
"15521","ENSG00000184557","SOCS3","9021",22.978728,20.741467,21.328055
"15522","ENSG00000184560","SPEM2","201243",0,0.192699,0.077377
"15523","ENSG00000184564","SLITRK6","84189",0.186768,0.47648,0.482387
"15526","ENSG00000184575","XPOT","11260",56.960314,43.567293,37.986443
"15527","ENSG00000184584","STING1","340061",0.386297,0.409798,0.559184
"15528","ENSG00000184588","PDE4B","5142",35.416383,60.484479,53.060874
"15529","ENSG00000184599","TAFA3","284467",0.303683,2.047467,2.565018
"15531","ENSG00000184602","SNN","8303",7.438814,6.35192,6.942808
"15532","ENSG00000184611","KCNH7","90134",0,0.030916,0.164974
"15534","ENSG00000184613","NELL2","4753",8.997933,19.126704,18.076282
"15539","ENSG00000184634","MED12","9968",38.329495,41.567576,30.504279
"15540","ENSG00000184635","ZNF93","81931",0.759838,0.358905,0.615698
"15544","ENSG00000184659","FOXD4L4","349334",0.126321,0.300087,0.374322
"15545","ENSG00000184661","CDCA2","157313",31.67366,31.825456,32.678973
"15546","ENSG00000184669","OR7E14P","10819",4.34157,2.432426,3.055521
"15548","ENSG00000184675","AMER1","139285",4.512538,3.867101,3.524605
"15549","ENSG00000184677","ZBTB40","9923",4.257536,4.283758,4.223584
"15550","ENSG00000184678","H2BC21","8349",3.258582,2.210738,2.342738
"15551","ENSG00000184697","CLDN6","9074",0.090518,0.407975,0.582466
"15553","ENSG00000184702","SEPTIN5","5413",7.988956,24.031675,22.039077
"15554","ENSG00000184708","EIF4ENIF1","56478",21.623173,15.941017,10.510554
"15555","ENSG00000184709","LRRC26","389816",0,0.351712,0.142653
"15556","ENSG00000184716","SERINC4","619189",0.130252,0.435255,0.245787
"15557","ENSG00000184719","RNLS","55328",5.596017,5.462134,7.002686
"15559","ENSG00000184730","APOBR","55911",0.230063,0.096071,0.154296
"15560","ENSG00000184731","FAM110C","642273",6.147051,5.475529,5.065971
"15563","ENSG00000184743","ATL3","25923",21.180061,16.193884,17.371115
"15564","ENSG00000184752","NDUFA12","55967",160.124984,128.649855,140.290067
"15566","ENSG00000184774","MGAT4EP","641515",0,0.381069,0.244175
"15567","ENSG00000184785","SMIM10","644538",6.131248,10.547972,10.493969
"15568","ENSG00000184787","UBE2G2","7327",112.853891,136.425368,121.273295
"15569","ENSG00000184788","SATL1","340562",1.048967,2.005237,1.754988
"15571","ENSG00000184792","OSBP2","23762",1.3129,2.166913,2.198298
"15575","ENSG00000184828","ZBTB7C","201501",0.229458,0.771508,0.186673
"15576","ENSG00000184831","APOO","79135",292.571603,407.982903,402.104364
"15578","ENSG00000184840","TMED9","54732",91.306364,105.653541,111.04328
"15580","ENSG00000184845","DRD1","1812",0.017715,0.195305,0.057031
"15581","ENSG00000184857","TMEM186","25880",12.882024,15.284045,13.616219
"15582","ENSG00000184860","SDR42E1","93517",0.138301,0.217062,0.009588
"15583","ENSG00000184863","RBM33","155435",19.444796,20.650673,19.250045
"15584","ENSG00000184867","ARMCX2","9823",40.424867,51.995033,52.995217
"15585","ENSG00000184887","BTBD6","90135",24.181027,13.490034,14.882185
"15587","ENSG00000184897","H1-10","8971",62.727071,61.149122,60.879345
"15588","ENSG00000184898","RBM43","375287",3.299314,2.073173,2.516909
"15589","ENSG00000184900","SUMO3","6612",132.169135,53.118482,50.13533
"15590","ENSG00000184903","IMMP2L","83943",11.786968,10.344276,8.884769
"15593","ENSG00000184908","CLCNKB","1188",0,0.029142,0.230745
"15595","ENSG00000184916","JAG2","3714",8.71802,27.182901,26.787625
"15596","ENSG00000184922","FMNL1","752",8.746737,22.69435,17.298602
"15597","ENSG00000184923","NUTM2A","728118",1.586594,0.526957,1.062258
"15598","ENSG00000184924","PTRHD1","391356",25.172666,15.050464,14.72706
"15599","ENSG00000184925","LCN12","286256",1.652812,5.638329,1.72176
"15600","ENSG00000184933","OR6A2","8590",0.03332,0,0.026817
"15602","ENSG00000184939","ZFP90","146198",16.020164,22.252546,17.744389
"15604","ENSG00000184949","FAM227A","646851",0.702767,6.221827,2.340739
"15607","ENSG00000184961","RPL7AP49","100271214",0.63815,0.534611,0.922661
"15608","ENSG00000184967","NOC4L","79050",21.68967,19.597842,13.721136
"15609","ENSG00000184979","USP18","11274",7.172999,8.191949,8.813922
"15611","ENSG00000184984","CHRM5","1133",0,0.026181,0.066753
"15613","ENSG00000184986","TMEM121","80757",0.531059,4.550433,3.203131
"15614","ENSG00000184988","TMEM106A","113277",0.348487,0.022391,0.089906
"15615","ENSG00000184990","SIVA1","10572",103.701522,100.6298,91.263574
"15616","ENSG00000184992","BRI3BP","140707",23.098413,24.704675,24.019549
"15617","ENSG00000184995","IFNE","338376",1.485363,1.762794,1.504183
"15619","ENSG00000185000","DGAT1","8694",13.146545,17.753004,17.39913
"15621","ENSG00000185008","ROBO2","6092",16.549471,11.147901,14.941612
"15622","ENSG00000185009","AP3M1","26985",57.615357,65.110195,67.700074
"15623","ENSG00000185010","F8","2157",1.77338,3.089676,1.789377
"15625","ENSG00000185015","CA13","377677",9.339681,12.126726,11.489729
"15626","ENSG00000185019","UBOX5","22888",2.85188,2.275556,1.987195
"15627","ENSG00000185022","MAFF","23764",23.773466,26.367527,25.521482
"15628","ENSG00000185024","BRF1","2972",15.776637,13.115939,14.026707
"15631","ENSG00000185033","SEMA4B","10509",13.400964,51.787492,45.441346
"15635","ENSG00000185043","CIB1","10519",45.082697,80.632575,79.401224
"15636","ENSG00000185046","ANKS1B","56899",1.535968,2.324443,1.18431
"15637","ENSG00000185049","NELFA","7469",47.578105,45.722881,39.627388
"15639","ENSG00000185053","SGCZ","137868",0,0.774095,0.136639
"15640","ENSG00000185055","EFCAB10","100130771",0.259197,2.002052,3.76273
"15641","ENSG00000185056","C5orf47","133491",0,0.059438,0.023866
"15646","ENSG00000185085","INTS5","80789",20.916281,19.269701,17.153986
"15647","ENSG00000185088","RPS27L","51065",50.414856,71.018116,79.92661
"15648","ENSG00000185090","MANEAL","149175",27.195611,23.196791,20.185817
"15649","ENSG00000185100","ADSS1","122622",0.977371,1.328997,1.910412
"15650","ENSG00000185101","ANO9","338440",0,0.341166,0.322358
"15651","ENSG00000185104","FAF1","11124",45.114519,43.952006,45.481394
"15652","ENSG00000185105","MYADML2","255275",0,0.091989,0.073872
"15653","ENSG00000185112","FAM43A","131583",0.690717,1.654921,1.328991
"15655","ENSG00000185122","HSF1","3297",81.219115,75.182889,69.521202
"15656","ENSG00000185127","C6orf120","387263",14.777252,14.527327,15.659587
"15657","ENSG00000185129","PURA","5813",4.558778,3.377637,2.210488
"15658","ENSG00000185130","H2BC13","8340",4.242548,3.661177,3.169291
"15659","ENSG00000185133","INPP5J","27124",5.466643,2.305085,2.50846
"15661","ENSG00000185155","MIXL1","83881",0.252406,0.115398,0.185345
"15663","ENSG00000185158","LRRC37B","114659",7.128097,10.175285,3.926657
"15664","ENSG00000185163","DDX51","317781",18.447127,16.947643,14.095328
"15669","ENSG00000185187","SIGIRR","59307",20.878435,47.228579,39.337909
"15670","ENSG00000185189","NRBP2","340371",6.225812,11.777911,11.63603
"15672","ENSG00000185201","IFITM2","10581",107.933247,120.701322,106.342004
"15673","ENSG00000185215","TNFAIP2","7127",31.388812,36.701155,39.292753
"15674","ENSG00000185219","ZNF445","353274",5.508466,5.223361,5.236213
"15675","ENSG00000185220","PGBD2","267002",5.278367,2.994494,2.600593
"15677","ENSG00000185222","TCEAL9","51186",119.134727,186.694659,199.076621
"15679","ENSG00000185236","RAB11B","9230",49.824857,29.760868,26.471909
"15680","ENSG00000185238","PRMT3","10196",40.630596,27.453276,27.613113
"15682","ENSG00000185246","PRPF39","55015",15.471532,14.343962,12.891149
"15684","ENSG00000185250","PPIL6","285755",0.969064,1.825582,2.927399
"15685","ENSG00000185252","ZNF74","7625",7.388401,6.123515,6.526095
"15686","ENSG00000185261","KIAA0825","285600",4.126248,9.431944,9.205547
"15687","ENSG00000185262","UBALD2","283991",23.700802,36.925316,37.314867
"15689","ENSG00000185267","CDNF","441549",3.633492,3.946404,2.773893
"15690","ENSG00000185269","NOTUM","147111",0.55105,1.883594,2.138651
"15691","ENSG00000185271","KLHL33","123103",0.105667,0.376569,0.366623
"15692","ENSG00000185272","RBM11","54033",5.086346,12.20323,13.571518
"15695","ENSG00000185278","ZBTB37","84614",5.44604,4.024059,3.512406
"15696","ENSG00000185290","NUPR2","389493",0.954384,2.286103,0.918281
"15697","ENSG00000185291","IL3RA","3563",0.38478,1.246488,0.96794
"15700","ENSG00000185298","CCDC137","339230",92.864917,80.757359,76.14083
"15703","ENSG00000185305","ARL15","54622",5.049271,8.641533,10.005604
"15704","ENSG00000185306","C12orf56","115749",0.622682,0.112855,0
"15707","ENSG00000185324","CDK10","8558",34.789131,37.949276,37.526307
"15708","ENSG00000185332","TMEM105","284186",0.19791,0.417391,0.247211
"15709","ENSG00000185338","SOCS1","8651",0.967685,1.522176,1.166933
"15710","ENSG00000185339","TCN2","6948",4.191925,2.719295,3.752323
"15711","ENSG00000185340","GAS2L1","10634",26.323058,21.675997,21.801033
"15712","ENSG00000185344","ATP6V0A2","23545",25.709759,16.169997,17.49444
"15713","ENSG00000185345","PRKN","5071",0.082819,0.068744,0.15532
"15714","ENSG00000185347","TEDC1","283643",22.163447,16.102896,14.962723
"15715","ENSG00000185352","HS6ST3","266722",0.115972,0.393482,0.466776
"15716","ENSG00000185359","HGS","9146",113.375169,110.953872,109.482105
"15717","ENSG00000185361","TNFAIP8L1","126282",6.382416,12.135638,11.349018
"15719","ENSG00000185379","RAD51D","5892",12.886529,14.921394,13.646052
"15720","ENSG00000185385","OR7A17","26333",0.293363,0.346338,0.327203
"15721","ENSG00000185386","MAPK11","5600",3.046576,10.889562,8.932886
"15723","ENSG00000185404","SP140L","93349",4.803511,3.95371,3.404002
"15724","ENSG00000185414","MRPL30","51263",57.839014,57.325531,57.630102
"15725","ENSG00000185418","TARS3","123283",6.088621,8.025347,8.323648
"15726","ENSG00000185420","SMYD3","64754",11.778444,16.97499,16.889868
"15727","ENSG00000185432","TMT1A","25840",0.12877,0.623723,0.449058
"15728","ENSG00000185436","IFNLR1","163702",1.631529,3.525792,3.023342
"15729","ENSG00000185437","SH3BGR","6450",7.564888,4.735553,8.990192
"15730","ENSG00000185442","FAM174B","400451",5.441244,4.967363,3.593189
"15732","ENSG00000185453","ZSWIM9","374920",3.553185,6.827643,5.015087
"15734","ENSG00000185475","TMEM179B","374395",63.194441,90.632481,90.431707
"15735","ENSG00000185477","GPRIN3","285513",0.024078,0.0869,0.261074
"15737","ENSG00000185480","PARPBP","55010",27.602133,25.576908,26.756444
"15739","ENSG00000185483","ROR1","4919",0.630951,2.401906,2.643503
"15742","ENSG00000185499","MUC1","4582",2.06995,1.758089,2.84622
"15743","ENSG00000185504","FAAP100","80233",37.245397,22.34335,20.918139
"15745","ENSG00000185513","L3MBTL1","26013",4.059899,6.881702,5.430499
"15746","ENSG00000185515","BRCC3","79184",31.667327,25.897456,25.075453
"15747","ENSG00000185518","SV2B","9899",0.073837,0.141877,0.729032
"15748","ENSG00000185519","FAM131C","348487",0.419736,2.242048,1.800556
"15750","ENSG00000185523","SPATA45","149643",0,1.04814,0.210599
"15751","ENSG00000185527","PDE6G","5148",1.211734,2.434826,2.580532
"15752","ENSG00000185532","PRKG1","5592",0.315913,0.897639,0.451938
"15753","ENSG00000185551","NR2F2","7026",37.973158,39.585106,38.878207
"15755","ENSG00000185561","TLCD2","727910",0.595942,1.093961,1.089682
"15756","ENSG00000185565","LSAMP","4045",0.318682,0.007882,0.017697
"15757","ENSG00000185567","AHNAK2","113146",5.752087,13.296663,11.617538
"15758","ENSG00000185585","OLFML2A","169611",2.21879,3.406994,3.371811
"15759","ENSG00000185591","SP1","6667",31.238077,31.289014,28.35144
"15763","ENSG00000185608","MRPL40","64976",30.833263,42.373598,43.188933
"15765","ENSG00000185614","INKA1","389119",0.341232,1.109689,0.479907
"15766","ENSG00000185615","PDIA2","64714",0.050861,0.212005,0.170328
"15767","ENSG00000185619","PCGF3","10336",48.040742,49.784295,41.022559
"15768","ENSG00000185621","LMLN","89782",8.404172,8.438464,8.08941
"15769","ENSG00000185624","P4HB","5034",465.930353,522.378553,517.982733
"15770","ENSG00000185627","PSMD13","5719",198.601841,267.56849,280.623074
"15771","ENSG00000185630","PBX1","5087",7.044144,9.043957,8.73908
"15773","ENSG00000185633","NDUFA4L2","56901",0.508897,1.746395,0.818178
"15774","ENSG00000185634","SHC4","399694",0.532379,1.934989,0.967818
"15778","ENSG00000185650","ZFP36L1","677",89.56925,75.293214,70.41107
"15779","ENSG00000185651","UBE2L3","7332",103.511042,97.065729,100.974218
"15781","ENSG00000185658","BRWD1","54014",13.050176,11.749555,13.050565
"15783","ENSG00000185664","PMEL","6490",0.435617,10.819634,10.668074
"15785","ENSG00000185668","POU3F1","5453",0,0.104726,0.028034
"15786","ENSG00000185669","SNAI3","333929",0.045473,0,0.036576
"15787","ENSG00000185670","ZBTB3","79842",4.243316,5.175469,4.047923
"15793","ENSG00000185697","MYBL1","4603",18.446737,22.317578,22.919742
"15795","ENSG00000185710","SMG1P4","100507526",1.24433,6.209233,0.844048
"15796","ENSG00000185716","MOSMO","730094",5.740999,4.883182,6.512878
"15797","ENSG00000185721","DRG1","4733",61.781453,56.217799,56.534087
"15798","ENSG00000185722","ANKFY1","51479",18.192551,14.518578,13.760554
"15799","ENSG00000185728","YTHDF3","253943",36.046195,44.263815,39.616381
"15800","ENSG00000185730","ZNF696","79943",8.335401,6.162585,5.609642
"15801","ENSG00000185736","ADARB2","105",0.090397,0,0.036355
"15805","ENSG00000185745","IFIT1","3434",10.222158,19.933994,16.196532
"15806","ENSG00000185753","CXorf38","159013",15.892851,15.397954,17.556162
"15808","ENSG00000185760","KCNQ5","56479",0.055284,0.122267,0.511539
"15809","ENSG00000185761","ADAMTSL5","339366",0.747126,4.798405,1.857417
"15812","ENSG00000185787","MORF4L1","10933",400.291551,319.33866,361.700706
"15814","ENSG00000185798","WDR53","348793",11.504452,14.962042,12.575078
"15815","ENSG00000185800","DMWD","1762",27.715612,30.055138,31.708325
"15816","ENSG00000185803","SLC52A2","79581",60.67023,61.459262,65.794747
"15817","ENSG00000185808","PIGP","51227",38.421514,32.370176,33.584486
"15818","ENSG00000185811","IKZF1","10320",0.749784,0.574543,0.459751
"15819","ENSG00000185813","PCYT2","5833",26.195954,22.492997,21.585037
"15820","ENSG00000185818","NAT8L","339983",14.371127,16.241357,14.99974
"15822","ENSG00000185823","NPAP1","23742",0,0.009284,0.014911
"15823","ENSG00000185825","BCAP31","10134",197.60592,202.801231,200.240323
"15826","ENSG00000185838","GNB1L","54584",5.80043,11.574653,7.198815
"15828","ENSG00000185842","DNAH14","127602",44.284869,44.601365,43.266974
"15833","ENSG00000185869","ZNF829","374899",0.060492,0.370671,0.334407
"15835","ENSG00000185875","THNSL1","79896",5.195022,1.698946,2.069459
"15837","ENSG00000185883","ATP6V0C","527",154.698742,218.573958,184.275208
"15838","ENSG00000185885","IFITM1","8519",19.170581,25.605903,31.86772
"15840","ENSG00000185896","LAMP1","3916",111.182751,136.934261,130.222523
"15843","ENSG00000185900","POMK","84197",13.733539,12.413793,13.856444
"15846","ENSG00000185909","KLHDC8B","200942",6.785641,9.495857,7.758456
"15848","ENSG00000185917","SETD4","54093",19.410061,15.641431,16.179477
"15849","ENSG00000185920","PTCH1","5727",26.296025,14.127969,13.499249
"15850","ENSG00000185924","RTN4RL1","146760",0,0.180097,0.208902
"15854","ENSG00000185942","NKAIN3","286183",0.775531,0.707718,0.533729
"15855","ENSG00000185946","RNPC3","55599",16.966476,26.862673,23.654621
"15856","ENSG00000185947","ZNF267","10308",6.866837,9.178383,8.414488
"15857","ENSG00000185950","IRS2","8660",1.640293,2.551311,2.208652
"15858","ENSG00000185955","SPACDR","402573",0.776799,1.812447,1.131585
"15862","ENSG00000185963","BICD2","23299",13.462991,17.561369,16.477029
"15865","ENSG00000185973","TMLHE","55217",19.921802,11.370379,13.286916
"15870","ENSG00000185988","PLK5","126520",0.040113,0.120545,0.150685
"15871","ENSG00000185989","RASA3","22821",11.321667,7.095136,6.881164
"15872","ENSG00000186001","LRCH3","84859",22.506919,20.858935,17.306812
"15876","ENSG00000186010","NDUFA13","51079",165.46684,128.259088,120.711248
"15877","ENSG00000186017","ZNF566","84924",6.979871,5.101587,5.062137
"15878","ENSG00000186020","ZNF529","57711",3.462374,3.447195,3.164196
"15879","ENSG00000186026","ZNF284","342909",1.272944,2.157222,2.304572
"15884","ENSG00000186063","AIDA","64853",86.829961,76.589892,76.392524
"15885","ENSG00000186073","CDIN1","84529",7.631558,6.715437,11.613672
"15889","ENSG00000186081","KRT5","3852",0.502249,0.828848,0.618066
"15891","ENSG00000186086","NBPF6","653149",0.122752,0,0.06583
"15892","ENSG00000186088","GSAP","54103",1.574706,2.580794,2.013336
"15895","ENSG00000186094","AGBL4","84871",0,0.913454,0.882379
"15897","ENSG00000186104","CYP2R1","120227",22.521783,35.697373,32.98057
"15898","ENSG00000186105","LRRC70","100130733",0.21952,0.146479,0.18986
"15899","ENSG00000186106","ANKRD46","157567",5.908932,11.559172,10.549982
"15900","ENSG00000186111","PIP5K1C","23396",20.672403,22.834787,20.63117
"15906","ENSG00000186130","ZBTB6","10773",5.941996,5.499911,5.907548
"15907","ENSG00000186132","C2orf76","130355",9.669335,10.400278,10.577313
"15909","ENSG00000186141","POLR3C","10623",28.685911,24.378363,25.060776
"15915","ENSG00000186153","WWOX","51741",15.040816,12.772974,13.033043
"15917","ENSG00000186162","CIDECP1","152302",14.669646,11.295671,10.71947
"15919","ENSG00000186166","CENATAC","338657",21.291642,28.08744,27.716188
"15920","ENSG00000186174","BCL9L","283149",64.105207,63.768396,61.577318
"15921","ENSG00000186184","POLR1D","51082",146.753531,205.378156,202.823259
